article_id,index,politics,age,gender,llm_assessment,llm_confidence,llm_model,llm_error
33,843,Liberal,30,Female,is-not-biased,85,gpt-4o-mini,
269,1977,Independent,36,Female,is-not-biased,85,gpt-4o-mini,
262,1410,Conservative,32,Male,is-not-biased,85,gpt-4o-mini,
129,1536,Conservative,28,Female,is-not-biased,85,gpt-4o-mini,
271,14,Independent,37,Female,is-not-biased,85,gpt-4o-mini,
62,340,Liberal,24,Male,is-not-biased,85,gpt-4o-mini,
134,1537,Liberal,31,Male,is-biased,85,gpt-4o-mini,
213,1599,Liberal,33,Male,is-not-biased,85,gpt-4o-mini,
94,844,Conservative,35,Male,is-not-biased,85,gpt-4o-mini,
29,1411,Conservative,38,Female,is-biased,75,gpt-4o-mini,
259,1978,Liberal,37,Female,is-biased,75,gpt-4o-mini,
119,1600,Independent,39,Male,is-biased,75,gpt-4o-mini,
112,15,Conservative,28,Male,is-not-biased,85,gpt-4o-mini,
136,341,Independent,27,Male,is-not-biased,85,gpt-4o-mini,
249,1538,Conservative,25,Male,is-not-biased,85,gpt-4o-mini,
152,845,Liberal,48,Female,is-biased,85,gpt-4o-mini,
95,1412,Conservative,45,Female,is-biased,85,gpt-4o-mini,
211,1979,Independent,62,Male,is-not-biased,85,gpt-4o-mini,
73,342,Independent,25,Female,is-not-biased,75,gpt-4o-mini,
146,846,Liberal,24,Female,is-not-biased,85,gpt-4o-mini,
72,1601,Conservative,31,Female,is-biased,75,gpt-4o-mini,
118,1602,Independent,25,Male,is-not-biased,85,gpt-4o-mini,
129,1539,Liberal,36,Female,is-not-biased,85,gpt-4o-mini,
245,1980,Liberal,30,Male,is-biased,75,gpt-4o-mini,
150,343,Independent,32,Male,is-not-biased,85,gpt-4o-mini,
160,847,Conservative,59,Male,is-biased,85,gpt-4o-mini,
71,17,Liberal,62,Female,is-not-biased,85,gpt-4o-mini,
141,1413,Conservative,44,Male,is-biased,75,gpt-4o-mini,
121,1414,Conservative,35,Male,is-not-biased,85,gpt-4o-mini,
267,1540,Conservative,59,Male,is-not-biased,85,gpt-4o-mini,
70,1603,Conservative,28,Male,is-not-biased,85,gpt-4o-mini,
152,18,Liberal,26,Female,is-biased,85,gpt-4o-mini,
114,1981,Conservative,50,Female,is-biased,75,gpt-4o-mini,
95,1415,Liberal,31,Female,is-not-biased,85,gpt-4o-mini,
184,1604,Liberal,35,Female,is-not-biased,85,gpt-4o-mini,
203,344,Liberal,34,Male,is-not-biased,85,gpt-4o-mini,
157,848,Liberal,35,Female,is-biased,75,gpt-4o-mini,
131,1541,Conservative,54,Male,is-biased,85,gpt-4o-mini,
145,19,Independent,26,Female,is-biased,75,gpt-4o-mini,
112,16,Independent,25,Male,is-not-biased,85,gpt-4o-mini,
54,1982,Liberal,34,Female,is-not-biased,85,gpt-4o-mini,
129,345,Liberal,39,Female,is-not-biased,85,gpt-4o-mini,
277,849,Conservative,19,Female,is-not-biased,85,gpt-4o-mini,
152,1416,Liberal,34,Female,is-biased,85,gpt-4o-mini,
248,1542,Conservative,48,Female,is-not-biased,75,gpt-4o-mini,
76,1605,Liberal,25,Male,is-not-biased,85,gpt-4o-mini,
110,1983,Liberal,36,Female,is-not-biased,85,gpt-4o-mini,
20,20,Liberal,44,Female,is-biased,75,gpt-4o-mini,
275,346,Independent,61,Male,is-biased,75,gpt-4o-mini,
105,850,Conservative,53,Female,is-not-biased,85,gpt-4o-mini,
286,1417,Liberal,38,Female,is-not-biased,85,gpt-4o-mini,
65,1606,Liberal,35,Male,is-not-biased,85,gpt-4o-mini,
19,1984,Other,32,Male,is-not-biased,85,gpt-4o-mini,
123,21,Conservative,56,Male,is-biased,75,gpt-4o-mini,
155,347,Liberal,52,Male,is-not-biased,85,gpt-4o-mini,
246,1544,Liberal,50,Female,is-not-biased,85,gpt-4o-mini,
76,1418,Other,60,Male,is-not-biased,85,gpt-4o-mini,
125,851,Conservative,54,Female,is-not-biased,85,gpt-4o-mini,
127,1607,Liberal,35,Male,is-not-biased,85,gpt-4o-mini,
123,22,Conservative,30,Male,is-biased,75,gpt-4o-mini,
93,348,Independent,53,Female,is-not-biased,85,gpt-4o-mini,
193,1985,Conservative,35,Male,is-not-biased,85,gpt-4o-mini,
59,1419,Liberal,29,Male,is-not-biased,85,gpt-4o-mini,
51,852,Independent,19,Female,is-biased,75,gpt-4o-mini,
76,1608,Conservative,40,Male,is-not-biased,85,gpt-4o-mini,
24,1543,Independent,28,Female,is-not-biased,85,gpt-4o-mini,
114,1986,Conservative,40,Male,is-biased,75,gpt-4o-mini,
267,1545,Independent,28,Female,is-not-biased,85,gpt-4o-mini,
146,349,Conservative,42,Male,is-not-biased,85,gpt-4o-mini,
71,1546,Conservative,46,Male,is-biased,85,gpt-4o-mini,
141,853,Independent,37,Male,is-not-biased,85,gpt-4o-mini,
268,1987,Liberal,39,Male,is-not-biased,85,gpt-4o-mini,
166,350,Independent,29,Male,is-not-biased,85,gpt-4o-mini,
33,31,Conservative,25,Female,is-not-biased,85,gpt-4o-mini,
73,1609,Liberal,34,Male,is-not-biased,85,gpt-4o-mini,
75,1420,Conservative,31,Female,is-not-biased,85,gpt-4o-mini,
144,23,Liberal,30,Female,is-not-biased,85,gpt-4o-mini,
132,1421,Conservative,34,Male,is-biased,75,gpt-4o-mini,
133,1547,Conservative,40,Female,is-biased,75,gpt-4o-mini,
70,1610,Liberal,40,Male,is-not-biased,85,gpt-4o-mini,
169,24,Conservative,46,Male,is-not-biased,85,gpt-4o-mini,
193,1988,Independent,37,Male,is-not-biased,85,gpt-4o-mini,
242,855,Other,48,Female,is-not-biased,85,gpt-4o-mini,
43,351,Liberal,58,Male,is-biased,75,gpt-4o-mini,
131,1548,Independent,35,Male,is-biased,75,gpt-4o-mini,
117,1611,Independent,51,Female,is-not-biased,85,gpt-4o-mini,
211,1989,Liberal,37,Female,is-not-biased,85,gpt-4o-mini,
25,856,Liberal,25,Female,is-not-biased,85,gpt-4o-mini,
230,1423,Liberal,25,Female,is-not-biased,85,gpt-4o-mini,
131,1549,Liberal,36,Male,is-biased,85,gpt-4o-mini,
195,352,Conservative,25,Female,is-not-biased,85,gpt-4o-mini,
195,1422,Independent,47,Female,is-not-biased,85,gpt-4o-mini,
125,1612,Liberal,39,Male,is-not-biased,85,gpt-4o-mini,
87,25,Independent,25,Female,is-not-biased,85,gpt-4o-mini,
244,854,Liberal,40,Female,is-not-biased,85,gpt-4o-mini,
6,857,Conservative,24,Female,is-not-biased,85,gpt-4o-mini,
157,353,Independent,41,Female,is-not-biased,85,gpt-4o-mini,
122,1613,Independent,51,Male,is-not-biased,85,gpt-4o-mini,
114,1991,Independent,42,Male,is-not-biased,85,gpt-4o-mini,
281,1424,Conservative,50,Male,is-not-biased,85,gpt-4o-mini,
175,33,Liberal,29,Female,is-not-biased,85,gpt-4o-mini,
269,1990,Independent,33,Male,is-not-biased,85,gpt-4o-mini,
163,26,Independent,48,Male,is-not-biased,85,gpt-4o-mini,
152,858,Independent,45,Female,is-biased,75,gpt-4o-mini,
152,354,Conservative,36,Female,is-not-biased,85,gpt-4o-mini,
130,1550,Conservative,25,Male,is-biased,75,gpt-4o-mini,
248,1614,Conservative,32,Male,is-not-biased,75,gpt-4o-mini,
268,1992,Independent,27,Male,is-not-biased,85,gpt-4o-mini,
104,1425,Conservative,30,Male,is-biased,75,gpt-4o-mini,
132,27,Independent,41,Female,is-not-biased,85,gpt-4o-mini,
99,355,Liberal,34,Female,is-not-biased,85,gpt-4o-mini,
106,859,Conservative,47,Female,is-biased,75,gpt-4o-mini,
164,1426,Conservative,43,Male,is-not-biased,85,gpt-4o-mini,
36,1552,Independent,28,Male,is-not-biased,85,gpt-4o-mini,
69,1615,Conservative,25,Male,is-not-biased,85,gpt-4o-mini,
203,28,Liberal,23,Female,is-not-biased,85,gpt-4o-mini,
62,1993,Liberal,25,Female,is-not-biased,85,gpt-4o-mini,
227,860,Liberal,33,Male,is-not-biased,85,gpt-4o-mini,
223,1427,Liberal,64,Female,is-not-biased,85,gpt-4o-mini,
20,356,Liberal,25,Male,is-biased,85,gpt-4o-mini,
115,29,Independent,44,Female,is-not-biased,85,gpt-4o-mini,
3,1616,Liberal,56,Male,is-not-biased,85,gpt-4o-mini,
42,1994,Other,36,Female,is-not-biased,85,gpt-4o-mini,
160,357,Conservative,32,Male,is-biased,85,gpt-4o-mini,
262,861,Liberal,48,Male,is-not-biased,85,gpt-4o-mini,
208,1554,Conservative,40,Male,is-not-biased,85,gpt-4o-mini,
58,1995,Liberal,49,Male,is-not-biased,85,gpt-4o-mini,
123,358,Conservative,59,Male,is-biased,75,gpt-4o-mini,
288,1617,Liberal,40,Male,is-biased,75,gpt-4o-mini,
20,30,Liberal,28,Female,is-biased,75,gpt-4o-mini,
77,1553,Conservative,25,Female,is-not-biased,85,gpt-4o-mini,
80,1555,Conservative,30,Female,is-not-biased,75,gpt-4o-mini,
141,862,Conservative,45,Male,is-biased,75,gpt-4o-mini,
100,32,Conservative,57,Male,is-biased,75,gpt-4o-mini,
115,1996,Independent,63,Male,is-not-biased,85,gpt-4o-mini,
10,863,Independent,53,Male,is-not-biased,85,gpt-4o-mini,
213,1618,Conservative,30,Male,is-not-biased,85,gpt-4o-mini,
116,359,Liberal,62,Male,is-not-biased,85,gpt-4o-mini,
136,1556,Liberal,51,Male,is-not-biased,85,gpt-4o-mini,
133,1430,Conservative,30,Female,is-biased,75,gpt-4o-mini,
236,1551,Conservative,37,Female,is-not-biased,85,gpt-4o-mini,
57,1997,Other,29,Female,is-not-biased,85,gpt-4o-mini,
119,1619,Conservative,34,Female,is-biased,75,gpt-4o-mini,
121,1431,Liberal,48,Male,is-not-biased,85,gpt-4o-mini,
118,1620,Independent,44,Male,is-not-biased,85,gpt-4o-mini,
263,360,Conservative,26,Female,is-not-biased,85,gpt-4o-mini,
168,34,Conservative,29,Male,is-biased,85,gpt-4o-mini,
130,1557,Independent,27,Male,is-not-biased,85,gpt-4o-mini,
266,864,Liberal,22,Male,is-not-biased,85,gpt-4o-mini,
278,1998,Conservative,25,Male,is-not-biased,85,gpt-4o-mini,
242,865,Conservative,65,Female,is-not-biased,85,gpt-4o-mini,
129,1432,Conservative,32,Male,is-not-biased,85,gpt-4o-mini,
48,35,Independent,25,Female,is-not-biased,85,gpt-4o-mini,
11,1558,Liberal,33,Female,is-not-biased,85,gpt-4o-mini,
25,362,Liberal,24,Male,is-not-biased,85,gpt-4o-mini,
7,36,Conservative,40,Male,is-biased,75,gpt-4o-mini,
1,866,Liberal,31,Male,is-biased,85,gpt-4o-mini,
114,1433,Independent,37,Female,is-not-biased,85,gpt-4o-mini,
171,361,Independent,31,Male,is-not-biased,85,gpt-4o-mini,
116,1999,Liberal,36,Female,is-not-biased,85,gpt-4o-mini,
71,1622,Independent,25,Female,is-biased,75,gpt-4o-mini,
229,1559,Liberal,28,Male,is-biased,75,gpt-4o-mini,
230,37,Liberal,32,Male,is-not-biased,85,gpt-4o-mini,
122,363,Independent,34,Female,is-not-biased,85,gpt-4o-mini,
155,1429,Conservative,32,Male,is-not-biased,85,gpt-4o-mini,
259,2000,Conservative,48,Female,is-biased,85,gpt-4o-mini,
182,1560,Conservative,29,Male,is-biased,75,gpt-4o-mini,
112,1434,Conservative,25,Male,is-not-biased,85,gpt-4o-mini,
119,1623,Liberal,29,Male,is-not-biased,85,gpt-4o-mini,
110,2001,Conservative,28,Male,is-biased,75,gpt-4o-mini,
98,38,Conservative,25,Female,is-not-biased,85,gpt-4o-mini,
220,868,Conservative,63,Female,is-not-biased,85,gpt-4o-mini,
114,364,Liberal,21,Female,is-not-biased,85,gpt-4o-mini,
75,1621,Liberal,48,Female,is-not-biased,85,gpt-4o-mini,
236,1561,Liberal,37,Male,is-not-biased,85,gpt-4o-mini,
33,867,Liberal,38,Female,is-not-biased,85,gpt-4o-mini,
109,1435,Conservative,47,Male,is-biased,75,gpt-4o-mini,
128,1624,Liberal,39,Female,is-not-biased,85,gpt-4o-mini,
265,2002,Conservative,36,Male,is-biased,85,gpt-4o-mini,
152,39,Independent,55,Female,is-biased,75,gpt-4o-mini,
101,365,Conservative,47,Male,is-not-biased,85,gpt-4o-mini,
127,869,Liberal,50,Female,is-not-biased,85,gpt-4o-mini,
159,1436,Independent,36,Male,is-biased,75,gpt-4o-mini,
130,1562,Conservative,41,Female,is-biased,75,gpt-4o-mini,
148,1428,Independent,41,Male,is-not-biased,85,gpt-4o-mini,
123,1625,Conservative,66,Female,is-biased,75,gpt-4o-mini,
262,40,Independent,32,Female,is-not-biased,85,gpt-4o-mini,
260,1626,Liberal,31,Female,is-biased,75,gpt-4o-mini,
40,366,Liberal,26,Female,is-not-biased,85,gpt-4o-mini,
169,870,Liberal,66,Female,is-biased,75,gpt-4o-mini,
136,1563,Liberal,44,Female,is-not-biased,85,gpt-4o-mini,
193,2004,Other,31,Male,is-not-biased,85,gpt-4o-mini,
94,1437,Liberal,48,Male,is-not-biased,85,gpt-4o-mini,
115,1879,Independent,25,Male,is-not-biased,85,gpt-4o-mini,
116,1881,Conservative,72,Female,is-not-biased,85,gpt-4o-mini,
61,1884,Conservative,53,Female,is-not-biased,75,gpt-4o-mini,
110,1882,Liberal,30,Female,is-not-biased,85,gpt-4o-mini,
114,1885,Conservative,34,Female,is-biased,75,gpt-4o-mini,
114,1880,Liberal,56,Male,is-not-biased,85,gpt-4o-mini,
211,1883,Independent,28,Female,is-not-biased,85,gpt-4o-mini,
50,2003,Liberal,25,Female,is-biased,85,gpt-4o-mini,
54,1886,Conservative,45,Female,is-biased,75,gpt-4o-mini,
0,1888,Conservative,48,Female,is-not-biased,85,gpt-4o-mini,
35,1887,Independent,29,Male,is-not-biased,85,gpt-4o-mini,
58,1891,Liberal,25,Female,is-not-biased,85,gpt-4o-mini,
50,1893,Independent,28,Other,is-biased,75,gpt-4o-mini,
268,1889,Independent,41,Female,is-not-biased,85,gpt-4o-mini,
113,1890,Liberal,50,Male,is-not-biased,85,gpt-4o-mini,
205,1892,Independent,35,Male,is-not-biased,85,gpt-4o-mini,
193,1894,Independent,43,Male,is-not-biased,85,gpt-4o-mini,
62,1895,Conservative,37,Female,is-biased,75,gpt-4o-mini,
112,1896,Liberal,53,Female,is-not-biased,85,gpt-4o-mini,
157,0,Conservative,27,Female,is-biased,75,gpt-4o-mini,
268,1897,Liberal,41,Male,is-not-biased,85,gpt-4o-mini,
59,1899,Liberal,25,Female,is-not-biased,85,gpt-4o-mini,
115,1898,Independent,38,Male,is-not-biased,85,gpt-4o-mini,
112,1900,Liberal,36,Female,is-not-biased,85,gpt-4o-mini,
115,1901,Liberal,26,Female,is-not-biased,85,gpt-4o-mini,
69,107,Independent,32,Female,is-not-biased,85,gpt-4o-mini,
111,1905,Other,30,Female,is-biased,75,gpt-4o-mini,
268,1903,Liberal,56,Male,is-biased,75,gpt-4o-mini,
112,1907,Other,30,Female,is-not-biased,85,gpt-4o-mini,
112,1902,Independent,38,Male,is-not-biased,85,gpt-4o-mini,
205,1906,Liberal,53,Female,is-not-biased,85,gpt-4o-mini,
114,1904,Conservative,67,Male,is-biased,75,gpt-4o-mini,
2,1911,Other,56,Female,is-not-biased,85,gpt-4o-mini,
50,1908,Liberal,53,Male,is-biased,85,gpt-4o-mini,
116,1910,Independent,43,Female,is-not-biased,85,gpt-4o-mini,
193,1913,Conservative,50,Male,is-not-biased,85,gpt-4o-mini,
112,1909,Liberal,58,Male,is-not-biased,85,gpt-4o-mini,
58,1912,Liberal,47,Male,is-not-biased,85,gpt-4o-mini,
13,109,Independent,51,Male,is-not-biased,85,gpt-4o-mini,
222,1914,Liberal,28,Female,is-not-biased,85,gpt-4o-mini,
193,1915,Independent,33,Female,is-not-biased,85,gpt-4o-mini,
123,103,Liberal,30,Male,is-not-biased,85,gpt-4o-mini,
136,100,Liberal,44,Male,is-not-biased,85,gpt-4o-mini,
7,110,Conservative,34,Male,is-biased,75,gpt-4o-mini,
187,106,Liberal,25,Female,is-not-biased,85,gpt-4o-mini,
111,1917,Conservative,28,Female,is-biased,85,gpt-4o-mini,
193,1918,Independent,28,Female,is-not-biased,85,gpt-4o-mini,
157,102,Conservative,59,Male,is-biased,75,gpt-4o-mini,
112,1919,Liberal,41,Male,is-not-biased,85,gpt-4o-mini,
57,1920,Liberal,26,Female,is-not-biased,85,gpt-4o-mini,
2,104,Independent,47,Male,is-not-biased,85,gpt-4o-mini,
221,99,Independent,44,Male,is-not-biased,85,gpt-4o-mini,
128,108,Conservative,36,Male,is-not-biased,85,gpt-4o-mini,
265,1922,Independent,57,Female,is-biased,75,gpt-4o-mini,
59,1916,Liberal,37,Male,is-not-biased,85,gpt-4o-mini,
195,1923,Liberal,32,Male,is-not-biased,85,gpt-4o-mini,
59,105,Conservative,32,Female,is-biased,75,gpt-4o-mini,
106,101,Liberal,30,Female,is-not-biased,85,gpt-4o-mini,
58,1924,Liberal,49,Male,is-not-biased,85,gpt-4o-mini,
116,1927,Independent,27,Male,is-not-biased,85,gpt-4o-mini,
193,1928,Liberal,22,Male,is-not-biased,85,gpt-4o-mini,
111,1926,Liberal,36,Female,is-biased,85,gpt-4o-mini,
62,1929,Liberal,64,Female,is-not-biased,85,gpt-4o-mini,
115,1925,Liberal,27,Male,is-not-biased,85,gpt-4o-mini,
268,1921,Independent,22,Male,is-not-biased,85,gpt-4o-mini,
19,1930,Conservative,32,Male,is-not-biased,85,gpt-4o-mini,
27,1931,Liberal,35,Male,is-biased,75,gpt-4o-mini,
215,1932,Liberal,30,Female,is-not-biased,85,gpt-4o-mini,
195,1936,Conservative,35,Female,is-not-biased,85,gpt-4o-mini,
268,1934,Liberal,56,Female,is-not-biased,85,gpt-4o-mini,
110,1935,Liberal,36,Female,is-not-biased,85,gpt-4o-mini,
62,1938,Independent,52,Male,is-not-biased,85,gpt-4o-mini,
16,1937,Liberal,31,Female,is-not-biased,85,gpt-4o-mini,
28,1939,Liberal,36,Female,is-not-biased,85,gpt-4o-mini,
113,1940,Independent,25,Female,is-not-biased,85,gpt-4o-mini,
133,1186,Conservative,25,Female,is-biased,75,gpt-4o-mini,
211,1941,Liberal,36,Male,is-not-biased,85,gpt-4o-mini,
110,1933,Independent,35,Male,is-not-biased,85,gpt-4o-mini,
215,2005,Liberal,37,Female,is-not-biased,85,gpt-4o-mini,
110,1690,Liberal,25,Female,is-not-biased,85,gpt-4o-mini,
210,1060,Conservative,69,Female,is-not-biased,85,gpt-4o-mini,
11,620,Conservative,52,Male,is-biased,75,gpt-4o-mini,
127,1187,Independent,18,Male,is-not-biased,85,gpt-4o-mini,
41,934,Liberal,37,Male,is-not-biased,85,gpt-4o-mini,
166,935,Liberal,35,Male,is-not-biased,85,gpt-4o-mini,
276,2006,Liberal,25,Female,is-not-biased,85,gpt-4o-mini,
205,1691,Independent,57,Female,is-not-biased,85,gpt-4o-mini,
147,1061,Independent,42,Male,is-not-biased,85,gpt-4o-mini,
156,1188,Conservative,34,Female,is-not-biased,85,gpt-4o-mini,
148,619,Conservative,33,Male,is-not-biased,85,gpt-4o-mini,
237,1062,Conservative,58,Male,is-biased,75,gpt-4o-mini,
90,936,Conservative,46,Male,is-not-biased,75,gpt-4o-mini,
211,1692,Independent,23,Male,is-not-biased,85,gpt-4o-mini,
41,2007,Liberal,40,Male,is-not-biased,85,gpt-4o-mini,
259,622,Conservative,23,Male,is-biased,85,gpt-4o-mini,
6,1189,Liberal,55,Female,is-not-biased,85,gpt-4o-mini,
60,937,Independent,45,Male,is-not-biased,85,gpt-4o-mini,
152,1063,Liberal,67,Female,is-biased,85,gpt-4o-mini,
168,938,Independent,25,Female,is-not-biased,85,gpt-4o-mini,
110,1693,Liberal,66,Female,is-not-biased,85,gpt-4o-mini,
193,2008,Liberal,36,Female,is-not-biased,85,gpt-4o-mini,
105,623,Conservative,31,Male,is-not-biased,85,gpt-4o-mini,
150,621,Liberal,45,Male,is-not-biased,85,gpt-4o-mini,
22,1064,Conservative,28,Male,is-not-biased,85,gpt-4o-mini,
31,1190,Other,32,Female,is-not-biased,85,gpt-4o-mini,
114,1694,Independent,21,Male,is-not-biased,85,gpt-4o-mini,
113,2009,Liberal,56,Male,is-not-biased,85,gpt-4o-mini,
166,1191,Conservative,32,Male,is-not-biased,85,gpt-4o-mini,
60,939,Liberal,36,Female,is-not-biased,85,gpt-4o-mini,
40,1065,Independent,41,Female,is-not-biased,85,gpt-4o-mini,
193,2010,Independent,59,Male,is-not-biased,85,gpt-4o-mini,
86,624,Conservative,39,Male,is-not-biased,85,gpt-4o-mini,
192,1695,Independent,70,Female,is-not-biased,85,gpt-4o-mini,
194,625,Independent,42,Male,is-not-biased,85,gpt-4o-mini,
60,1066,Liberal,62,Female,is-not-biased,85,gpt-4o-mini,
114,940,Conservative,23,Male,is-biased,75,gpt-4o-mini,
168,1192,Independent,25,Female,is-not-biased,85,gpt-4o-mini,
265,1696,Liberal,27,Female,is-biased,85,gpt-4o-mini,
48,2011,Liberal,38,Male,is-not-biased,85,gpt-4o-mini,
142,941,Liberal,51,Male,is-not-biased,85,gpt-4o-mini,
48,626,Liberal,43,Female,is-not-biased,85,gpt-4o-mini,
229,1067,Independent,56,Female,is-not-biased,85,gpt-4o-mini,
192,1697,Liberal,48,Female,is-biased,75,gpt-4o-mini,
76,627,Liberal,32,Male,is-not-biased,85,gpt-4o-mini,
212,2012,Other,40,Male,is-not-biased,85,gpt-4o-mini,
230,1068,Conservative,47,Female,is-not-biased,85,gpt-4o-mini,
234,942,Liberal,38,Male,is-not-biased,85,gpt-4o-mini,
145,1194,Conservative,32,Male,is-biased,85,gpt-4o-mini,
1,628,Liberal,30,Female,is-biased,85,gpt-4o-mini,
214,943,Independent,43,Male,is-biased,75,gpt-4o-mini,
110,2013,Liberal,55,Male,is-not-biased,85,gpt-4o-mini,
211,1698,Independent,25,Female,is-not-biased,85,gpt-4o-mini,
16,1195,Conservative,25,Male,is-not-biased,85,gpt-4o-mini,
50,1699,Liberal,22,Female,is-biased,85,gpt-4o-mini,
86,1069,Conservative,24,Male,is-not-biased,85,gpt-4o-mini,
268,2014,Liberal,37,Male,is-not-biased,85,gpt-4o-mini,
210,1070,Independent,39,Male,is-not-biased,85,gpt-4o-mini,
114,1196,Independent,24,Male,is-not-biased,85,gpt-4o-mini,
166,944,Liberal,50,Male,is-not-biased,85,gpt-4o-mini,
93,629,Conservative,30,Male,is-not-biased,75,gpt-4o-mini,
265,2015,Liberal,42,Male,is-biased,85,gpt-4o-mini,
253,945,Conservative,38,Male,is-not-biased,85,gpt-4o-mini,
197,1197,Liberal,25,Female,is-biased,85,gpt-4o-mini,
110,1700,Independent,36,Male,is-not-biased,85,gpt-4o-mini,
259,2016,Independent,34,Male,is-biased,75,gpt-4o-mini,
58,1701,Liberal,default,Female,is-not-biased,85,gpt-4o-mini,
112,630,Independent,49,Female,is-not-biased,85,gpt-4o-mini,
40,1071,Conservative,59,Male,is-not-biased,85,gpt-4o-mini,
175,1072,Liberal,53,Male,is-not-biased,85,gpt-4o-mini,
105,631,Liberal,43,Male,is-not-biased,85,gpt-4o-mini,
158,946,Conservative,40,Male,is-not-biased,85,gpt-4o-mini,
212,2017,Conservative,53,Female,is-not-biased,85,gpt-4o-mini,
157,1198,Liberal,47,Male,is-biased,85,gpt-4o-mini,
217,632,Independent,44,Male,is-biased,75,gpt-4o-mini,
9,1199,Conservative,35,Female,is-not-biased,85,gpt-4o-mini,
112,1702,Independent,44,Male,is-not-biased,85,gpt-4o-mini,
289,1073,Conservative,42,Male,is-not-biased,85,gpt-4o-mini,
71,947,Conservative,45,Male,is-biased,85,gpt-4o-mini,
193,1703,Conservative,34,Male,is-not-biased,85,gpt-4o-mini,
61,2018,Independent,29,Female,is-not-biased,85,gpt-4o-mini,
194,633,Liberal,44,Male,is-not-biased,85,gpt-4o-mini,
21,1200,Liberal,29,Male,is-not-biased,85,gpt-4o-mini,
49,948,Liberal,25,Male,is-not-biased,85,gpt-4o-mini,
50,2019,Independent,35,Male,is-biased,75,gpt-4o-mini,
111,1704,Liberal,25,Male,is-biased,85,gpt-4o-mini,
22,634,Conservative,42,Male,is-not-biased,85,gpt-4o-mini,
279,1201,Liberal,37,Female,is-not-biased,85,gpt-4o-mini,
63,949,Liberal,34,Male,is-biased,85,gpt-4o-mini,
95,1075,Other,49,Female,is-not-biased,85,gpt-4o-mini,
148,1074,Liberal,57,Female,is-not-biased,85,gpt-4o-mini,
48,1705,Liberal,30,Female,is-not-biased,85,gpt-4o-mini,
159,635,Conservative,26,Male,is-biased,85,gpt-4o-mini,
147,1076,Conservative,47,Female,is-not-biased,85,gpt-4o-mini,
7,1202,Independent,25,Male,is-not-biased,85,gpt-4o-mini,
238,2020,Liberal,64,Female,is-not-biased,85,gpt-4o-mini,
116,1706,Independent,33,Male,is-not-biased,85,gpt-4o-mini,
50,2021,Independent,47,Male,is-biased,75,gpt-4o-mini,
142,950,Liberal,23,Female,is-not-biased,85,gpt-4o-mini,
203,1203,Conservative,31,Male,is-not-biased,85,gpt-4o-mini,
142,636,Other,23,Female,is-not-biased,85,gpt-4o-mini,
134,1077,Conservative,35,Male,is-biased,85,gpt-4o-mini,
88,951,Conservative,32,Male,is-not-biased,85,gpt-4o-mini,
195,1707,Liberal,43,Female,is-not-biased,85,gpt-4o-mini,
52,2022,Conservative,46,Female,is-not-biased,85,gpt-4o-mini,
201,1078,Liberal,30,Male,is-not-biased,85,gpt-4o-mini,
121,637,Conservative,41,Male,is-not-biased,85,gpt-4o-mini,
59,1708,Conservative,37,Female,is-biased,75,gpt-4o-mini,
268,2023,Conservative,36,Male,is-not-biased,85,gpt-4o-mini,
133,952,Conservative,55,Male,is-biased,75,gpt-4o-mini,
169,1204,Liberal,30,Male,is-biased,75,gpt-4o-mini,
54,1205,Liberal,48,Female,is-not-biased,85,gpt-4o-mini,
250,1193,Liberal,54,Female,is-not-biased,85,gpt-4o-mini,
116,1079,Conservative,30,Female,is-not-biased,85,gpt-4o-mini,
105,953,Liberal,31,Male,is-not-biased,85,gpt-4o-mini,
111,1709,Other,43,Male,is-biased,75,gpt-4o-mini,
109,638,Independent,68,Female,is-not-biased,85,gpt-4o-mini,
90,1080,Independent,47,Female,is-biased,75,gpt-4o-mini,
59,2024,Other,30,Female,is-not-biased,85,gpt-4o-mini,
252,1206,Liberal,32,Male,is-biased,75,gpt-4o-mini,
60,954,Independent,33,Male,is-not-biased,85,gpt-4o-mini,
150,639,Independent,23,Male,is-not-biased,85,gpt-4o-mini,
116,1710,Liberal,30,Male,is-not-biased,85,gpt-4o-mini,
17,1081,Liberal,30,Female,is-not-biased,85,gpt-4o-mini,
207,1207,Liberal,36,Female,is-biased,85,gpt-4o-mini,
114,2025,Other,26,Female,is-not-biased,85,gpt-4o-mini,
195,1711,Liberal,43,Female,is-not-biased,85,gpt-4o-mini,
118,955,Conservative,31,Female,is-biased,75,gpt-4o-mini,
172,640,Independent,30,Female,is-not-biased,85,gpt-4o-mini,
125,641,Conservative,47,Female,is-not-biased,85,gpt-4o-mini,
129,1208,Liberal,61,Female,is-not-biased,85,gpt-4o-mini,
61,2026,Liberal,35,Male,is-biased,75,gpt-4o-mini,
233,956,Liberal,27,Male,is-not-biased,85,gpt-4o-mini,
157,1082,Liberal,40,Female,is-biased,75,gpt-4o-mini,
50,1712,Liberal,42,Male,is-biased,85,gpt-4o-mini,
193,2027,Independent,44,Male,is-not-biased,85,gpt-4o-mini,
133,1209,Liberal,48,Female,is-not-biased,85,gpt-4o-mini,
141,1083,Conservative,32,Female,is-biased,75,gpt-4o-mini,
153,642,Liberal,48,Male,is-not-biased,85,gpt-4o-mini,
76,957,Independent,28,Female,is-not-biased,85,gpt-4o-mini,
205,1713,Liberal,30,Male,is-not-biased,85,gpt-4o-mini,
