article_id,index,politics,llm_assessment,llm_confidence,llm_model,llm_error
235,299,Liberal,is-not-biased,80,llama4:scout,
142,1055,Conservative,is-biased,70,llama4:scout,
71,1622,Independent,is-biased,80,llama4:scout,
144,488,Conservative,is-not-biased,90,llama4:scout,
16,300,Liberal,is-not-biased,90,llama4:scout,
45,489,Liberal,is-not-biased,80,llama4:scout,
208,1056,Conservative,is-not-biased,80,llama4:scout,
119,1623,Liberal,is-not-biased,80,llama4:scout,
262,1057,Liberal,is-not-biased,80,llama4:scout,
128,1624,Liberal,is-not-biased,90,llama4:scout,
166,490,Conservative,is-biased,70,llama4:scout,
36,301,Liberal,is-biased,70,llama4:scout,
165,491,Conservative,is-biased,80,llama4:scout,
128,302,Conservative,is-not-biased,90,llama4:scout,
59,1058,Conservative,is-biased,80,llama4:scout,
123,1625,Conservative,is-not-biased,80,llama4:scout,
161,492,Liberal,is-not-biased,80,llama4:scout,
263,303,Conservative,is-not-biased,80,llama4:scout,
260,1626,Liberal,is-biased,80,llama4:scout,
110,1059,Independent,is-biased,70,llama4:scout,
100,808,Independent,is-not-biased,80,llama4:scout,
25,556,Conservative,is-biased,70,llama4:scout,
41,934,Liberal,is-not-biased,80,llama4:scout,
171,178,Independent,is-not-biased,80,llama4:scout,
215,2005,Liberal,is-not-biased,80,llama4:scout,
119,1627,Liberal,is-not-biased,80,llama4:scout,
133,1186,Conservative,is-biased,70,llama4:scout,
114,179,Liberal,is-biased,80,llama4:scout,
274,557,Conservative,is-not-biased,80,llama4:scout,
127,1187,Independent,is-not-biased,90,llama4:scout,
166,935,Liberal,is-biased,70,llama4:scout,
116,809,Liberal,is-biased,80,llama4:scout,
119,1628,Liberal,is-not-biased,80,llama4:scout,
174,180,Conservative,is-biased,70,llama4:scout,
276,2006,Liberal,is-not-biased,90,llama4:scout,
100,558,Liberal,is-not-biased,80,llama4:scout,
123,810,Independent,is-not-biased,80,llama4:scout,
90,936,Conservative,is-biased,80,llama4:scout,
65,1629,Conservative,is-biased,80,llama4:scout,
41,2007,Liberal,is-not-biased,80,llama4:scout,
210,181,Liberal,is-not-biased,80,llama4:scout,
156,1188,Conservative,is-not-biased,80,llama4:scout,
188,811,Independent,is-biased,80,llama4:scout,
60,937,Independent,is-biased,70,llama4:scout,
6,1189,Liberal,is-biased,80,llama4:scout,
76,1630,Independent,is-not-biased,90,llama4:scout,
131,559,Independent,is-biased,80,llama4:scout,
193,2008,Liberal,is-not-biased,80,llama4:scout,
196,560,Conservative,is-biased,80,llama4:scout,
90,812,Liberal,is-biased,80,llama4:scout,
111,182,Liberal,is-biased,90,llama4:scout,
168,938,Independent,is-biased,70,llama4:scout,
63,1631,Liberal,is-not-biased,80,llama4:scout,
31,1190,Other,is-not-biased,90,llama4:scout,
113,2009,Liberal,is-biased,70,llama4:scout,
155,561,Independent,is-not-biased,100,llama4:scout,
267,813,Conservative,is-not-biased,90,llama4:scout,
60,939,Liberal,is-biased,80,llama4:scout,
10,183,Conservative,is-not-biased,80,llama4:scout,
262,1632,Liberal,is-not-biased,80,llama4:scout,
193,2010,Independent,is-not-biased,90,llama4:scout,
166,1191,Conservative,is-biased,70,llama4:scout,
118,184,Liberal,is-not-biased,80,llama4:scout,
82,814,Liberal,is-biased,80,llama4:scout,
103,562,Conservative,is-not-biased,90,llama4:scout,
114,940,Conservative,is-not-biased,80,llama4:scout,
48,2011,Liberal,is-not-biased,80,llama4:scout,
121,1633,Other,is-not-biased,90,llama4:scout,
168,1192,Independent,is-biased,70,llama4:scout,
159,185,Liberal,is-not-biased,80,llama4:scout,
253,563,Other,is-biased,80,llama4:scout,
7,815,Independent,is-biased,60,llama4:scout,
250,1193,Liberal,is-not-biased,80,llama4:scout,
142,941,Liberal,is-biased,70,llama4:scout,
212,2012,Other,is-biased,80,llama4:scout,
126,1634,Conservative,is-not-biased,90,llama4:scout,
33,186,Liberal,is-not-biased,90,llama4:scout,
71,564,Conservative,is-biased,80,llama4:scout,
103,816,Conservative,is-not-biased,90,llama4:scout,
234,942,Liberal,is-not-biased,90,llama4:scout,
145,1194,Conservative,is-biased,80,llama4:scout,
72,1635,Liberal,is-not-biased,80,llama4:scout,
286,187,Conservative,is-not-biased,90,llama4:scout,
169,565,Conservative,is-biased,80,llama4:scout,
110,2013,Liberal,is-biased,80,llama4:scout,
214,943,Independent,is-biased,70,llama4:scout,
16,1195,Conservative,is-not-biased,90,llama4:scout,
123,1636,Liberal,is-not-biased,80,llama4:scout,
3,817,Liberal,is-not-biased,90,llama4:scout,
268,2014,Liberal,is-biased,80,llama4:scout,
22,188,Liberal,is-not-biased,90,llama4:scout,
102,566,Conservative,is-biased,80,llama4:scout,
101,818,Conservative,is-not-biased,90,llama4:scout,
127,1637,Independent,is-not-biased,90,llama4:scout,
114,1196,Independent,is-not-biased,90,llama4:scout,
166,944,Liberal,is-biased,70,llama4:scout,
265,2015,Liberal,is-biased,80,llama4:scout,
101,567,Liberal,is-not-biased,90,llama4:scout,
136,189,Conservative,is-not-biased,80,llama4:scout,
253,945,Conservative,is-biased,80,llama4:scout,
112,819,Conservative,is-biased,80,llama4:scout,
197,1197,Liberal,is-biased,80,llama4:scout,
286,1638,Conservative,is-not-biased,90,llama4:scout,
259,2016,Independent,is-biased,80,llama4:scout,
157,1198,Liberal,is-biased,70,llama4:scout,
235,190,Conservative,is-not-biased,80,llama4:scout,
169,568,Independent,is-biased,70,llama4:scout,
158,946,Conservative,is-not-biased,90,llama4:scout,
150,820,Liberal,is-biased,90,llama4:scout,
212,2017,Conservative,is-biased,80,llama4:scout,
32,1639,Conservative,is-not-biased,90,llama4:scout,
252,191,Conservative,is-biased,80,llama4:scout,
126,569,Conservative,is-not-biased,90,llama4:scout,
9,1199,Conservative,is-not-biased,80,llama4:scout,
152,821,Liberal,is-biased,80,llama4:scout,
71,947,Conservative,is-biased,80,llama4:scout,
119,1640,Liberal,is-not-biased,80,llama4:scout,
61,2018,Independent,is-biased,70,llama4:scout,
71,192,Liberal,is-biased,80,llama4:scout,
154,570,Liberal,is-not-biased,80,llama4:scout,
21,1200,Liberal,is-not-biased,80,llama4:scout,
49,948,Liberal,is-not-biased,80,llama4:scout,
50,2019,Independent,is-biased,80,llama4:scout,
121,1641,Conservative,is-not-biased,80,llama4:scout,
265,822,Conservative,is-biased,80,llama4:scout,
279,1201,Liberal,is-biased,70,llama4:scout,
182,193,Conservative,is-biased,80,llama4:scout,
36,571,Conservative,is-not-biased,90,llama4:scout,
159,823,Independent,is-not-biased,80,llama4:scout,
63,949,Liberal,is-not-biased,80,llama4:scout,
70,1642,Conservative,is-not-biased,80,llama4:scout,
238,2020,Liberal,is-not-biased,90,llama4:scout,
7,1202,Independent,is-biased,60,llama4:scout,
267,194,Conservative,is-not-biased,90,llama4:scout,
121,572,Liberal,is-not-biased,80,llama4:scout,
184,824,Conservative,is-not-biased,90,llama4:scout,
50,2021,Independent,is-biased,80,llama4:scout,
142,950,Liberal,is-biased,70,llama4:scout,
203,1203,Conservative,is-not-biased,100,llama4:scout,
4,1643,Independent,is-not-biased,80,llama4:scout,
87,195,Independent,is-not-biased,80,llama4:scout,
142,573,Conservative,is-biased,70,llama4:scout,
100,825,Liberal,is-not-biased,80,llama4:scout,
76,1644,Liberal,is-not-biased,80,llama4:scout,
52,2022,Conservative,is-not-biased,80,llama4:scout,
169,1204,Liberal,is-biased,80,llama4:scout,
88,951,Conservative,is-biased,70,llama4:scout,
136,196,Conservative,is-not-biased,80,llama4:scout,
160,574,Liberal,is-not-biased,80,llama4:scout,
7,826,Liberal,is-biased,80,llama4:scout,
133,952,Conservative,is-biased,70,llama4:scout,
268,2023,Conservative,is-biased,80,llama4:scout,
15,1645,Liberal,is-not-biased,90,llama4:scout,
54,1205,Liberal,is-not-biased,80,llama4:scout,
145,827,Conservative,is-biased,80,llama4:scout,
157,575,Conservative,is-biased,70,llama4:scout,
105,953,Liberal,is-not-biased,90,llama4:scout,
20,197,Conservative,is-biased,70,llama4:scout,
252,1206,Liberal,is-biased,70,llama4:scout,
124,1646,Conservative,is-not-biased,90,llama4:scout,
59,2024,Other,is-biased,80,llama4:scout,
111,198,Liberal,is-biased,90,llama4:scout,
60,954,Independent,is-not-biased,90,llama4:scout,
288,1647,Conservative,is-biased,80,llama4:scout,
104,576,Independent,is-not-biased,90,llama4:scout,
191,828,Conservative,is-biased,80,llama4:scout,
114,2025,Other,is-not-biased,90,llama4:scout,
207,1207,Liberal,is-biased,80,llama4:scout,
65,199,Other,is-biased,80,llama4:scout,
272,577,Independent,is-not-biased,80,llama4:scout,
76,829,Conservative,is-not-biased,80,llama4:scout,
118,955,Conservative,is-not-biased,80,llama4:scout,
126,1648,Liberal,is-not-biased,90,llama4:scout,
129,1208,Liberal,is-not-biased,80,llama4:scout,
266,200,Liberal,is-not-biased,80,llama4:scout,
101,578,Conservative,is-not-biased,90,llama4:scout,
61,2026,Liberal,is-biased,70,llama4:scout,
254,830,Liberal,is-not-biased,80,llama4:scout,
233,956,Liberal,is-biased,80,llama4:scout,
214,1649,Conservative,is-biased,80,llama4:scout,
193,2027,Independent,is-not-biased,90,llama4:scout,
93,201,Conservative,is-not-biased,80,llama4:scout,
90,831,Liberal,is-biased,80,llama4:scout,
133,1209,Liberal,is-not-biased,80,llama4:scout,
76,957,Independent,is-not-biased,90,llama4:scout,
128,1650,Liberal,is-not-biased,90,llama4:scout,
64,579,Independent,is-biased,70,llama4:scout,
113,2028,Liberal,is-biased,70,llama4:scout,
140,202,Conservative,is-biased,80,llama4:scout,
105,832,Conservative,is-not-biased,90,llama4:scout,
166,1210,Conservative,is-biased,70,llama4:scout,
110,580,Independent,is-biased,70,llama4:scout,
105,958,Liberal,is-not-biased,90,llama4:scout,
243,1651,Conservative,is-not-biased,90,llama4:scout,
60,2029,Liberal,is-biased,80,llama4:scout,
74,1211,Conservative,is-not-biased,80,llama4:scout,
286,833,Independent,is-not-biased,95,llama4:scout,
162,959,Conservative,is-not-biased,80,llama4:scout,
20,203,Independent,is-biased,60,llama4:scout,
52,2030,Liberal,is-biased,80,llama4:scout,
126,1652,Independent,is-not-biased,90,llama4:scout,
168,581,Independent,is-biased,70,llama4:scout,
266,1212,Conservative,is-not-biased,80,llama4:scout,
106,204,Conservative,is-not-biased,80,llama4:scout,
180,834,Liberal,is-not-biased,80,llama4:scout,
118,582,Conservative,is-not-biased,80,llama4:scout,
213,1653,Liberal,is-not-biased,80,llama4:scout,
274,960,Conservative,is-not-biased,80,llama4:scout,
116,2031,Conservative,is-biased,80,llama4:scout,
133,1213,Conservative,is-biased,70,llama4:scout,
242,205,Independent,is-not-biased,90,llama4:scout,
167,583,Liberal,is-not-biased,80,llama4:scout,
227,835,Conservative,is-not-biased,90,llama4:scout,
114,961,Liberal,is-biased,80,llama4:scout,
288,1654,Liberal,is-biased,80,llama4:scout,
16,2032,Liberal,is-not-biased,90,llama4:scout,
167,1214,Liberal,is-not-biased,80,llama4:scout,
169,206,Conservative,is-biased,80,llama4:scout,
8,584,Liberal,is-not-biased,80,llama4:scout,
109,836,Conservative,is-not-biased,80,llama4:scout,
80,962,Liberal,is-biased,70,llama4:scout,
34,1655,Liberal,is-not-biased,80,llama4:scout,
211,2033,Liberal,is-biased,80,llama4:scout,
100,1215,Conservative,is-not-biased,80,llama4:scout,
100,207,Liberal,is-not-biased,80,llama4:scout,
260,837,Independent,is-not-biased,80,llama4:scout,
160,585,Other,is-biased,80,llama4:scout,
71,1656,Conservative,is-biased,80,llama4:scout,
229,1216,Liberal,is-not-biased,80,llama4:scout,
139,963,Conservative,is-biased,80,llama4:scout,
7,208,Liberal,is-biased,70,llama4:scout,
111,2034,Liberal,is-biased,90,llama4:scout,
72,838,Liberal,is-not-biased,90,llama4:scout,
127,1657,Liberal,is-not-biased,90,llama4:scout,
44,964,Conservative,is-biased,80,llama4:scout,
20,586,Conservative,is-biased,70,llama4:scout,
167,1217,Conservative,is-biased,80,llama4:scout,
110,2035,Liberal,is-biased,80,llama4:scout,
69,209,Liberal,is-biased,80,llama4:scout,
136,839,Liberal,is-not-biased,80,llama4:scout,
111,587,Liberal,is-biased,90,llama4:scout,
171,965,Liberal,is-not-biased,80,llama4:scout,
73,1658,Conservative,is-not-biased,80,llama4:scout,
215,2036,Liberal,is-not-biased,80,llama4:scout,
261,840,Liberal,is-not-biased,80,llama4:scout,
149,210,Liberal,is-not-biased,90,llama4:scout,
93,966,Liberal,is-not-biased,80,llama4:scout,
138,588,Conservative,is-biased,80,llama4:scout,
225,1218,Conservative,is-not-biased,90,llama4:scout,
126,1659,Liberal,is-not-biased,90,llama4:scout,
57,2037,Conservative,is-not-biased,90,llama4:scout,
29,211,Independent,is-biased,80,llama4:scout,
277,589,Liberal,is-not-biased,90,llama4:scout,
174,841,Conservative,is-biased,70,llama4:scout,
92,1219,Liberal,is-not-biased,80,llama4:scout,
248,1660,Conservative,is-biased,80,llama4:scout,
3,967,Conservative,is-not-biased,90,llama4:scout,
282,212,Conservative,is-not-biased,80,llama4:scout,
51,2038,Conservative,is-biased,80,llama4:scout,
175,842,Independent,is-not-biased,80,llama4:scout,
125,590,Independent,is-not-biased,80,llama4:scout,
140,968,Independent,is-not-biased,80,llama4:scout,
123,1220,Independent,is-not-biased,80,llama4:scout,
43,1661,Liberal,is-biased,80,llama4:scout,
50,2039,Independent,is-biased,80,llama4:scout,
169,213,Liberal,is-biased,80,llama4:scout,
71,591,Liberal,is-biased,80,llama4:scout,
33,843,Liberal,is-not-biased,80,llama4:scout,
71,969,Conservative,is-biased,80,llama4:scout,
185,1221,Liberal,is-not-biased,80,llama4:scout,
76,1662,Liberal,is-not-biased,80,llama4:scout,
105,214,Independent,is-not-biased,90,llama4:scout,
16,2040,Liberal,is-not-biased,90,llama4:scout,
94,844,Conservative,is-not-biased,80,llama4:scout,
90,1222,Liberal,is-biased,80,llama4:scout,
2,970,Conservative,is-not-biased,80,llama4:scout,
150,592,Independent,is-not-biased,90,llama4:scout,
128,1663,Conservative,is-not-biased,90,llama4:scout,
140,1223,Independent,is-not-biased,80,llama4:scout,
114,2041,Conservative,is-not-biased,80,llama4:scout,
76,215,Conservative,is-not-biased,80,llama4:scout,
211,593,Conservative,is-biased,80,llama4:scout,
146,971,Conservative,is-not-biased,90,llama4:scout,
152,845,Liberal,is-biased,80,llama4:scout,
175,1664,Liberal,is-not-biased,80,llama4:scout,
154,216,Conservative,is-not-biased,80,llama4:scout,
233,594,Liberal,is-biased,80,llama4:scout,
110,2042,Conservative,is-biased,80,llama4:scout,
146,846,Liberal,is-not-biased,90,llama4:scout,
24,972,Conservative,is-not-biased,100,llama4:scout,
118,1665,Conservative,is-not-biased,80,llama4:scout,
265,1224,Conservative,is-biased,80,llama4:scout,
16,2043,Conservative,is-not-biased,90,llama4:scout,
182,595,Liberal,is-biased,80,llama4:scout,
20,217,Liberal,is-biased,70,llama4:scout,
160,847,Conservative,is-biased,80,llama4:scout,
100,973,Liberal,is-not-biased,80,llama4:scout,
98,1225,Liberal,is-not-biased,80,llama4:scout,
115,2044,Liberal,is-not-biased,90,llama4:scout,
101,1226,Conservative,is-not-biased,90,llama4:scout,
77,218,Liberal,is-not-biased,90,llama4:scout,
15,1666,Liberal,is-not-biased,90,llama4:scout,
25,596,Liberal,is-biased,70,llama4:scout,
157,848,Liberal,is-biased,70,llama4:scout,
11,974,Other,is-biased,80,llama4:scout,
245,2045,Conservative,is-biased,80,llama4:scout,
182,219,Independent,is-not-biased,80,llama4:scout,
125,1667,Independent,is-not-biased,80,llama4:scout,
277,597,Liberal,is-not-biased,80,llama4:scout,
277,849,Conservative,is-not-biased,90,llama4:scout,
240,975,Liberal,is-not-biased,90,llama4:scout,
144,1227,Conservative,is-not-biased,90,llama4:scout,
288,1668,Conservative,is-biased,80,llama4:scout,
114,2046,Liberal,is-biased,80,llama4:scout,
195,1228,Independent,is-not-biased,90,llama4:scout,
192,598,Liberal,is-biased,80,llama4:scout,
105,850,Conservative,is-not-biased,90,llama4:scout,
45,976,Liberal,is-not-biased,80,llama4:scout,
263,1669,Liberal,is-not-biased,80,llama4:scout,
168,220,Conservative,is-biased,70,llama4:scout,
195,2047,Independent,is-not-biased,90,llama4:scout,
152,221,Independent,is-biased,80,llama4:scout,
125,851,Conservative,is-biased,70,llama4:scout,
227,977,Conservative,is-not-biased,90,llama4:scout,
177,599,Independent,is-biased,70,llama4:scout,
128,1229,Independent,is-not-biased,90,llama4:scout,
70,1670,Independent,is-not-biased,90,llama4:scout,
90,222,Liberal,is-biased,80,llama4:scout,
281,600,Liberal,is-not-biased,90,llama4:scout,
80,978,Liberal,is-biased,80,llama4:scout,
12,2048,Liberal,is-not-biased,90,llama4:scout,
167,1230,Liberal,is-not-biased,80,llama4:scout,
51,852,Independent,is-not-biased,80,llama4:scout,
286,1671,Conservative,is-not-biased,90,llama4:scout,
62,2049,Liberal,is-not-biased,80,llama4:scout,
72,223,Conservative,is-not-biased,80,llama4:scout,
50,601,Liberal,is-biased,80,llama4:scout,
141,853,Independent,is-not-biased,80,llama4:scout,
161,1231,Liberal,is-not-biased,80,llama4:scout,
21,979,Conservative,is-not-biased,80,llama4:scout,
74,1672,Liberal,is-not-biased,80,llama4:scout,
192,2050,Liberal,is-biased,80,llama4:scout,
256,224,Liberal,is-biased,80,llama4:scout,
244,854,Liberal,is-biased,70,llama4:scout,
114,1232,Liberal,is-biased,80,llama4:scout,
228,602,Liberal,is-biased,80,llama4:scout,
119,1673,Conservative,is-not-biased,80,llama4:scout,
265,980,Conservative,is-biased,80,llama4:scout,
54,2051,Conservative,is-biased,80,llama4:scout,
167,225,Independent,is-not-biased,90,llama4:scout,
246,603,Liberal,is-not-biased,80,llama4:scout,
242,855,Other,is-not-biased,80,llama4:scout,
96,981,Other,is-biased,80,llama4:scout,
212,1233,Liberal,is-biased,80,llama4:scout,
122,1674,Conservative,is-biased,70,llama4:scout,
114,2052,Conservative,is-not-biased,80,llama4:scout,
123,226,Independent,is-not-biased,80,llama4:scout,
132,604,Other,is-biased,60,llama4:scout,
25,856,Liberal,is-biased,70,llama4:scout,
271,1234,Independent,is-not-biased,90,llama4:scout,
209,982,Conservative,is-biased,70,llama4:scout,
122,1675,Liberal,is-biased,70,llama4:scout,
97,227,Conservative,is-not-biased,80,llama4:scout,
208,605,Conservative,is-not-biased,80,llama4:scout,
112,2053,Liberal,is-biased,80,llama4:scout,
87,983,Conservative,is-biased,80,llama4:scout,
6,857,Conservative,is-biased,60,llama4:scout,
118,1676,Liberal,is-not-biased,80,llama4:scout,
211,2054,Liberal,is-biased,80,llama4:scout,
143,1235,Liberal,is-biased,80,llama4:scout,
111,228,Conservative,is-biased,80,llama4:scout,
22,606,Conservative,is-not-biased,80,llama4:scout,
152,858,Independent,is-biased,80,llama4:scout,
192,984,Independent,is-not-biased,80,llama4:scout,
144,1236,Conservative,is-not-biased,90,llama4:scout,
262,1677,Liberal,is-not-biased,80,llama4:scout,
265,2055,Liberal,is-biased,80,llama4:scout,
106,859,Conservative,is-not-biased,80,llama4:scout,
152,607,Liberal,is-biased,80,llama4:scout,
253,985,Liberal,is-biased,80,llama4:scout,
13,229,Liberal,is-not-biased,90,llama4:scout,
261,1237,Conservative,is-not-biased,90,llama4:scout,
193,2056,Liberal,is-not-biased,80,llama4:scout,
57,230,Liberal,is-not-biased,80,llama4:scout,
205,608,Conservative,is-not-biased,90,llama4:scout,
66,1678,Liberal,is-biased,70,llama4:scout,
227,860,Liberal,is-not-biased,90,llama4:scout,
115,986,Conservative,is-not-biased,90,llama4:scout,
246,1238,Liberal,is-not-biased,80,llama4:scout,
192,1679,Other,is-biased,80,llama4:scout,
111,2057,Independent,is-biased,80,llama4:scout,
115,231,Liberal,is-not-biased,90,llama4:scout,
180,609,Conservative,is-not-biased,80,llama4:scout,
262,861,Liberal,is-not-biased,80,llama4:scout,
82,987,Conservative,is-biased,80,llama4:scout,
268,1680,Liberal,is-biased,80,llama4:scout,
165,232,Liberal,is-biased,70,llama4:scout,
104,1239,Liberal,is-biased,80,llama4:scout,
147,610,Liberal,is-not-biased,80,llama4:scout,
116,2058,Liberal,is-biased,80,llama4:scout,
141,862,Conservative,is-not-biased,80,llama4:scout,
277,988,Liberal,is-not-biased,90,llama4:scout,
155,1240,Liberal,is-not-biased,90,llama4:scout,
245,2059,Liberal,is-biased,80,llama4:scout,
110,1681,Conservative,is-biased,80,llama4:scout,
271,233,Independent,is-not-biased,90,llama4:scout,
144,611,Liberal,is-not-biased,90,llama4:scout,
94,989,Conservative,is-not-biased,80,llama4:scout,
204,1241,Liberal,is-biased,80,llama4:scout,
278,1682,Conservative,is-biased,80,llama4:scout,
10,863,Independent,is-not-biased,90,llama4:scout,
28,2060,Conservative,is-not-biased,80,llama4:scout,
89,234,Independent,is-not-biased,80,llama4:scout,
98,612,Conservative,is-not-biased,80,llama4:scout,
266,864,Liberal,is-not-biased,80,llama4:scout,
203,990,Independent,is-not-biased,100,llama4:scout,
29,1242,Independent,is-biased,80,llama4:scout,
81,235,Liberal,is-not-biased,80,llama4:scout,
215,2061,Conservative,is-not-biased,80,llama4:scout,
144,613,Conservative,is-not-biased,90,llama4:scout,
242,865,Conservative,is-not-biased,80,llama4:scout,
51,1683,Conservative,is-biased,80,llama4:scout,
5,991,Conservative,is-not-biased,80,llama4:scout,
20,1243,Conservative,is-biased,70,llama4:scout,
204,236,Other,is-biased,80,llama4:scout,
19,1684,Independent,is-not-biased,90,llama4:scout,
114,2062,Liberal,is-biased,80,llama4:scout,
164,614,Liberal,is-not-biased,80,llama4:scout,
1,866,Liberal,is-biased,80,llama4:scout,
263,992,Independent,is-not-biased,80,llama4:scout,
141,1244,Liberal,is-not-biased,80,llama4:scout,
192,1685,Conservative,is-not-biased,80,llama4:scout,
111,2063,Conservative,is-not-biased,80,llama4:scout,
86,615,Liberal,is-not-biased,80,llama4:scout,
133,237,Liberal,is-not-biased,80,llama4:scout,
33,867,Liberal,is-not-biased,80,llama4:scout,
271,993,Liberal,is-not-biased,80,llama4:scout,
74,1245,Independent,is-not-biased,90,llama4:scout,
52,1686,Independent,is-not-biased,80,llama4:scout,
259,2064,Other,is-biased,80,llama4:scout,
220,868,Conservative,is-not-biased,80,llama4:scout,
262,616,Independent,is-not-biased,90,llama4:scout,
172,994,Conservative,is-not-biased,90,llama4:scout,
284,1246,Conservative,is-biased,80,llama4:scout,
116,238,Liberal,is-biased,80,llama4:scout,
110,1687,Independent,is-biased,70,llama4:scout,
50,2065,Conservative,is-biased,80,llama4:scout,
242,239,Liberal,is-not-biased,80,llama4:scout,
266,617,Liberal,is-not-biased,80,llama4:scout,
127,869,Liberal,is-not-biased,80,llama4:scout,
259,995,Conservative,is-biased,80,llama4:scout,
114,1688,Independent,is-not-biased,90,llama4:scout,
211,2066,Liberal,is-biased,80,llama4:scout,
50,240,Independent,is-biased,80,llama4:scout,
113,1247,Independent,is-biased,70,llama4:scout,
128,618,Independent,is-not-biased,90,llama4:scout,
169,870,Liberal,is-biased,80,llama4:scout,
157,1248,Liberal,is-biased,70,llama4:scout,
58,1689,Conservative,is-biased,80,llama4:scout,
55,2067,Independent,is-not-biased,100,llama4:scout,
116,996,Independent,is-biased,70,llama4:scout,
101,1312,Conservative,is-not-biased,90,llama4:scout,
178,1313,Conservative,is-not-biased,80,llama4:scout,
265,305,Liberal,is-biased,80,llama4:scout,
227,306,Liberal,is-not-biased,90,llama4:scout,
65,1314,Liberal,is-biased,80,llama4:scout,
156,304,Liberal,is-not-biased,80,llama4:scout,
239,1315,Conservative,is-not-biased,80,llama4:scout,
184,1316,Liberal,is-not-biased,90,llama4:scout,
121,308,Independent,is-not-biased,90,llama4:scout,
35,307,Liberal,is-not-biased,90,llama4:scout,
22,309,Liberal,is-not-biased,90,llama4:scout,
69,1317,Conservative,is-not-biased,80,llama4:scout,
136,100,Liberal,is-not-biased,90,llama4:scout,
129,310,Conservative,is-not-biased,80,llama4:scout,
105,1318,Conservative,is-not-biased,90,llama4:scout,
115,311,Conservative,is-not-biased,90,llama4:scout,
195,1319,Conservative,is-not-biased,80,llama4:scout,
119,312,Liberal,is-not-biased,80,llama4:scout,
189,1320,Conservative,is-not-biased,80,llama4:scout,
157,102,Conservative,is-biased,70,llama4:scout,
154,314,Conservative,is-not-biased,80,llama4:scout,
112,1321,Independent,is-biased,70,llama4:scout,
112,313,Independent,is-biased,70,llama4:scout,
76,1322,Conservative,is-not-biased,80,llama4:scout,
123,103,Liberal,is-not-biased,80,llama4:scout,
102,315,Independent,is-not-biased,80,llama4:scout,
98,1323,Conservative,is-not-biased,80,llama4:scout,
19,316,Liberal,is-not-biased,90,llama4:scout,
61,1324,Other,is-biased,70,llama4:scout,
7,110,Conservative,is-biased,70,llama4:scout,
13,109,Independent,is-not-biased,90,llama4:scout,
210,317,Conservative,is-biased,70,llama4:scout,
128,1325,Liberal,is-not-biased,90,llama4:scout,
128,108,Conservative,is-not-biased,90,llama4:scout,
226,318,Conservative,is-not-biased,90,llama4:scout,
213,1326,Liberal,is-not-biased,80,llama4:scout,
261,319,Liberal,is-not-biased,80,llama4:scout,
69,107,Independent,is-not-biased,80,llama4:scout,
22,1327,Independent,is-not-biased,90,llama4:scout,
160,111,Conservative,is-biased,80,llama4:scout,
102,320,Independent,is-not-biased,80,llama4:scout,
283,1328,Liberal,is-biased,80,llama4:scout,
230,1,Liberal,is-not-biased,100,llama4:scout,
2,104,Independent,is-not-biased,80,llama4:scout,
0,321,Conservative,is-biased,70,llama4:scout,
90,1329,Independent,is-biased,80,llama4:scout,
59,105,Conservative,is-biased,80,llama4:scout,
284,1330,Liberal,is-biased,80,llama4:scout,
119,322,Conservative,is-not-biased,80,llama4:scout,
121,323,Other,is-not-biased,90,llama4:scout,
34,1331,Liberal,is-not-biased,80,llama4:scout,
284,2,Liberal,is-biased,80,llama4:scout,
42,324,Liberal,is-not-biased,80,llama4:scout,
40,1332,Liberal,is-biased,80,llama4:scout,
187,106,Liberal,is-not-biased,90,llama4:scout,
50,1333,Independent,is-biased,80,llama4:scout,
165,325,Conservative,is-biased,80,llama4:scout,
145,1334,Conservative,is-biased,80,llama4:scout,
118,326,Conservative,is-not-biased,80,llama4:scout,
173,327,Liberal,is-biased,80,llama4:scout,
157,0,Conservative,is-biased,70,llama4:scout,
203,86,Liberal,is-not-biased,100,llama4:scout,
101,328,Conservative,is-not-biased,90,llama4:scout,
130,1335,Liberal,is-biased,80,llama4:scout,
279,1336,Conservative,is-biased,70,llama4:scout,
271,329,Liberal,is-not-biased,80,llama4:scout,
190,91,Conservative,is-biased,70,llama4:scout,
242,330,Liberal,is-not-biased,80,llama4:scout,
168,88,Conservative,is-biased,70,llama4:scout,
20,1337,Liberal,is-biased,70,llama4:scout,
179,1338,Liberal,is-not-biased,80,llama4:scout,
105,1339,Conservative,is-not-biased,90,llama4:scout,
133,331,Liberal,is-not-biased,80,llama4:scout,
239,332,Liberal,is-not-biased,80,llama4:scout,
186,1340,Conservative,is-not-biased,90,llama4:scout,
210,1341,Independent,is-not-biased,90,llama4:scout,
205,334,Liberal,is-not-biased,80,llama4:scout,
235,1342,Conservative,is-not-biased,80,llama4:scout,
3,333,Liberal,is-not-biased,90,llama4:scout,
22,335,Conservative,is-not-biased,80,llama4:scout,
157,84,Independent,is-not-biased,80,llama4:scout,
22,1343,Independent,is-not-biased,90,llama4:scout,
98,3,Conservative,is-not-biased,80,llama4:scout,
2,336,Liberal,is-not-biased,80,llama4:scout,
140,1344,Liberal,is-biased,80,llama4:scout,
99,96,Conservative,is-not-biased,100,llama4:scout,
241,337,Conservative,is-biased,80,llama4:scout,
169,1345,Conservative,is-biased,80,llama4:scout,
255,4,Independent,is-not-biased,80,llama4:scout,
