article_id,index,source,age,gender,llm_assessment,llm_confidence,llm_model,llm_error
94,1285,BBC,44,Male,is-not-biased,80,llama4:scout,
128,1663,CNN,42,Male,is-not-biased,90,llama4:scout,
179,152,FOX,40,Female,is-not-biased,80,llama4:scout,
129,1286,CNN,41,Female,is-not-biased,80,llama4:scout,
175,1664,FOX,25,Male,is-not-biased,80,llama4:scout,
121,153,CNN,53,Male,is-not-biased,80,llama4:scout,
93,1287,BBC,41,Male,is-not-biased,80,llama4:scout,
118,1665,CNN,31,Male,is-not-biased,80,llama4:scout,
129,1288,CNN,22,Female,is-not-biased,80,llama4:scout,
223,155,FOX,20,Male,is-not-biased,80,llama4:scout,
15,1666,BBC,42,Female,is-not-biased,90,llama4:scout,
66,154,BBC,25,Male,is-not-biased,80,llama4:scout,
58,1289,BBC,32,Female,is-not-biased,80,llama4:scout,
125,1667,CNN,25,Female,is-biased,70,llama4:scout,
180,156,FOX,43,Female,is-not-biased,80,llama4:scout,
125,1290,CNN,52,Male,is-biased,60,llama4:scout,
288,1668,FOX,30,Male,is-biased,80,llama4:scout,
211,157,FOX,64,Male,is-biased,70,llama4:scout,
159,1291,CNN,43,Male,is-not-biased,80,llama4:scout,
263,1669,FOX,39,Female,is-not-biased,80,llama4:scout,
221,1292,FOX,25,Male,is-not-biased,90,llama4:scout,
245,158,FOX,27,Male,is-biased,80,llama4:scout,
70,1670,BBC,33,Male,is-not-biased,90,llama4:scout,
229,159,FOX,28,Female,is-not-biased,80,llama4:scout,
286,1671,FOX,25,Male,is-not-biased,80,llama4:scout,
103,1293,BBC,35,Male,is-not-biased,90,llama4:scout,
21,160,BBC,30,Male,is-not-biased,80,llama4:scout,
19,1294,BBC,54,Male,is-not-biased,90,llama4:scout,
74,1672,BBC,24,Male,is-not-biased,80,llama4:scout,
253,161,FOX,52,Male,is-not-biased,80,llama4:scout,
160,1295,CNN,52,Male,is-not-biased,80,llama4:scout,
223,1296,FOX,60,Female,is-not-biased,80,llama4:scout,
233,162,FOX,42,Female,is-not-biased,80,llama4:scout,
119,1673,CNN,47,Female,is-not-biased,80,llama4:scout,
122,1674,CNN,69,Male,is-biased,70,llama4:scout,
141,1297,CNN,54,Male,is-not-biased,80,llama4:scout,
128,163,CNN,34,Female,is-not-biased,90,llama4:scout,
202,164,FOX,32,Female,is-not-biased,80,llama4:scout,
122,1675,CNN,43,Female,is-biased,70,llama4:scout,
208,165,FOX,28,Female,is-not-biased,80,llama4:scout,
118,1676,CNN,42,Male,is-not-biased,80,llama4:scout,
171,1298,CNN,25,Female,is-biased,70,llama4:scout,
157,1299,CNN,28,Male,is-biased,60,llama4:scout,
262,1677,FOX,32,Male,is-not-biased,80,llama4:scout,
174,166,FOX,42,Female,is-not-biased,80,llama4:scout,
174,167,FOX,45,Male,is-not-biased,80,llama4:scout,
154,1301,CNN,30,Male,is-not-biased,80,llama4:scout,
20,1300,BBC,44,Male,is-biased,60,llama4:scout,
192,1679,FOX,44,Female,is-not-biased,80,llama4:scout,
175,168,FOX,55,Male,is-not-biased,80,llama4:scout,
66,1678,BBC,35,Male,is-not-biased,80,llama4:scout,
235,1302,FOX,33,Female,is-not-biased,80,llama4:scout,
268,1680,FOX,37,Female,is-biased,80,llama4:scout,
271,169,FOX,32,Female,is-not-biased,80,llama4:scout,
140,1303,CNN,61,Female,is-biased,70,llama4:scout,
1,170,BBC,36,Female,is-not-biased,80,llama4:scout,
169,1304,CNN,64,Male,is-biased,70,llama4:scout,
278,1682,FOX,39,Male,is-biased,70,llama4:scout,
110,1681,CNN,28,Female,is-biased,70,llama4:scout,
176,171,FOX,20,Female,is-biased,80,llama4:scout,
70,1305,BBC,44,Female,is-not-biased,90,llama4:scout,
90,172,BBC,31,Female,is-biased,80,llama4:scout,
63,1306,BBC,55,Male,is-not-biased,80,llama4:scout,
19,1684,BBC,41,Male,is-not-biased,90,llama4:scout,
51,1683,BBC,30,Female,is-biased,70,llama4:scout,
125,173,CNN,64,Female,is-biased,70,llama4:scout,
5,1307,BBC,29,Female,is-not-biased,80,llama4:scout,
192,1685,FOX,66,Female,is-not-biased,80,llama4:scout,
43,174,BBC,42,Male,is-not-biased,80,llama4:scout,
38,1308,BBC,38,Male,is-not-biased,90,llama4:scout,
52,1686,BBC,29,Male,is-not-biased,80,llama4:scout,
86,175,BBC,47,Female,is-not-biased,90,llama4:scout,
209,1309,FOX,32,Male,is-not-biased,80,llama4:scout,
24,1310,BBC,48,Male,is-not-biased,100,llama4:scout,
110,1687,CNN,34,Male,is-biased,70,llama4:scout,
226,176,FOX,44,Female,is-not-biased,80,llama4:scout,
114,1688,CNN,25,Male,is-not-biased,80,llama4:scout,
18,177,BBC,24,Female,is-not-biased,100,llama4:scout,
240,1311,FOX,54,Female,is-not-biased,90,llama4:scout,
58,1689,BBC,52,Female,is-not-biased,80,llama4:scout,
171,178,CNN,48,Male,is-biased,70,llama4:scout,
101,1312,BBC,30,Female,is-not-biased,80,llama4:scout,
114,179,CNN,63,Female,is-not-biased,90,llama4:scout,
110,1690,CNN,25,Female,is-biased,70,llama4:scout,
178,1313,FOX,35,Male,is-not-biased,80,llama4:scout,
205,1691,FOX,57,Female,is-not-biased,80,llama4:scout,
174,180,FOX,24,Male,is-not-biased,80,llama4:scout,
65,1314,BBC,40,Male,is-biased,60,llama4:scout,
211,1692,FOX,23,Male,is-biased,70,llama4:scout,
210,181,FOX,31,Female,is-not-biased,80,llama4:scout,
239,1315,FOX,44,Male,is-not-biased,80,llama4:scout,
111,182,CNN,22,Female,is-biased,80,llama4:scout,
184,1316,FOX,44,Male,is-not-biased,80,llama4:scout,
114,1694,CNN,21,Male,is-not-biased,90,llama4:scout,
110,1693,CNN,66,Female,is-biased,80,llama4:scout,
69,1317,BBC,39,Male,is-not-biased,80,llama4:scout,
192,1695,FOX,70,Female,is-not-biased,80,llama4:scout,
118,184,CNN,28,Male,is-not-biased,80,llama4:scout,
10,183,BBC,35,Male,is-not-biased,80,llama4:scout,
105,1318,BBC,30,Male,is-not-biased,80,llama4:scout,
265,1696,FOX,27,Female,is-biased,80,llama4:scout,
195,1319,FOX,42,Female,is-not-biased,80,llama4:scout,
159,185,CNN,48,Female,is-not-biased,80,llama4:scout,
192,1697,FOX,48,Female,is-not-biased,80,llama4:scout,
33,186,BBC,49,Female,is-not-biased,80,llama4:scout,
211,1698,FOX,25,Female,is-biased,70,llama4:scout,
189,1320,FOX,25,Male,is-not-biased,80,llama4:scout,
286,187,FOX,25,Female,is-not-biased,80,llama4:scout,
50,1699,BBC,22,Female,is-biased,80,llama4:scout,
22,188,BBC,42,Female,is-not-biased,80,llama4:scout,
112,1321,CNN,30,Male,is-biased,70,llama4:scout,
76,1322,BBC,36,Male,is-not-biased,80,llama4:scout,
110,1700,CNN,36,Male,is-biased,70,llama4:scout,
98,1323,BBC,46,Female,is-not-biased,80,llama4:scout,
136,189,CNN,60,Female,is-not-biased,80,llama4:scout,
58,1701,BBC,default,Female,is-not-biased,80,llama4:scout,
235,190,FOX,38,Female,is-not-biased,80,llama4:scout,
252,191,FOX,30,Male,is-biased,70,llama4:scout,
112,1702,CNN,44,Male,is-biased,70,llama4:scout,
61,1324,BBC,26,Male,is-biased,70,llama4:scout,
128,1325,CNN,46,Female,is-not-biased,90,llama4:scout,
193,1703,FOX,34,Male,is-not-biased,80,llama4:scout,
71,192,BBC,33,Female,is-biased,80,llama4:scout,
213,1326,FOX,25,Male,is-not-biased,80,llama4:scout,
111,1704,CNN,25,Male,is-biased,80,llama4:scout,
182,193,FOX,47,Female,is-not-biased,80,llama4:scout,
22,1327,BBC,26,Male,is-not-biased,80,llama4:scout,
48,1705,BBC,30,Female,is-not-biased,80,llama4:scout,
267,194,FOX,44,Female,is-not-biased,100,llama4:scout,
283,1328,FOX,22,Male,is-biased,80,llama4:scout,
87,195,BBC,45,Male,is-not-biased,80,llama4:scout,
116,1706,CNN,33,Male,is-biased,70,llama4:scout,
90,1329,BBC,33,Female,is-biased,80,llama4:scout,
195,1707,FOX,43,Female,is-not-biased,80,llama4:scout,
136,196,CNN,33,Male,is-not-biased,80,llama4:scout,
284,1330,FOX,40,Male,is-biased,80,llama4:scout,
59,1708,BBC,37,Female,is-not-biased,80,llama4:scout,
20,197,BBC,25,Female,is-biased,60,llama4:scout,
111,1709,CNN,43,Male,is-biased,80,llama4:scout,
34,1331,BBC,32,Female,is-not-biased,80,llama4:scout,
111,198,CNN,40,Female,is-biased,80,llama4:scout,
40,1332,BBC,53,Male,is-biased,60,llama4:scout,
65,199,BBC,60,Female,is-biased,80,llama4:scout,
116,1710,CNN,30,Male,is-biased,70,llama4:scout,
50,1333,BBC,60,Female,is-biased,80,llama4:scout,
195,1711,FOX,43,Female,is-not-biased,80,llama4:scout,
266,200,FOX,29,Male,is-not-biased,80,llama4:scout,
145,1334,CNN,42,Male,is-biased,80,llama4:scout,
50,1712,BBC,42,Male,is-biased,80,llama4:scout,
93,201,BBC,25,Male,is-not-biased,80,llama4:scout,
130,1335,CNN,57,Female,is-not-biased,80,llama4:scout,
205,1713,FOX,30,Male,is-not-biased,80,llama4:scout,
140,202,CNN,26,Female,is-biased,70,llama4:scout,
279,1336,FOX,60,Male,is-biased,70,llama4:scout,
205,1714,FOX,24,Male,is-not-biased,80,llama4:scout,
20,1337,BBC,41,Male,is-biased,60,llama4:scout,
20,203,BBC,45,Male,is-biased,60,llama4:scout,
106,204,BBC,30,Female,is-not-biased,80,llama4:scout,
265,1715,FOX,47,Male,is-biased,80,llama4:scout,
179,1338,FOX,39,Female,is-not-biased,80,llama4:scout,
193,1716,FOX,26,Female,is-not-biased,80,llama4:scout,
106,1087,BBC,32,Male,is-not-biased,80,llama4:scout,
114,394,CNN,22,Female,is-not-biased,90,llama4:scout,
29,772,BBC,47,Female,is-biased,80,llama4:scout,
205,1906,FOX,53,Female,is-not-biased,80,llama4:scout,
105,1339,BBC,30,Female,is-not-biased,80,llama4:scout,
179,1465,FOX,43,Female,is-not-biased,80,llama4:scout,
195,2095,FOX,30,Male,is-not-biased,80,llama4:scout,
135,395,CNN,28,Female,is-not-biased,90,llama4:scout,
7,773,BBC,32,Male,is-biased,60,llama4:scout,
263,1088,FOX,36,Male,is-not-biased,80,llama4:scout,
186,1340,FOX,30,Male,is-not-biased,100,llama4:scout,
207,2096,FOX,24,Male,is-biased,80,llama4:scout,
98,1466,BBC,49,Female,is-not-biased,80,llama4:scout,
112,1907,CNN,30,Female,is-biased,70,llama4:scout,
173,1089,FOX,33,Male,is-not-biased,80,llama4:scout,
263,396,FOX,29,Female,is-not-biased,80,llama4:scout,
170,774,CNN,42,Male,is-not-biased,80,llama4:scout,
210,1341,FOX,31,Female,is-not-biased,80,llama4:scout,
233,1467,FOX,32,Male,is-not-biased,80,llama4:scout,
50,1908,BBC,53,Male,is-biased,80,llama4:scout,
114,2097,CNN,59,Male,is-not-biased,90,llama4:scout,
234,1090,FOX,33,Male,is-not-biased,80,llama4:scout,
230,397,FOX,25,Female,is-not-biased,90,llama4:scout,
235,1342,FOX,38,Male,is-not-biased,80,llama4:scout,
21,775,BBC,37,Female,is-not-biased,80,llama4:scout,
185,1468,FOX,28,Male,is-not-biased,80,llama4:scout,
245,2098,FOX,32,Female,is-biased,80,llama4:scout,
140,1091,CNN,24,Female,is-biased,70,llama4:scout,
112,1909,CNN,58,Male,is-biased,70,llama4:scout,
20,398,BBC,31,Male,is-biased,60,llama4:scout,
90,776,BBC,56,Male,is-biased,80,llama4:scout,
22,1343,BBC,28,Female,is-not-biased,80,llama4:scout,
245,1469,FOX,40,Male,is-biased,70,llama4:scout,
116,1910,CNN,43,Female,is-biased,70,llama4:scout,
192,2099,FOX,21,Male,is-not-biased,80,llama4:scout,
252,1092,FOX,39,Female,is-not-biased,80,llama4:scout,
23,399,BBC,26,Male,is-not-biased,80,llama4:scout,
156,777,CNN,57,Male,is-not-biased,80,llama4:scout,
140,1344,CNN,22,Female,is-biased,70,llama4:scout,
33,1470,BBC,40,Male,is-not-biased,80,llama4:scout,
2,1911,BBC,56,Female,is-not-biased,80,llama4:scout,
45,2100,BBC,28,Male,is-not-biased,80,llama4:scout,
28,1093,BBC,50,Male,is-not-biased,80,llama4:scout,
273,400,FOX,35,Male,is-biased,70,llama4:scout,
76,778,BBC,54,Male,is-not-biased,90,llama4:scout,
169,1345,CNN,39,Male,is-biased,70,llama4:scout,
130,1471,CNN,33,Male,is-not-biased,80,llama4:scout,
58,1912,BBC,47,Male,is-not-biased,80,llama4:scout,
50,2101,BBC,40,Female,is-biased,80,llama4:scout,
25,1094,BBC,25,Male,is-biased,60,llama4:scout,
280,401,FOX,22,Male,is-not-biased,80,llama4:scout,
166,1346,CNN,40,Male,is-biased,60,llama4:scout,
193,1472,FOX,25,Female,is-not-biased,80,llama4:scout,
193,1913,FOX,50,Male,is-not-biased,80,llama4:scout,
59,2102,BBC,38,Male,is-not-biased,80,llama4:scout,
66,779,BBC,28,Male,is-not-biased,80,llama4:scout,
86,1095,BBC,35,Male,is-not-biased,90,llama4:scout,
265,402,FOX,48,Male,is-biased,80,llama4:scout,
194,780,FOX,30,Male,is-not-biased,80,llama4:scout,
148,1347,CNN,45,Female,is-not-biased,100,llama4:scout,
222,1914,FOX,28,Female,is-not-biased,90,llama4:scout,
191,1473,FOX,23,Male,is-biased,70,llama4:scout,
114,2103,CNN,45,Female,is-not-biased,90,llama4:scout,
161,1096,CNN,24,Female,is-not-biased,80,llama4:scout,
206,403,FOX,46,Male,is-not-biased,80,llama4:scout,
119,781,CNN,27,Male,is-not-biased,80,llama4:scout,
112,1348,CNN,25,Male,is-biased,70,llama4:scout,
235,1474,FOX,36,Female,is-not-biased,80,llama4:scout,
193,1915,FOX,33,Female,is-not-biased,80,llama4:scout,
205,1097,FOX,41,Female,is-not-biased,80,llama4:scout,
234,404,FOX,41,Female,is-not-biased,80,llama4:scout,
80,782,BBC,40,Female,is-not-biased,80,llama4:scout,
112,2104,CNN,51,Female,is-biased,70,llama4:scout,
50,2105,BBC,33,Male,is-biased,80,llama4:scout,
59,1916,BBC,37,Male,is-not-biased,80,llama4:scout,
151,1349,CNN,34,Male,is-not-biased,90,llama4:scout,
151,1475,CNN,44,Female,is-not-biased,90,llama4:scout,
18,405,BBC,37,Female,is-not-biased,100,llama4:scout,
262,1098,FOX,58,Male,is-not-biased,80,llama4:scout,
157,783,CNN,56,Female,is-biased,60,llama4:scout,
203,1350,FOX,27,Female,is-not-biased,100,llama4:scout,
248,1476,FOX,25,Female,is-biased,70,llama4:scout,
111,1917,CNN,28,Female,is-biased,80,llama4:scout,
50,2106,BBC,41,Male,is-biased,80,llama4:scout,
194,406,FOX,31,Male,is-not-biased,80,llama4:scout,
1,1099,BBC,30,Male,is-not-biased,80,llama4:scout,
230,784,FOX,40,Female,is-not-biased,100,llama4:scout,
134,1351,CNN,30,Female,is-biased,60,llama4:scout,
90,1477,BBC,20,Female,is-biased,80,llama4:scout,
193,1918,FOX,28,Female,is-not-biased,80,llama4:scout,
28,2107,BBC,41,Female,is-not-biased,80,llama4:scout,
171,1100,CNN,25,Female,is-biased,70,llama4:scout,
81,1352,BBC,34,Male,is-not-biased,80,llama4:scout,
105,785,BBC,37,Female,is-not-biased,80,llama4:scout,
241,1478,FOX,32,Female,is-not-biased,80,llama4:scout,
132,407,CNN,26,Female,is-biased,70,llama4:scout,
192,2108,FOX,40,Male,is-not-biased,80,llama4:scout,
158,408,CNN,32,Female,is-not-biased,90,llama4:scout,
112,1919,CNN,41,Male,is-biased,70,llama4:scout,
172,786,CNN,28,Female,is-not-biased,90,llama4:scout,
168,1101,CNN,53,Female,is-biased,70,llama4:scout,
163,1479,CNN,44,Male,is-not-biased,80,llama4:scout,
57,1920,BBC,26,Female,is-not-biased,90,llama4:scout,
114,2109,CNN,60,Male,is-not-biased,80,llama4:scout,
11,1353,BBC,34,Male,is-not-biased,90,llama4:scout,
127,409,CNN,40,Female,is-not-biased,80,llama4:scout,
134,787,CNN,25,Female,is-biased,60,llama4:scout,
115,1354,CNN,25,Female,is-not-biased,90,llama4:scout,
29,1102,BBC,34,Male,is-not-biased,80,llama4:scout,
268,1921,FOX,22,Male,is-biased,80,llama4:scout,
136,1480,CNN,57,Female,is-not-biased,80,llama4:scout,
123,410,CNN,38,Female,is-not-biased,80,llama4:scout,
58,2110,BBC,33,Female,is-not-biased,80,llama4:scout,
283,1103,FOX,48,Female,is-biased,80,llama4:scout,
95,1355,BBC,30,Female,is-not-biased,90,llama4:scout,
168,788,CNN,30,Female,is-biased,70,llama4:scout,
136,1481,CNN,36,Male,is-not-biased,80,llama4:scout,
265,1922,FOX,57,Female,is-biased,80,llama4:scout,
47,2111,BBC,37,Male,is-not-biased,80,llama4:scout,
175,411,FOX,56,Female,is-not-biased,80,llama4:scout,
118,789,CNN,49,Male,is-not-biased,80,llama4:scout,
59,1104,BBC,34,Male,is-not-biased,80,llama4:scout,
89,1356,BBC,62,Female,is-not-biased,80,llama4:scout,
81,1482,BBC,23,Female,is-not-biased,90,llama4:scout,
195,1923,FOX,32,Male,is-not-biased,80,llama4:scout,
118,412,CNN,48,Female,is-not-biased,80,llama4:scout,
182,790,FOX,48,Female,is-not-biased,80,llama4:scout,
81,1105,BBC,65,Male,is-not-biased,80,llama4:scout,
110,2112,CNN,25,Female,is-biased,70,llama4:scout,
10,1357,BBC,20,Male,is-not-biased,80,llama4:scout,
58,1924,BBC,49,Male,is-not-biased,80,llama4:scout,
10,1483,BBC,33,Female,is-not-biased,80,llama4:scout,
192,2113,FOX,22,Female,is-not-biased,80,llama4:scout,
63,791,BBC,25,Female,is-not-biased,80,llama4:scout,
255,1106,FOX,30,Female,is-not-biased,80,llama4:scout,
34,1484,BBC,35,Male,is-not-biased,80,llama4:scout,
20,1358,BBC,23,Male,is-biased,60,llama4:scout,
115,1925,CNN,27,Male,is-not-biased,80,llama4:scout,
151,413,CNN,48,Female,is-not-biased,90,llama4:scout,
114,2114,CNN,50,Female,is-not-biased,90,llama4:scout,
76,414,BBC,46,Male,is-not-biased,90,llama4:scout,
98,1107,BBC,32,Male,is-not-biased,80,llama4:scout,
122,792,CNN,37,Female,is-biased,70,llama4:scout,
233,1359,FOX,61,Female,is-not-biased,80,llama4:scout,
111,1926,CNN,36,Female,is-biased,80,llama4:scout,
133,1485,CNN,31,Female,is-not-biased,80,llama4:scout,
197,415,FOX,30,Female,is-biased,70,llama4:scout,
175,1108,FOX,30,Male,is-not-biased,80,llama4:scout,
22,793,BBC,40,Female,is-not-biased,80,llama4:scout,
112,2115,CNN,34,Male,is-biased,70,llama4:scout,
59,1360,BBC,57,Male,is-not-biased,80,llama4:scout,
193,2116,FOX,58,Female,is-not-biased,80,llama4:scout,
21,1486,BBC,40,Male,is-not-biased,80,llama4:scout,
116,1927,CNN,27,Male,is-biased,70,llama4:scout,
230,794,FOX,51,Female,is-not-biased,100,llama4:scout,
266,416,FOX,38,Female,is-not-biased,80,llama4:scout,
162,1109,CNN,38,Male,is-not-biased,80,llama4:scout,
78,1361,BBC,24,Female,is-not-biased,80,llama4:scout,
267,1487,FOX,59,Female,is-not-biased,100,llama4:scout,
193,1928,FOX,22,Male,is-not-biased,80,llama4:scout,
99,417,BBC,69,Female,is-not-biased,100,llama4:scout,
114,2117,CNN,40,Female,is-not-biased,90,llama4:scout,
253,795,FOX,44,Female,is-not-biased,80,llama4:scout,
87,1362,BBC,34,Male,is-not-biased,80,llama4:scout,
233,1110,FOX,24,Female,is-not-biased,80,llama4:scout,
137,1488,CNN,34,Male,is-not-biased,80,llama4:scout,
62,1929,BBC,64,Female,is-not-biased,80,llama4:scout,
42,1111,BBC,25,Female,is-not-biased,80,llama4:scout,
114,2118,CNN,39,Male,is-not-biased,90,llama4:scout,
157,1363,CNN,19,Male,is-biased,60,llama4:scout,
3,418,BBC,25,Male,is-not-biased,90,llama4:scout,
136,1489,CNN,50,Female,is-not-biased,80,llama4:scout,
156,796,CNN,25,Female,is-not-biased,80,llama4:scout,
19,1930,BBC,32,Male,is-not-biased,90,llama4:scout,
118,1112,CNN,32,Male,is-not-biased,80,llama4:scout,
144,419,CNN,46,Male,is-not-biased,80,llama4:scout,
110,2119,CNN,39,Male,is-biased,70,llama4:scout,
233,797,FOX,25,Male,is-not-biased,80,llama4:scout,
80,1490,BBC,31,Male,is-not-biased,80,llama4:scout,
147,1364,CNN,32,Male,is-not-biased,80,llama4:scout,
27,1931,BBC,35,Male,is-biased,60,llama4:scout,
222,2120,FOX,25,Male,is-not-biased,90,llama4:scout,
251,1113,FOX,28,Female,is-not-biased,80,llama4:scout,
86,798,BBC,47,Female,is-not-biased,90,llama4:scout,
174,1365,FOX,40,Male,is-not-biased,80,llama4:scout,
74,1491,BBC,30,Male,is-not-biased,80,llama4:scout,
215,1932,FOX,30,Female,is-not-biased,80,llama4:scout,
156,420,CNN,63,Female,is-not-biased,80,llama4:scout,
193,2121,FOX,40,Female,is-not-biased,80,llama4:scout,
97,1114,BBC,30,Male,is-not-biased,80,llama4:scout,
139,421,CNN,37,Female,is-biased,70,llama4:scout,
216,799,FOX,20,Male,is-not-biased,80,llama4:scout,
245,1366,FOX,40,Female,is-biased,80,llama4:scout,
131,1492,CNN,38,Male,is-biased,80,llama4:scout,
110,1933,CNN,35,Male,is-biased,70,llama4:scout,
75,1115,BBC,25,Male,is-not-biased,90,llama4:scout,
233,422,FOX,43,Female,is-biased,70,llama4:scout,
51,2122,BBC,30,Male,is-biased,70,llama4:scout,
85,800,BBC,39,Male,is-not-biased,100,llama4:scout,
7,1367,BBC,36,Male,is-biased,60,llama4:scout,
268,1934,FOX,56,Female,is-biased,80,llama4:scout,
74,1493,BBC,35,Male,is-not-biased,80,llama4:scout,
115,2123,CNN,48,Male,is-not-biased,90,llama4:scout,
145,1116,CNN,35,Male,is-biased,80,llama4:scout,
200,423,FOX,24,Male,is-not-biased,80,llama4:scout,
226,801,FOX,27,Female,is-not-biased,90,llama4:scout,
128,1368,CNN,45,Male,is-not-biased,90,llama4:scout,
133,1494,CNN,25,Female,is-biased,70,llama4:scout,
193,1117,FOX,39,Female,is-not-biased,80,llama4:scout,
110,2124,CNN,41,Male,is-biased,70,llama4:scout,
110,1935,CNN,36,Female,is-biased,70,llama4:scout,
62,424,BBC,53,Male,is-not-biased,80,llama4:scout,
19,802,BBC,42,Male,is-not-biased,90,llama4:scout,
74,1369,BBC,26,Male,is-not-biased,80,llama4:scout,
29,1495,BBC,44,Female,is-biased,80,llama4:scout,
193,2125,FOX,30,Female,is-not-biased,80,llama4:scout,
195,1936,FOX,35,Female,is-not-biased,80,llama4:scout,
121,1118,CNN,30,Male,is-not-biased,80,llama4:scout,
146,425,CNN,48,Female,is-not-biased,90,llama4:scout,
185,803,FOX,29,Male,is-not-biased,80,llama4:scout,
130,1496,CNN,25,Female,is-not-biased,80,llama4:scout,
154,1370,CNN,48,Female,is-not-biased,90,llama4:scout,
16,1937,BBC,31,Female,is-not-biased,90,llama4:scout,
22,426,BBC,34,Female,is-not-biased,80,llama4:scout,
98,1119,BBC,45,Male,is-not-biased,80,llama4:scout,
114,2126,CNN,30,Male,is-not-biased,80,llama4:scout,
184,1371,FOX,59,Male,is-not-biased,80,llama4:scout,
62,1938,BBC,52,Male,is-not-biased,80,llama4:scout,
133,804,CNN,40,Male,is-biased,70,llama4:scout,
132,1497,CNN,45,Female,is-biased,60,llama4:scout,
50,2127,BBC,38,Female,is-biased,80,llama4:scout,
263,1120,FOX,37,Female,is-not-biased,80,llama4:scout,
130,427,CNN,48,Female,is-not-biased,80,llama4:scout,
247,805,FOX,22,Male,is-not-biased,80,llama4:scout,
145,1372,CNN,47,Male,is-biased,80,llama4:scout,
28,1939,BBC,36,Female,is-not-biased,80,llama4:scout,
131,1498,CNN,37,Female,is-biased,80,llama4:scout,
59,2128,BBC,25,Female,is-not-biased,80,llama4:scout,
161,428,CNN,32,Female,is-not-biased,80,llama4:scout,
263,1121,FOX,25,Female,is-not-biased,80,llama4:scout,
133,806,CNN,38,Female,is-biased,70,llama4:scout,
284,1373,FOX,30,Male,is-biased,70,llama4:scout,
179,1499,FOX,40,Male,is-not-biased,80,llama4:scout,
113,1940,CNN,25,Female,is-biased,70,llama4:scout,
7,1122,BBC,70,Male,is-biased,60,llama4:scout,
112,2129,CNN,27,Female,is-biased,70,llama4:scout,
134,429,CNN,26,Female,is-biased,60,llama4:scout,
76,1374,BBC,33,Male,is-not-biased,90,llama4:scout,
258,1500,FOX,28,Female,is-not-biased,90,llama4:scout,
276,807,FOX,34,Female,is-not-biased,80,llama4:scout,
211,1941,FOX,36,Male,is-biased,70,llama4:scout,
192,2130,FOX,37,Female,is-not-biased,80,llama4:scout,
212,430,FOX,31,Male,is-not-biased,80,llama4:scout,
100,808,BBC,35,Female,is-not-biased,80,llama4:scout,
94,1123,BBC,55,Male,is-not-biased,80,llama4:scout,
185,1375,FOX,66,Female,is-not-biased,80,llama4:scout,
14,1501,BBC,62,Male,is-biased,60,llama4:scout,
112,1942,CNN,45,Male,is-biased,70,llama4:scout,
278,2131,FOX,40,Male,is-biased,70,llama4:scout,
182,431,FOX,25,Male,is-not-biased,80,llama4:scout,
102,1124,BBC,30,Female,is-not-biased,80,llama4:scout,
116,809,CNN,57,Male,is-biased,70,llama4:scout,
137,1376,CNN,51,Female,is-not-biased,80,llama4:scout,
80,1502,BBC,35,Male,is-not-biased,80,llama4:scout,
278,1943,FOX,36,Female,is-biased,70,llama4:scout,
193,2132,FOX,54,Female,is-not-biased,80,llama4:scout,
242,432,FOX,40,Male,is-not-biased,80,llama4:scout,
123,810,CNN,23,Male,is-not-biased,80,llama4:scout,
22,1125,BBC,33,Male,is-not-biased,80,llama4:scout,
152,1377,CNN,35,Male,is-biased,80,llama4:scout,
115,1944,CNN,38,Male,is-not-biased,90,llama4:scout,
10,1503,BBC,31,Male,is-not-biased,80,llama4:scout,
57,433,BBC,25,Male,is-not-biased,90,llama4:scout,
188,811,FOX,39,Female,is-biased,80,llama4:scout,
112,2133,CNN,67,Male,is-biased,70,llama4:scout,
7,1126,BBC,45,Male,is-biased,60,llama4:scout,
29,1504,BBC,39,Male,is-not-biased,80,llama4:scout,
54,2134,BBC,58,Male,is-not-biased,80,llama4:scout,
111,1945,CNN,49,Male,is-biased,80,llama4:scout,
157,1378,CNN,25,Male,is-biased,60,llama4:scout,
110,434,CNN,53,Female,is-biased,70,llama4:scout,
267,1379,FOX,39,Male,is-not-biased,100,llama4:scout,
92,1127,BBC,19,Male,is-not-biased,80,llama4:scout,
90,812,BBC,53,Male,is-biased,80,llama4:scout,
242,1505,FOX,26,Male,is-not-biased,80,llama4:scout,
54,2135,BBC,29,Male,is-not-biased,80,llama4:scout,
215,1946,FOX,53,Female,is-not-biased,80,llama4:scout,
267,813,FOX,75,Female,is-not-biased,100,llama4:scout,
70,1128,BBC,25,Female,is-not-biased,90,llama4:scout,
159,1380,CNN,31,Male,is-not-biased,80,llama4:scout,
151,435,CNN,48,Male,is-not-biased,90,llama4:scout,
75,1506,BBC,36,Male,is-not-biased,90,llama4:scout,
50,1947,BBC,19,Other,is-biased,80,llama4:scout,
203,436,FOX,57,Female,is-not-biased,100,llama4:scout,
276,2136,FOX,68,Male,is-not-biased,80,llama4:scout,
82,814,BBC,40,Female,is-not-biased,80,llama4:scout,
183,1129,FOX,48,Female,is-not-biased,80,llama4:scout,
104,1381,BBC,25,Female,is-biased,70,llama4:scout,
208,1507,FOX,46,Male,is-not-biased,80,llama4:scout,
115,1948,CNN,33,Male,is-not-biased,80,llama4:scout,
114,2137,CNN,35,Female,is-not-biased,90,llama4:scout,
22,437,BBC,49,Male,is-not-biased,80,llama4:scout,
7,815,BBC,35,Male,is-biased,60,llama4:scout,
