article_id,index,source,politics,llm_assessment,llm_confidence,llm_model,llm_error
42,680,BBC,Independent,is-not-biased,80,llama3.2:3b,
59,2128,BBC,Liberal,is-not-biased,80,llama3.2:3b,
59,1058,BBC,Conservative,is-biased,60,llama3.2:3b,
263,1121,FOX,Liberal,is-biased,80,llama3.2:3b,
159,1436,CNN,Independent,is-biased,80,llama3.2:3b,
52,1751,BBC,Liberal,is-biased,30,llama3.2:3b,
112,2129,CNN,Liberal,is-biased,60,llama3.2:3b,
184,681,FOX,Independent,is-biased,30,llama3.2:3b,
40,366,BBC,Liberal,is-biased,60,llama3.2:3b,
110,1059,CNN,Independent,is-biased,60,llama3.2:3b,
7,1122,BBC,Conservative,is-not-biased,80,llama3.2:3b,
94,1437,BBC,Liberal,is-biased,20,llama3.2:3b,
114,1752,CNN,Conservative,is-biased,60,llama3.2:3b,
192,2130,FOX,Liberal,is-biased,30,llama3.2:3b,
220,367,FOX,Liberal,is-not-biased,80,llama3.2:3b,
142,682,CNN,Conservative,is-biased,80,llama3.2:3b,
210,1060,FOX,Conservative,is-biased,60,llama3.2:3b,
94,1123,BBC,Independent,is-biased,60,llama3.2:3b,
204,1438,FOX,Independent,is-biased,60,llama3.2:3b,
16,1753,BBC,Other,is-not-biased,90,llama3.2:3b,
278,2131,FOX,Independent,is-biased,60,llama3.2:3b,
97,368,BBC,Liberal,is-not-biased,90,llama3.2:3b,
210,683,FOX,Liberal,is-biased,80,llama3.2:3b,
102,1124,BBC,Independent,is-biased,60,llama3.2:3b,
147,1061,CNN,Independent,is-biased,60,llama3.2:3b,
161,1439,CNN,Independent,is-not-biased,80,llama3.2:3b,
52,1754,BBC,Liberal,is-biased,30,llama3.2:3b,
193,2132,FOX,Liberal,is-biased,60,llama3.2:3b,
192,369,FOX,Conservative,is-biased,80,llama3.2:3b,
136,684,CNN,Liberal,is-not-biased,80,llama3.2:3b,
237,1062,FOX,Conservative,is-biased,60,llama3.2:3b,
173,1440,FOX,Liberal,is-biased,80,llama3.2:3b,
22,1125,BBC,Liberal,is-not-biased,90,llama3.2:3b,
211,1755,FOX,Independent,is-biased,60,llama3.2:3b,
112,2133,CNN,Conservative,is-biased,60,llama3.2:3b,
263,370,FOX,Liberal,is-biased,80,llama3.2:3b,
65,685,BBC,Liberal,is-biased,60,llama3.2:3b,
152,1063,CNN,Liberal,is-biased,80,llama3.2:3b,
7,1126,BBC,Conservative,is-not-biased,80,llama3.2:3b,
282,1441,FOX,Liberal,is-biased,30,llama3.2:3b,
52,1756,BBC,Liberal,is-biased,30,llama3.2:3b,
54,2134,BBC,Independent,is-not-biased,80,llama3.2:3b,
2,371,BBC,Independent,is-not-biased,90,llama3.2:3b,
145,686,CNN,Liberal,is-not-biased,80,llama3.2:3b,
22,1064,BBC,Conservative,is-not-biased,90,llama3.2:3b,
92,1127,BBC,Other,is-not-biased,90,llama3.2:3b,
268,1442,FOX,Other,is-biased,80,llama3.2:3b,
54,2135,BBC,Conservative,is-not-biased,80,llama3.2:3b,
61,1757,BBC,Conservative,is-biased,70,llama3.2:3b,
91,372,BBC,Liberal,is-not-biased,90,llama3.2:3b,
2,687,BBC,Liberal,is-not-biased,90,llama3.2:3b,
70,1128,BBC,Liberal,is-biased,20,llama3.2:3b,
40,1065,BBC,Independent,is-biased,60,llama3.2:3b,
186,1443,FOX,Independent,is-not-biased,80,llama3.2:3b,
19,1758,BBC,Liberal,is-not-biased,90,llama3.2:3b,
276,2136,FOX,Conservative,is-biased,80,llama3.2:3b,
60,1066,BBC,Liberal,is-biased,30,llama3.2:3b,
165,688,CNN,Liberal,is-not-biased,80,llama3.2:3b,
153,373,CNN,Conservative,is-not-biased,80,llama3.2:3b,
183,1129,FOX,Conservative,is-not-biased,80,llama3.2:3b,
157,1444,CNN,Conservative,is-biased,60,llama3.2:3b,
58,1759,BBC,Liberal,is-not-biased,80,llama3.2:3b,
63,374,BBC,Other,is-not-biased,90,llama3.2:3b,
114,2137,CNN,Liberal,is-biased,60,llama3.2:3b,
241,689,FOX,Liberal,is-biased,80,llama3.2:3b,
229,1067,FOX,Independent,is-biased,60,llama3.2:3b,
224,1130,FOX,Liberal,is-biased,80,llama3.2:3b,
101,1445,BBC,Conservative,is-not-biased,80,llama3.2:3b,
42,1760,BBC,Liberal,is-not-biased,80,llama3.2:3b,
50,2138,BBC,Conservative,is-biased,80,llama3.2:3b,
86,690,BBC,Conservative,is-not-biased,80,llama3.2:3b,
125,375,CNN,Liberal,is-not-biased,80,llama3.2:3b,
230,1068,FOX,Conservative,is-not-biased,90,llama3.2:3b,
123,1131,CNN,Conservative,is-biased,60,llama3.2:3b,
109,1446,BBC,Liberal,is-biased,30,llama3.2:3b,
193,2139,FOX,Liberal,is-biased,60,llama3.2:3b,
26,1761,BBC,Liberal,is-biased,60,llama3.2:3b,
9,376,BBC,Liberal,is-not-biased,80,llama3.2:3b,
219,691,FOX,Independent,is-biased,80,llama3.2:3b,
86,1069,BBC,Conservative,is-not-biased,90,llama3.2:3b,
251,1132,FOX,Conservative,is-biased,60,llama3.2:3b,
98,1447,BBC,Independent,is-biased,30,llama3.2:3b,
238,1762,FOX,Conservative,is-not-biased,80,llama3.2:3b,
268,2140,FOX,Conservative,is-biased,80,llama3.2:3b,
230,377,FOX,Conservative,is-not-biased,90,llama3.2:3b,
244,692,FOX,Liberal,is-biased,60,llama3.2:3b,
86,1133,BBC,Conservative,is-not-biased,80,llama3.2:3b,
210,1070,FOX,Independent,is-biased,60,llama3.2:3b,
192,1763,FOX,Conservative,is-biased,30,llama3.2:3b,
122,1448,CNN,Conservative,is-not-biased,80,llama3.2:3b,
111,2141,CNN,Independent,is-biased,60,llama3.2:3b,
162,378,CNN,Liberal,is-not-biased,80,llama3.2:3b,
183,693,FOX,Conservative,is-not-biased,80,llama3.2:3b,
40,1071,BBC,Conservative,is-biased,60,llama3.2:3b,
175,1134,FOX,Other,is-biased,60,llama3.2:3b,
146,1449,CNN,Liberal,is-not-biased,80,llama3.2:3b,
193,2142,FOX,Independent,is-biased,60,llama3.2:3b,
65,379,BBC,Liberal,is-biased,60,llama3.2:3b,
51,1764,BBC,Conservative,is-biased,60,llama3.2:3b,
28,694,BBC,Liberal,is-not-biased,80,llama3.2:3b,
175,1072,FOX,Liberal,is-biased,60,llama3.2:3b,
260,1135,FOX,Liberal,is-biased,80,llama3.2:3b,
283,1450,FOX,Liberal,is-biased,80,llama3.2:3b,
116,1765,CNN,Independent,is-biased,60,llama3.2:3b,
240,695,FOX,Liberal,is-biased,60,llama3.2:3b,
78,380,BBC,Conservative,is-not-biased,80,llama3.2:3b,
51,2143,BBC,Liberal,is-not-biased,80,llama3.2:3b,
224,1136,FOX,Liberal,is-biased,80,llama3.2:3b,
289,1073,FOX,Conservative,is-not-biased,80,llama3.2:3b,
204,1451,FOX,Liberal,is-biased,80,llama3.2:3b,
55,1766,BBC,Liberal,is-not-biased,90,llama3.2:3b,
211,2144,FOX,Conservative,is-biased,80,llama3.2:3b,
88,381,BBC,Conservative,is-biased,80,llama3.2:3b,
49,696,BBC,Conservative,is-not-biased,80,llama3.2:3b,
148,1074,CNN,Liberal,is-not-biased,90,llama3.2:3b,
110,1137,CNN,Conservative,is-biased,60,llama3.2:3b,
143,1452,CNN,Liberal,is-biased,80,llama3.2:3b,
192,1767,FOX,Conservative,is-biased,30,llama3.2:3b,
28,2145,BBC,Liberal,is-not-biased,80,llama3.2:3b,
198,382,FOX,Liberal,is-biased,80,llama3.2:3b,
142,697,CNN,Conservative,is-biased,80,llama3.2:3b,
95,1075,BBC,Other,is-not-biased,90,llama3.2:3b,
191,1138,FOX,Independent,is-biased,60,llama3.2:3b,
115,2146,CNN,Liberal,is-biased,30,llama3.2:3b,
20,1453,BBC,Liberal,is-not-biased,80,llama3.2:3b,
112,383,CNN,Liberal,is-biased,60,llama3.2:3b,
113,1768,CNN,Liberal,is-not-biased,80,llama3.2:3b,
98,698,BBC,Independent,is-biased,30,llama3.2:3b,
147,1076,CNN,Conservative,is-biased,60,llama3.2:3b,
77,1454,BBC,Conservative,is-not-biased,80,llama3.2:3b,
113,1139,CNN,Liberal,is-not-biased,80,llama3.2:3b,
116,1769,CNN,Conservative,is-biased,80,llama3.2:3b,
28,2147,BBC,Liberal,is-not-biased,80,llama3.2:3b,
131,384,CNN,Conservative,is-biased,60,llama3.2:3b,
144,699,CNN,Independent,is-biased,30,llama3.2:3b,
134,1077,CNN,Conservative,is-biased,60,llama3.2:3b,
157,1140,CNN,Conservative,is-biased,60,llama3.2:3b,
230,1455,FOX,Liberal,is-not-biased,90,llama3.2:3b,
276,1770,FOX,Liberal,is-biased,80,llama3.2:3b,
114,2148,CNN,Conservative,is-biased,60,llama3.2:3b,
133,385,CNN,Independent,is-biased,30,llama3.2:3b,
202,700,FOX,Other,is-biased,60,llama3.2:3b,
201,1078,FOX,Liberal,is-biased,60,llama3.2:3b,
58,1141,BBC,Independent,is-biased,60,llama3.2:3b,
115,1771,CNN,Liberal,is-biased,30,llama3.2:3b,
59,1456,BBC,Liberal,is-not-biased,80,llama3.2:3b,
192,2149,FOX,Conservative,is-biased,30,llama3.2:3b,
102,701,BBC,Liberal,is-biased,80,llama3.2:3b,
116,386,CNN,Independent,is-biased,60,llama3.2:3b,
154,1142,CNN,Conservative,is-biased,60,llama3.2:3b,
116,1079,CNN,Conservative,is-biased,80,llama3.2:3b,
155,1457,CNN,Conservative,is-not-biased,90,llama3.2:3b,
276,1772,FOX,Independent,is-biased,80,llama3.2:3b,
113,2150,CNN,Liberal,is-not-biased,80,llama3.2:3b,
11,387,BBC,Independent,is-not-biased,90,llama3.2:3b,
266,702,FOX,Independent,is-biased,80,llama3.2:3b,
90,1080,BBC,Independent,is-biased,80,llama3.2:3b,
258,1143,FOX,Independent,is-biased,60,llama3.2:3b,
41,1458,BBC,Conservative,is-not-biased,80,llama3.2:3b,
113,1773,CNN,Conservative,is-not-biased,80,llama3.2:3b,
114,2151,CNN,Conservative,is-biased,60,llama3.2:3b,
74,388,BBC,Liberal,is-biased,20,llama3.2:3b,
103,703,BBC,Independent,is-not-biased,90,llama3.2:3b,
17,1081,BBC,Liberal,is-biased,60,llama3.2:3b,
187,1144,FOX,Conservative,is-biased,60,llama3.2:3b,
250,1459,FOX,Liberal,is-biased,60,llama3.2:3b,
110,1774,CNN,Liberal,is-biased,60,llama3.2:3b,
205,2152,FOX,Liberal,is-biased,30,llama3.2:3b,
29,389,BBC,Conservative,is-biased,30,llama3.2:3b,
197,704,FOX,Conservative,is-biased,80,llama3.2:3b,
157,1082,CNN,Liberal,is-biased,60,llama3.2:3b,
24,1145,BBC,Liberal,is-not-biased,90,llama3.2:3b,
87,1460,BBC,Conservative,is-not-biased,80,llama3.2:3b,
114,1775,CNN,Other,is-not-biased,80,llama3.2:3b,
110,2153,CNN,Conservative,is-biased,60,llama3.2:3b,
266,390,FOX,Independent,is-biased,80,llama3.2:3b,
94,705,BBC,Conservative,is-biased,30,llama3.2:3b,
141,1083,CNN,Conservative,is-not-biased,80,llama3.2:3b,
251,1146,FOX,Liberal,is-biased,60,llama3.2:3b,
130,1461,CNN,Conservative,is-biased,80,llama3.2:3b,
113,1776,CNN,Conservative,is-not-biased,80,llama3.2:3b,
115,2154,CNN,Conservative,is-biased,30,llama3.2:3b,
139,391,CNN,Conservative,is-biased,80,llama3.2:3b,
218,706,FOX,Liberal,is-biased,80,llama3.2:3b,
231,1084,FOX,Liberal,is-biased,80,llama3.2:3b,
242,1147,FOX,Conservative,is-not-biased,80,llama3.2:3b,
181,1462,FOX,Liberal,is-biased,80,llama3.2:3b,
245,1777,FOX,Conservative,is-biased,60,llama3.2:3b,
114,2155,CNN,Conservative,is-biased,60,llama3.2:3b,
184,392,FOX,Liberal,is-biased,30,llama3.2:3b,
223,1085,FOX,Other,is-biased,60,llama3.2:3b,
166,707,CNN,Independent,is-biased,60,llama3.2:3b,
267,1148,FOX,Other,is-not-biased,90,llama3.2:3b,
25,1463,BBC,Independent,is-not-biased,80,llama3.2:3b,
28,1778,BBC,Independent,is-biased,60,llama3.2:3b,
211,2156,FOX,Other,is-biased,20,llama3.2:3b,
121,393,CNN,Liberal,is-not-biased,80,llama3.2:3b,
180,834,FOX,Liberal,is-not-biased,80,llama3.2:3b,
3,1590,BBC,Conservative,is-not-biased,80,llama3.2:3b,
111,1905,CNN,Other,is-biased,80,llama3.2:3b,
51,2157,BBC,Liberal,is-biased,60,llama3.2:3b,
227,835,FOX,Conservative,is-biased,80,llama3.2:3b,
114,394,CNN,Conservative,is-biased,60,llama3.2:3b,
123,1591,CNN,Liberal,is-not-biased,90,llama3.2:3b,
205,1906,FOX,Liberal,is-biased,60,llama3.2:3b,
110,2158,CNN,Independent,is-biased,60,llama3.2:3b,
135,395,CNN,Independent,is-not-biased,90,llama3.2:3b,
109,836,BBC,Conservative,is-biased,30,llama3.2:3b,
62,2159,BBC,Independent,is-biased,80,llama3.2:3b,
112,1907,CNN,Other,is-biased,60,llama3.2:3b,
125,1592,CNN,Conservative,is-not-biased,80,llama3.2:3b,
263,396,FOX,Liberal,is-biased,80,llama3.2:3b,
260,837,FOX,Independent,is-biased,60,llama3.2:3b,
260,1593,FOX,Liberal,is-biased,80,llama3.2:3b,
50,1908,BBC,Liberal,is-biased,90,llama3.2:3b,
113,2160,CNN,Independent,is-not-biased,80,llama3.2:3b,
230,397,FOX,Conservative,is-not-biased,90,llama3.2:3b,
72,838,BBC,Liberal,is-not-biased,90,llama3.2:3b,
127,1594,CNN,Independent,is-not-biased,80,llama3.2:3b,
112,1909,CNN,Liberal,is-biased,60,llama3.2:3b,
110,2161,CNN,Liberal,is-biased,60,llama3.2:3b,
20,398,BBC,Conservative,is-not-biased,80,llama3.2:3b,
136,839,CNN,Liberal,is-not-biased,80,llama3.2:3b,
281,1595,FOX,Conservative,is-biased,60,llama3.2:3b,
116,1910,CNN,Independent,is-biased,60,llama3.2:3b,
23,399,BBC,Liberal,is-not-biased,90,llama3.2:3b,
112,2162,CNN,Independent,is-biased,60,llama3.2:3b,
261,840,FOX,Liberal,is-biased,80,llama3.2:3b,
289,1596,FOX,Conservative,is-not-biased,80,llama3.2:3b,
2,1911,BBC,Other,is-not-biased,90,llama3.2:3b,
110,2163,CNN,Conservative,is-biased,60,llama3.2:3b,
273,400,FOX,Liberal,is-biased,80,llama3.2:3b,
174,841,FOX,Conservative,is-biased,60,llama3.2:3b,
72,1597,BBC,Conservative,is-not-biased,80,llama3.2:3b,
114,2164,CNN,Independent,is-biased,60,llama3.2:3b,
58,1912,BBC,Liberal,is-biased,60,llama3.2:3b,
280,401,FOX,Independent,is-biased,60,llama3.2:3b,
175,842,FOX,Independent,is-biased,60,llama3.2:3b,
193,1913,FOX,Conservative,is-biased,60,llama3.2:3b,
263,1598,FOX,Liberal,is-biased,80,llama3.2:3b,
115,2165,CNN,Conservative,is-biased,30,llama3.2:3b,
213,1599,FOX,Liberal,is-biased,80,llama3.2:3b,
265,402,FOX,Liberal,is-biased,80,llama3.2:3b,
33,843,BBC,Liberal,is-biased,60,llama3.2:3b,
222,1914,FOX,Liberal,is-biased,80,llama3.2:3b,
116,2166,CNN,Liberal,is-biased,80,llama3.2:3b,
206,403,FOX,Liberal,is-biased,20,llama3.2:3b,
94,844,BBC,Conservative,is-biased,30,llama3.2:3b,
119,1600,CNN,Independent,is-not-biased,80,llama3.2:3b,
193,1915,FOX,Independent,is-biased,60,llama3.2:3b,
234,404,FOX,Liberal,is-biased,80,llama3.2:3b,
58,2167,BBC,Conservative,is-not-biased,80,llama3.2:3b,
152,845,CNN,Liberal,is-biased,80,llama3.2:3b,
72,1601,BBC,Conservative,is-not-biased,80,llama3.2:3b,
59,1916,BBC,Liberal,is-not-biased,80,llama3.2:3b,
222,2168,FOX,Conservative,is-not-biased,80,llama3.2:3b,
18,405,BBC,Independent,is-not-biased,80,llama3.2:3b,
146,846,CNN,Liberal,is-not-biased,80,llama3.2:3b,
118,1602,CNN,Independent,is-not-biased,80,llama3.2:3b,
111,1917,CNN,Conservative,is-biased,80,llama3.2:3b,
259,2169,FOX,Independent,is-biased,60,llama3.2:3b,
194,406,FOX,Independent,is-biased,60,llama3.2:3b,
160,847,CNN,Conservative,is-biased,80,llama3.2:3b,
70,1603,BBC,Conservative,is-biased,60,llama3.2:3b,
193,1918,FOX,Independent,is-biased,60,llama3.2:3b,
36,2170,BBC,Liberal,is-not-biased,90,llama3.2:3b,
184,1604,FOX,Liberal,is-biased,30,llama3.2:3b,
132,407,CNN,Independent,is-not-biased,80,llama3.2:3b,
157,848,CNN,Liberal,is-biased,60,llama3.2:3b,
112,1919,CNN,Liberal,is-biased,60,llama3.2:3b,
54,2171,BBC,Independent,is-biased,70,llama3.2:3b,
158,408,CNN,Other,is-not-biased,90,llama3.2:3b,
277,849,FOX,Conservative,is-not-biased,90,llama3.2:3b,
57,1920,BBC,Liberal,is-not-biased,90,llama3.2:3b,
76,1605,BBC,Liberal,is-not-biased,90,llama3.2:3b,
48,2172,BBC,Liberal,is-biased,80,llama3.2:3b,
127,409,CNN,Liberal,is-not-biased,80,llama3.2:3b,
65,1606,BBC,Liberal,is-biased,60,llama3.2:3b,
105,850,BBC,Conservative,is-biased,30,llama3.2:3b,
268,1921,FOX,Independent,is-biased,80,llama3.2:3b,
58,2173,BBC,Other,is-biased,60,llama3.2:3b,
123,410,CNN,Liberal,is-not-biased,90,llama3.2:3b,
125,851,CNN,Conservative,is-not-biased,80,llama3.2:3b,
127,1607,CNN,Liberal,is-not-biased,80,llama3.2:3b,
265,1922,FOX,Independent,is-biased,80,llama3.2:3b,
193,2174,FOX,Liberal,is-biased,80,llama3.2:3b,
175,411,FOX,Liberal,is-biased,60,llama3.2:3b,
76,1608,BBC,Conservative,is-not-biased,90,llama3.2:3b,
51,852,BBC,Independent,is-not-biased,80,llama3.2:3b,
195,1923,FOX,Liberal,is-biased,80,llama3.2:3b,
62,2175,BBC,Liberal,is-not-biased,90,llama3.2:3b,
118,412,CNN,Liberal,is-not-biased,80,llama3.2:3b,
141,853,CNN,Independent,is-not-biased,80,llama3.2:3b,
73,1609,BBC,Liberal,is-not-biased,80,llama3.2:3b,
58,1924,BBC,Liberal,is-biased,60,llama3.2:3b,
50,2176,BBC,Liberal,is-biased,80,llama3.2:3b,
151,413,CNN,Liberal,is-not-biased,90,llama3.2:3b,
244,854,FOX,Liberal,is-biased,60,llama3.2:3b,
115,1925,CNN,Liberal,is-biased,30,llama3.2:3b,
70,1610,BBC,Liberal,is-biased,30,llama3.2:3b,
111,2177,CNN,Conservative,is-biased,80,llama3.2:3b,
242,855,FOX,Other,is-not-biased,80,llama3.2:3b,
76,414,BBC,Liberal,is-not-biased,90,llama3.2:3b,
117,1611,CNN,Independent,is-not-biased,90,llama3.2:3b,
193,2178,FOX,Liberal,is-biased,60,llama3.2:3b,
111,1926,CNN,Liberal,is-biased,80,llama3.2:3b,
197,415,FOX,Liberal,is-biased,80,llama3.2:3b,
25,856,BBC,Liberal,is-biased,60,llama3.2:3b,
266,416,FOX,Liberal,is-biased,80,llama3.2:3b,
116,1927,CNN,Independent,is-biased,60,llama3.2:3b,
125,1612,CNN,Liberal,is-not-biased,80,llama3.2:3b,
6,857,BBC,Conservative,is-biased,60,llama3.2:3b,
193,1928,FOX,Liberal,is-biased,60,llama3.2:3b,
99,417,BBC,Other,is-not-biased,90,llama3.2:3b,
122,1613,CNN,Independent,is-not-biased,80,llama3.2:3b,
152,858,CNN,Independent,is-biased,80,llama3.2:3b,
248,1614,FOX,Conservative,is-biased,80,llama3.2:3b,
62,1929,BBC,Liberal,is-biased,20,llama3.2:3b,
3,418,BBC,Liberal,is-not-biased,80,llama3.2:3b,
106,859,BBC,Conservative,is-not-biased,90,llama3.2:3b,
69,1615,BBC,Conservative,is-biased,60,llama3.2:3b,
19,1930,BBC,Conservative,is-not-biased,90,llama3.2:3b,
144,419,CNN,Liberal,is-biased,30,llama3.2:3b,
227,860,FOX,Liberal,is-biased,80,llama3.2:3b,
3,1616,BBC,Liberal,is-not-biased,80,llama3.2:3b,
27,1931,BBC,Liberal,is-biased,60,llama3.2:3b,
156,420,CNN,Liberal,is-not-biased,90,llama3.2:3b,
262,861,FOX,Liberal,is-biased,80,llama3.2:3b,
288,1617,FOX,Liberal,is-biased,80,llama3.2:3b,
215,1932,FOX,Liberal,is-biased,30,llama3.2:3b,
141,862,CNN,Conservative,is-not-biased,80,llama3.2:3b,
139,421,CNN,Conservative,is-biased,80,llama3.2:3b,
213,1618,FOX,Conservative,is-biased,60,llama3.2:3b,
110,1933,CNN,Independent,is-biased,60,llama3.2:3b,
233,422,FOX,Conservative,is-not-biased,80,llama3.2:3b,
119,1619,CNN,Conservative,is-not-biased,80,llama3.2:3b,
10,863,BBC,Independent,is-not-biased,90,llama3.2:3b,
268,1934,FOX,Liberal,is-biased,80,llama3.2:3b,
200,423,FOX,Liberal,is-not-biased,80,llama3.2:3b,
266,864,FOX,Liberal,is-biased,80,llama3.2:3b,
118,1620,CNN,Independent,is-not-biased,80,llama3.2:3b,
110,1935,CNN,Liberal,is-biased,60,llama3.2:3b,
62,424,BBC,Conservative,is-biased,80,llama3.2:3b,
242,865,FOX,Conservative,is-not-biased,80,llama3.2:3b,
75,1621,BBC,Liberal,is-not-biased,80,llama3.2:3b,
195,1936,FOX,Conservative,is-biased,80,llama3.2:3b,
146,425,CNN,Conservative,is-biased,60,llama3.2:3b,
1,866,BBC,Liberal,is-biased,60,llama3.2:3b,
71,1622,BBC,Independent,is-biased,60,llama3.2:3b,
22,426,BBC,Independent,is-not-biased,90,llama3.2:3b,
16,1937,BBC,Liberal,is-not-biased,90,llama3.2:3b,
33,867,BBC,Liberal,is-not-biased,80,llama3.2:3b,
119,1623,CNN,Liberal,is-not-biased,80,llama3.2:3b,
62,1938,BBC,Independent,is-biased,80,llama3.2:3b,
130,427,CNN,Conservative,is-biased,80,llama3.2:3b,
220,868,FOX,Conservative,is-not-biased,90,llama3.2:3b,
128,1624,CNN,Liberal,is-not-biased,80,llama3.2:3b,
28,1939,BBC,Liberal,is-not-biased,80,llama3.2:3b,
161,428,CNN,Conservative,is-not-biased,80,llama3.2:3b,
127,869,CNN,Liberal,is-not-biased,80,llama3.2:3b,
123,1625,CNN,Conservative,is-biased,60,llama3.2:3b,
134,429,CNN,Liberal,is-biased,60,llama3.2:3b,
113,1940,CNN,Independent,is-not-biased,80,llama3.2:3b,
169,870,CNN,Liberal,is-biased,60,llama3.2:3b,
260,1626,FOX,Liberal,is-biased,80,llama3.2:3b,
212,430,FOX,Independent,is-biased,30,llama3.2:3b,
211,1941,FOX,Liberal,is-biased,80,llama3.2:3b,
14,871,BBC,Conservative,is-biased,60,llama3.2:3b,
119,1627,CNN,Liberal,is-not-biased,80,llama3.2:3b,
182,431,FOX,Liberal,is-biased,80,llama3.2:3b,
112,1942,CNN,Conservative,is-biased,60,llama3.2:3b,
276,872,FOX,Conservative,is-biased,80,llama3.2:3b,
119,1628,CNN,Liberal,is-not-biased,80,llama3.2:3b,
242,432,FOX,Liberal,is-not-biased,80,llama3.2:3b,
278,1943,FOX,Independent,is-biased,60,llama3.2:3b,
145,873,CNN,Liberal,is-not-biased,80,llama3.2:3b,
65,1629,BBC,Conservative,is-biased,60,llama3.2:3b,
57,433,BBC,Conservative,is-not-biased,90,llama3.2:3b,
115,1944,CNN,Conservative,is-biased,30,llama3.2:3b,
136,874,CNN,Independent,is-not-biased,80,llama3.2:3b,
76,1630,BBC,Independent,is-not-biased,90,llama3.2:3b,
111,1945,CNN,Conservative,is-biased,80,llama3.2:3b,
110,434,CNN,Conservative,is-biased,60,llama3.2:3b,
63,1631,BBC,Liberal,is-not-biased,90,llama3.2:3b,
110,875,CNN,Conservative,is-biased,60,llama3.2:3b,
215,1946,FOX,Conservative,is-not-biased,90,llama3.2:3b,
151,435,CNN,Liberal,is-not-biased,90,llama3.2:3b,
194,876,FOX,Liberal,is-biased,80,llama3.2:3b,
262,1632,FOX,Liberal,is-biased,30,llama3.2:3b,
50,1947,BBC,Independent,is-biased,80,llama3.2:3b,
203,436,FOX,Conservative,is-not-biased,90,llama3.2:3b,
231,877,FOX,Conservative,is-biased,80,llama3.2:3b,
115,1948,CNN,Liberal,is-biased,30,llama3.2:3b,
121,1633,CNN,Other,is-not-biased,80,llama3.2:3b,
127,878,CNN,Independent,is-not-biased,80,llama3.2:3b,
22,437,BBC,Conservative,is-not-biased,90,llama3.2:3b,
126,1634,CNN,Conservative,is-not-biased,80,llama3.2:3b,
238,1949,FOX,Independent,is-not-biased,80,llama3.2:3b,
245,438,FOX,Conservative,is-biased,60,llama3.2:3b,
146,879,CNN,Independent,is-not-biased,80,llama3.2:3b,
72,1635,BBC,Liberal,is-not-biased,90,llama3.2:3b,
58,1950,BBC,Liberal,is-not-biased,80,llama3.2:3b,
101,439,BBC,Liberal,is-not-biased,90,llama3.2:3b,
161,880,CNN,Independent,is-not-biased,80,llama3.2:3b,
123,1636,CNN,Liberal,is-not-biased,90,llama3.2:3b,
54,1951,BBC,Independent,is-biased,70,llama3.2:3b,
145,440,CNN,Conservative,is-biased,80,llama3.2:3b,
274,881,FOX,Conservative,is-biased,80,llama3.2:3b,
193,1952,FOX,Independent,is-biased,60,llama3.2:3b,
127,1637,CNN,Independent,is-not-biased,80,llama3.2:3b,
253,441,FOX,Liberal,is-biased,60,llama3.2:3b,
152,882,CNN,Liberal,is-biased,80,llama3.2:3b,
286,1638,FOX,Conservative,is-biased,80,llama3.2:3b,
192,1953,FOX,Liberal,is-biased,30,llama3.2:3b,
130,442,CNN,Liberal,is-biased,80,llama3.2:3b,
88,883,BBC,Conservative,is-biased,80,llama3.2:3b,
32,1639,BBC,Conservative,is-not-biased,80,llama3.2:3b,
113,1954,CNN,Conservative,is-not-biased,80,llama3.2:3b,
39,884,BBC,Conservative,is-biased,80,llama3.2:3b,
83,443,BBC,Conservative,is-biased,80,llama3.2:3b,
119,1640,CNN,Liberal,is-not-biased,80,llama3.2:3b,
19,1955,BBC,Conservative,is-not-biased,90,llama3.2:3b,
220,444,FOX,Independent,is-not-biased,80,llama3.2:3b,
211,885,FOX,Liberal,is-biased,80,llama3.2:3b,
121,1641,CNN,Conservative,is-not-biased,80,llama3.2:3b,
112,1956,CNN,Independent,is-biased,60,llama3.2:3b,
257,886,FOX,Independent,is-biased,60,llama3.2:3b,
274,445,FOX,Liberal,is-biased,80,llama3.2:3b,
70,1642,BBC,Conservative,is-biased,60,llama3.2:3b,
51,1957,BBC,Conservative,is-biased,60,llama3.2:3b,
213,887,FOX,Liberal,is-biased,80,llama3.2:3b,
187,446,FOX,Conservative,is-biased,60,llama3.2:3b,
4,1643,BBC,Independent,is-not-biased,80,llama3.2:3b,
276,1958,FOX,Independent,is-biased,80,llama3.2:3b,
101,888,BBC,Liberal,is-not-biased,80,llama3.2:3b,
139,447,CNN,Liberal,is-biased,80,llama3.2:3b,
76,1644,BBC,Liberal,is-not-biased,90,llama3.2:3b,
45,1959,BBC,Liberal,is-not-biased,80,llama3.2:3b,
201,448,FOX,Independent,is-biased,60,llama3.2:3b,
154,889,CNN,Independent,is-biased,60,llama3.2:3b,
239,449,FOX,Conservative,is-biased,60,llama3.2:3b,
15,1645,BBC,Liberal,is-not-biased,90,llama3.2:3b,
110,1960,CNN,Independent,is-biased,60,llama3.2:3b,
88,890,BBC,Conservative,is-biased,80,llama3.2:3b,
124,1646,CNN,Conservative,is-not-biased,80,llama3.2:3b,
262,891,FOX,Liberal,is-biased,30,llama3.2:3b,
267,450,FOX,Conservative,is-not-biased,90,llama3.2:3b,
113,1961,CNN,Liberal,is-not-biased,80,llama3.2:3b,
