article_id,index,politics,age,gender,llm_assessment,llm_confidence,llm_model,llm_error
169,213,Liberal,35,Male,is-biased,60,llama3.2:3b,
75,339,Independent,66,Female,is-not-biased,80,llama3.2:3b,
262,1410,Conservative,32,Male,is-biased,20,llama3.2:3b,
191,1473,Independent,23,Male,is-biased,60,llama3.2:3b,
213,1599,Liberal,33,Male,is-biased,60,llama3.2:3b,
16,2040,Liberal,41,Female,is-not-biased,90,llama3.2:3b,
105,214,Independent,47,Male,is-not-biased,80,llama3.2:3b,
62,340,Liberal,24,Male,is-biased,80,llama3.2:3b,
235,1474,Liberal,36,Female,is-not-biased,80,llama3.2:3b,
119,1600,Independent,39,Male,is-not-biased,80,llama3.2:3b,
114,2041,Conservative,36,Male,is-biased,60,llama3.2:3b,
76,215,Conservative,32,Male,is-not-biased,90,llama3.2:3b,
136,341,Independent,27,Male,is-not-biased,80,llama3.2:3b,
95,1412,Conservative,45,Female,is-not-biased,90,llama3.2:3b,
29,1411,Conservative,38,Female,is-biased,60,llama3.2:3b,
151,1475,Independent,44,Female,is-not-biased,80,llama3.2:3b,
72,1601,Conservative,31,Female,is-not-biased,80,llama3.2:3b,
110,2042,Conservative,54,Male,is-biased,60,llama3.2:3b,
154,216,Conservative,47,Female,is-not-biased,80,llama3.2:3b,
73,342,Independent,25,Female,is-not-biased,80,llama3.2:3b,
141,1413,Conservative,44,Male,is-not-biased,80,llama3.2:3b,
248,1476,Conservative,25,Female,is-biased,60,llama3.2:3b,
118,1602,Independent,25,Male,is-not-biased,80,llama3.2:3b,
16,2043,Conservative,29,Female,is-not-biased,90,llama3.2:3b,
121,1414,Conservative,35,Male,is-not-biased,80,llama3.2:3b,
20,217,Liberal,38,Female,is-not-biased,80,llama3.2:3b,
90,1477,Conservative,20,Female,is-biased,80,llama3.2:3b,
70,1603,Conservative,28,Male,is-biased,60,llama3.2:3b,
150,343,Independent,32,Male,is-not-biased,80,llama3.2:3b,
115,2044,Liberal,44,Female,is-not-biased,90,llama3.2:3b,
77,218,Liberal,39,Female,is-not-biased,80,llama3.2:3b,
203,344,Liberal,34,Male,is-not-biased,90,llama3.2:3b,
241,1478,Liberal,32,Female,is-biased,80,llama3.2:3b,
95,1415,Liberal,31,Female,is-not-biased,90,llama3.2:3b,
182,219,Independent,48,Female,is-biased,60,llama3.2:3b,
245,2045,Conservative,33,Female,is-biased,60,llama3.2:3b,
184,1604,Liberal,35,Female,is-not-biased,90,llama3.2:3b,
129,345,Liberal,39,Female,is-biased,60,llama3.2:3b,
152,1416,Liberal,34,Female,is-biased,80,llama3.2:3b,
163,1479,Independent,44,Male,is-not-biased,80,llama3.2:3b,
114,2046,Liberal,20,Female,is-biased,60,llama3.2:3b,
76,1605,Liberal,25,Male,is-not-biased,90,llama3.2:3b,
275,346,Independent,61,Male,is-biased,80,llama3.2:3b,
168,220,Conservative,31,Male,is-biased,60,llama3.2:3b,
286,1417,Liberal,38,Female,is-not-biased,90,llama3.2:3b,
136,1480,Conservative,57,Female,is-not-biased,80,llama3.2:3b,
65,1606,Liberal,35,Male,is-biased,80,llama3.2:3b,
195,2047,Independent,21,Female,is-biased,80,llama3.2:3b,
155,347,Liberal,52,Male,is-not-biased,90,llama3.2:3b,
152,221,Independent,40,Male,is-biased,80,llama3.2:3b,
76,1418,Other,60,Male,is-not-biased,90,llama3.2:3b,
136,1481,Conservative,36,Male,is-not-biased,80,llama3.2:3b,
127,1607,Liberal,35,Male,is-not-biased,80,llama3.2:3b,
90,222,Liberal,48,Male,is-biased,80,llama3.2:3b,
12,2048,Liberal,36,Male,is-not-biased,90,llama3.2:3b,
93,348,Independent,53,Female,is-not-biased,80,llama3.2:3b,
81,1482,Conservative,23,Female,is-not-biased,90,llama3.2:3b,
59,1419,Liberal,29,Male,is-biased,60,llama3.2:3b,
76,1608,Conservative,40,Male,is-not-biased,90,llama3.2:3b,
62,2049,Liberal,30,Male,is-biased,80,llama3.2:3b,
72,223,Conservative,39,Male,is-not-biased,80,llama3.2:3b,
75,1420,Conservative,31,Female,is-not-biased,90,llama3.2:3b,
146,349,Conservative,42,Male,is-not-biased,80,llama3.2:3b,
10,1483,Liberal,33,Female,is-not-biased,90,llama3.2:3b,
192,2050,Liberal,47,Male,is-biased,30,llama3.2:3b,
73,1609,Liberal,34,Male,is-not-biased,90,llama3.2:3b,
256,224,Liberal,28,Male,is-biased,80,llama3.2:3b,
166,350,Independent,29,Male,is-biased,60,llama3.2:3b,
132,1421,Conservative,34,Male,is-not-biased,80,llama3.2:3b,
34,1484,Conservative,35,Male,is-not-biased,80,llama3.2:3b,
70,1610,Liberal,40,Male,is-biased,30,llama3.2:3b,
54,2051,Conservative,31,Female,is-biased,80,llama3.2:3b,
167,225,Independent,20,Female,is-biased,60,llama3.2:3b,
43,351,Liberal,58,Male,is-not-biased,80,llama3.2:3b,
195,1422,Independent,47,Female,is-biased,80,llama3.2:3b,
133,1485,Liberal,31,Female,is-biased,20,llama3.2:3b,
123,226,Independent,25,Male,is-biased,60,llama3.2:3b,
114,2052,Conservative,54,Female,is-biased,60,llama3.2:3b,
117,1611,Independent,51,Female,is-not-biased,90,llama3.2:3b,
195,352,Conservative,25,Female,is-biased,80,llama3.2:3b,
230,1423,Liberal,25,Female,is-not-biased,90,llama3.2:3b,
21,1486,Conservative,40,Male,is-not-biased,80,llama3.2:3b,
97,227,Conservative,25,Male,is-not-biased,90,llama3.2:3b,
125,1612,Liberal,39,Male,is-not-biased,80,llama3.2:3b,
112,2053,Liberal,27,Female,is-biased,80,llama3.2:3b,
281,1424,Conservative,50,Male,is-not-biased,80,llama3.2:3b,
157,353,Independent,41,Female,is-biased,60,llama3.2:3b,
267,1487,Conservative,59,Female,is-not-biased,90,llama3.2:3b,
211,2054,Liberal,35,Male,is-biased,80,llama3.2:3b,
122,1613,Independent,51,Male,is-not-biased,80,llama3.2:3b,
111,228,Conservative,31,Male,is-biased,80,llama3.2:3b,
152,354,Conservative,36,Female,is-biased,80,llama3.2:3b,
104,1425,Conservative,30,Male,is-biased,80,llama3.2:3b,
248,1614,Conservative,32,Male,is-biased,60,llama3.2:3b,
265,2055,Liberal,52,Female,is-biased,80,llama3.2:3b,
137,1488,Conservative,34,Male,is-biased,80,llama3.2:3b,
99,355,Liberal,34,Female,is-not-biased,90,llama3.2:3b,
13,229,Liberal,29,Female,is-not-biased,90,llama3.2:3b,
164,1426,Conservative,43,Male,is-not-biased,80,llama3.2:3b,
69,1615,Conservative,25,Male,is-biased,60,llama3.2:3b,
136,1489,Conservative,50,Female,is-not-biased,80,llama3.2:3b,
57,230,Liberal,42,Female,is-not-biased,90,llama3.2:3b,
193,2056,Liberal,24,Female,is-not-biased,80,llama3.2:3b,
223,1427,Liberal,64,Female,is-not-biased,80,llama3.2:3b,
20,356,Liberal,25,Male,is-not-biased,80,llama3.2:3b,
80,1490,Conservative,31,Male,is-biased,30,llama3.2:3b,
3,1616,Liberal,56,Male,is-not-biased,80,llama3.2:3b,
111,2057,Independent,22,Male,is-biased,80,llama3.2:3b,
115,231,Liberal,27,Female,is-not-biased,90,llama3.2:3b,
160,357,Conservative,32,Male,is-biased,60,llama3.2:3b,
148,1428,Independent,41,Male,is-not-biased,90,llama3.2:3b,
74,1491,Independent,30,Male,is-biased,20,llama3.2:3b,
288,1617,Liberal,40,Male,is-biased,80,llama3.2:3b,
116,2058,Liberal,26,Female,is-biased,80,llama3.2:3b,
123,358,Conservative,59,Male,is-biased,60,llama3.2:3b,
165,232,Liberal,36,Female,is-biased,60,llama3.2:3b,
155,1429,Conservative,32,Male,is-not-biased,90,llama3.2:3b,
213,1618,Conservative,30,Male,is-biased,60,llama3.2:3b,
131,1492,Conservative,38,Male,is-biased,60,llama3.2:3b,
245,2059,Liberal,31,Female,is-biased,60,llama3.2:3b,
271,233,Independent,24,Male,is-biased,60,llama3.2:3b,
116,359,Liberal,62,Male,is-biased,80,llama3.2:3b,
74,1493,Liberal,35,Male,is-biased,20,llama3.2:3b,
133,1430,Conservative,30,Female,is-biased,80,llama3.2:3b,
119,1619,Conservative,34,Female,is-not-biased,80,llama3.2:3b,
28,2060,Conservative,37,Female,is-not-biased,80,llama3.2:3b,
89,234,Independent,27,Male,is-not-biased,80,llama3.2:3b,
263,360,Conservative,26,Female,is-not-biased,80,llama3.2:3b,
121,1431,Liberal,48,Male,is-not-biased,80,llama3.2:3b,
133,1494,Conservative,25,Female,is-biased,30,llama3.2:3b,
81,235,Liberal,46,Male,is-not-biased,90,llama3.2:3b,
118,1620,Independent,44,Male,is-not-biased,80,llama3.2:3b,
215,2061,Conservative,25,Male,is-not-biased,90,llama3.2:3b,
171,361,Independent,31,Male,is-biased,60,llama3.2:3b,
129,1432,Conservative,32,Male,is-biased,60,llama3.2:3b,
29,1495,Conservative,44,Female,is-biased,30,llama3.2:3b,
75,1621,Liberal,48,Female,is-not-biased,80,llama3.2:3b,
114,2062,Liberal,44,Male,is-biased,60,llama3.2:3b,
204,236,Other,36,Male,is-biased,80,llama3.2:3b,
25,362,Liberal,24,Male,is-biased,60,llama3.2:3b,
114,1433,Independent,37,Female,is-not-biased,80,llama3.2:3b,
130,1496,Independent,25,Female,is-biased,70,llama3.2:3b,
71,1622,Independent,25,Female,is-biased,60,llama3.2:3b,
111,2063,Conservative,35,Male,is-biased,80,llama3.2:3b,
133,237,Liberal,30,Female,is-biased,30,llama3.2:3b,
122,363,Independent,34,Female,is-not-biased,80,llama3.2:3b,
112,1434,Conservative,25,Male,is-biased,80,llama3.2:3b,
119,1623,Liberal,29,Male,is-not-biased,80,llama3.2:3b,
132,1497,Liberal,45,Female,is-not-biased,80,llama3.2:3b,
259,2064,Other,30,Male,is-biased,60,llama3.2:3b,
116,238,Liberal,52,Male,is-biased,80,llama3.2:3b,
114,364,Liberal,21,Female,is-biased,60,llama3.2:3b,
109,1435,Conservative,47,Male,is-biased,80,llama3.2:3b,
128,1624,Liberal,39,Female,is-not-biased,80,llama3.2:3b,
131,1498,Liberal,37,Female,is-biased,60,llama3.2:3b,
50,2065,Conservative,28,Female,is-biased,80,llama3.2:3b,
242,239,Liberal,52,Female,is-not-biased,80,llama3.2:3b,
101,365,Conservative,47,Male,is-not-biased,80,llama3.2:3b,
159,1436,Independent,36,Male,is-biased,80,llama3.2:3b,
123,1625,Conservative,66,Female,is-biased,60,llama3.2:3b,
179,1499,Liberal,40,Male,is-biased,60,llama3.2:3b,
211,2066,Liberal,34,Male,is-biased,80,llama3.2:3b,
50,240,Independent,47,Male,is-biased,80,llama3.2:3b,
40,366,Liberal,26,Female,is-biased,60,llama3.2:3b,
94,1437,Liberal,48,Male,is-biased,20,llama3.2:3b,
258,1500,Independent,28,Female,is-not-biased,90,llama3.2:3b,
55,2067,Independent,33,Male,is-not-biased,95,llama3.2:3b,
155,241,Liberal,37,Female,is-not-biased,80,llama3.2:3b,
220,367,Liberal,28,Male,is-not-biased,90,llama3.2:3b,
204,1438,Independent,30,Male,is-biased,60,llama3.2:3b,
260,1626,Liberal,31,Female,is-biased,60,llama3.2:3b,
14,1501,Independent,62,Male,is-biased,60,llama3.2:3b,
119,1627,Liberal,28,Male,is-not-biased,80,llama3.2:3b,
60,2068,Independent,40,Female,is-biased,80,llama3.2:3b,
97,368,Liberal,27,Male,is-not-biased,90,llama3.2:3b,
151,242,Liberal,44,Male,is-not-biased,90,llama3.2:3b,
80,1502,Liberal,35,Male,is-biased,80,llama3.2:3b,
161,1439,Independent,26,Female,is-not-biased,80,llama3.2:3b,
119,1628,Liberal,52,Male,is-not-biased,80,llama3.2:3b,
112,2069,Independent,25,Female,is-biased,60,llama3.2:3b,
192,369,Conservative,25,Male,is-biased,30,llama3.2:3b,
160,243,Conservative,47,Male,is-biased,80,llama3.2:3b,
173,1440,Liberal,22,Male,is-biased,80,llama3.2:3b,
65,1629,Conservative,30,Male,is-biased,60,llama3.2:3b,
10,1503,Conservative,31,Male,is-not-biased,90,llama3.2:3b,
172,244,Conservative,39,Female,is-not-biased,80,llama3.2:3b,
110,2070,Independent,38,Male,is-biased,60,llama3.2:3b,
282,1441,Liberal,31,Female,is-not-biased,90,llama3.2:3b,
29,1504,Liberal,39,Male,is-biased,60,llama3.2:3b,
263,370,Liberal,48,Female,is-not-biased,80,llama3.2:3b,
76,1630,Independent,30,Female,is-not-biased,90,llama3.2:3b,
153,245,Liberal,43,Female,is-not-biased,80,llama3.2:3b,
211,2071,Independent,28,Male,is-biased,60,llama3.2:3b,
2,371,Independent,30,Male,is-not-biased,90,llama3.2:3b,
268,1442,Other,38,Female,is-biased,80,llama3.2:3b,
63,1631,Liberal,38,Female,is-not-biased,90,llama3.2:3b,
242,1505,Liberal,26,Male,is-not-biased,80,llama3.2:3b,
114,2072,Liberal,33,Male,is-biased,60,llama3.2:3b,
240,246,Conservative,27,Female,is-biased,60,llama3.2:3b,
186,1443,Independent,31,Male,is-not-biased,80,llama3.2:3b,
91,372,Liberal,28,Female,is-not-biased,90,llama3.2:3b,
262,1632,Liberal,37,Male,is-biased,20,llama3.2:3b,
75,1506,Conservative,36,Male,is-not-biased,90,llama3.2:3b,
243,247,Conservative,25,Male,is-not-biased,90,llama3.2:3b,
45,2073,Other,70,Male,is-not-biased,80,llama3.2:3b,
153,373,Conservative,54,Male,is-not-biased,80,llama3.2:3b,
157,1444,Conservative,47,Male,is-biased,60,llama3.2:3b,
63,374,Other,55,Male,is-not-biased,90,llama3.2:3b,
208,1507,Conservative,46,Male,is-not-biased,80,llama3.2:3b,
121,1633,Other,43,Female,is-not-biased,80,llama3.2:3b,
116,2074,Independent,25,Female,is-biased,80,llama3.2:3b,
101,1445,Conservative,40,Male,is-not-biased,80,llama3.2:3b,
170,248,Conservative,37,Male,is-not-biased,90,llama3.2:3b,
43,1508,Conservative,50,Female,is-not-biased,80,llama3.2:3b,
126,1634,Conservative,36,Male,is-not-biased,90,llama3.2:3b,
114,2075,Liberal,31,Female,is-biased,60,llama3.2:3b,
101,249,Conservative,42,Male,is-not-biased,80,llama3.2:3b,
109,1446,Liberal,49,Male,is-biased,30,llama3.2:3b,
129,1509,Liberal,41,Female,is-biased,60,llama3.2:3b,
72,1635,Liberal,41,Male,is-not-biased,90,llama3.2:3b,
125,375,Liberal,25,Male,is-not-biased,80,llama3.2:3b,
193,2076,Independent,21,Male,is-biased,60,llama3.2:3b,
186,250,Liberal,48,Male,is-not-biased,80,llama3.2:3b,
98,1447,Independent,30,Male,is-biased,20,llama3.2:3b,
9,376,Liberal,30,Female,is-not-biased,80,llama3.2:3b,
123,1636,Liberal,34,Female,is-biased,80,llama3.2:3b,
132,1510,Conservative,31,Male,is-not-biased,80,llama3.2:3b,
248,251,Liberal,21,Female,is-biased,60,llama3.2:3b,
230,377,Conservative,70,Male,is-not-biased,90,llama3.2:3b,
215,2077,Liberal,76,Female,is-not-biased,90,llama3.2:3b,
122,1448,Conservative,57,Male,is-not-biased,80,llama3.2:3b,
127,1637,Independent,28,Male,is-biased,60,llama3.2:3b,
258,1511,Conservative,30,Male,is-not-biased,90,llama3.2:3b,
193,2078,Independent,28,Male,is-biased,60,llama3.2:3b,
253,252,Conservative,36,Male,is-biased,60,llama3.2:3b,
162,378,Liberal,30,Male,is-biased,80,llama3.2:3b,
130,1512,Conservative,56,Female,is-biased,80,llama3.2:3b,
146,1449,Liberal,25,Female,is-not-biased,80,llama3.2:3b,
286,1638,Conservative,66,Female,is-not-biased,90,llama3.2:3b,
246,253,Independent,24,Male,is-biased,60,llama3.2:3b,
259,2079,Conservative,31,Male,is-biased,80,llama3.2:3b,
65,379,Liberal,52,Male,is-biased,80,llama3.2:3b,
182,1513,Conservative,25,Female,is-biased,80,llama3.2:3b,
283,1450,Liberal,31,Female,is-not-biased,80,llama3.2:3b,
37,2080,Liberal,25,Female,is-not-biased,80,llama3.2:3b,
32,1639,Conservative,36,Female,is-not-biased,80,llama3.2:3b,
181,254,Liberal,25,Male,is-not-biased,80,llama3.2:3b,
78,380,Conservative,36,Male,is-biased,60,llama3.2:3b,
204,1451,Liberal,32,Male,is-biased,80,llama3.2:3b,
74,1514,Liberal,31,Female,is-biased,20,llama3.2:3b,
119,1640,Liberal,68,Female,is-not-biased,90,llama3.2:3b,
222,2081,Independent,31,Male,is-not-biased,90,llama3.2:3b,
199,255,Conservative,30,Male,is-not-biased,80,llama3.2:3b,
88,381,Conservative,33,Male,is-biased,80,llama3.2:3b,
143,1452,Liberal,49,Male,is-biased,80,llama3.2:3b,
121,1641,Conservative,49,Male,is-not-biased,80,llama3.2:3b,
61,2082,Conservative,45,Male,is-biased,80,llama3.2:3b,
132,1515,Conservative,26,Female,is-not-biased,80,llama3.2:3b,
284,256,Conservative,33,Male,is-biased,80,llama3.2:3b,
198,382,Liberal,36,Male,is-biased,80,llama3.2:3b,
133,1516,Independent,40,Male,is-biased,30,llama3.2:3b,
20,1453,Liberal,45,Male,is-not-biased,80,llama3.2:3b,
70,1642,Conservative,40,Male,is-biased,60,llama3.2:3b,
215,2083,Liberal,42,Male,is-not-biased,90,llama3.2:3b,
154,257,Conservative,36,Female,is-biased,80,llama3.2:3b,
112,383,Liberal,60,Female,is-biased,80,llama3.2:3b,
77,1454,Conservative,31,Male,is-not-biased,80,llama3.2:3b,
236,1517,Conservative,31,Male,is-biased,60,llama3.2:3b,
4,1643,Independent,25,Female,is-not-biased,80,llama3.2:3b,
115,2084,Independent,25,Male,is-biased,30,llama3.2:3b,
240,258,Conservative,32,Male,is-biased,60,llama3.2:3b,
208,1518,Conservative,48,Male,is-not-biased,90,llama3.2:3b,
230,1455,Liberal,50,Male,is-not-biased,90,llama3.2:3b,
131,384,Conservative,34,Male,is-biased,60,llama3.2:3b,
269,2085,Liberal,60,Female,is-not-biased,90,llama3.2:3b,
76,1644,Liberal,42,Male,is-not-biased,90,llama3.2:3b,
63,259,Independent,25,Female,is-not-biased,90,llama3.2:3b,
133,385,Independent,35,Male,is-biased,30,llama3.2:3b,
59,1456,Liberal,39,Male,is-biased,60,llama3.2:3b,
136,1519,Conservative,25,Female,is-not-biased,80,llama3.2:3b,
278,2086,Conservative,53,Female,is-biased,80,llama3.2:3b,
15,1645,Liberal,31,Female,is-not-biased,90,llama3.2:3b,
121,260,Liberal,42,Female,is-not-biased,80,llama3.2:3b,
116,386,Independent,43,Male,is-biased,80,llama3.2:3b,
155,1457,Conservative,30,Female,is-not-biased,90,llama3.2:3b,
14,1520,Liberal,44,Male,is-biased,60,llama3.2:3b,
124,1646,Conservative,26,Male,is-not-biased,80,llama3.2:3b,
72,261,Conservative,49,Female,is-not-biased,80,llama3.2:3b,
113,2087,Liberal,41,Male,is-not-biased,80,llama3.2:3b,
11,387,Independent,26,Female,is-not-biased,80,llama3.2:3b,
41,1458,Conservative,65,Female,is-not-biased,80,llama3.2:3b,
136,1521,Independent,29,Female,is-not-biased,80,llama3.2:3b,
288,1647,Conservative,31,Male,is-not-biased,80,llama3.2:3b,
112,2088,Liberal,24,Female,is-biased,80,llama3.2:3b,
279,262,Conservative,33,Male,is-biased,80,llama3.2:3b,
74,388,Liberal,40,Female,is-biased,20,llama3.2:3b,
250,1459,Liberal,43,Male,is-not-biased,80,llama3.2:3b,
129,1522,Liberal,68,Male,is-biased,20,llama3.2:3b,
126,1648,Liberal,28,Male,is-not-biased,90,llama3.2:3b,
111,2089,Liberal,54,Female,is-biased,80,llama3.2:3b,
180,263,Conservative,67,Female,is-not-biased,80,llama3.2:3b,
29,389,Conservative,24,Male,is-biased,30,llama3.2:3b,
87,1460,Conservative,30,Male,is-not-biased,80,llama3.2:3b,
133,1523,Conservative,45,Male,is-biased,30,llama3.2:3b,
214,1649,Conservative,41,Female,is-biased,80,llama3.2:3b,
62,2090,Conservative,25,Male,is-biased,80,llama3.2:3b,
266,390,Independent,30,Male,is-biased,80,llama3.2:3b,
25,264,Conservative,40,Female,is-biased,60,llama3.2:3b,
130,1461,Conservative,32,Male,is-biased,80,llama3.2:3b,
132,1524,Liberal,31,Female,is-not-biased,80,llama3.2:3b,
128,1650,Liberal,35,Male,is-not-biased,80,llama3.2:3b,
195,2091,Liberal,34,Female,is-biased,80,llama3.2:3b,
58,265,Independent,23,Female,is-biased,60,llama3.2:3b,
139,391,Conservative,43,Female,is-biased,80,llama3.2:3b,
181,1462,Liberal,43,Male,is-not-biased,80,llama3.2:3b,
130,1525,Independent,22,Male,is-biased,70,llama3.2:3b,
243,1651,Conservative,31,Male,is-not-biased,90,llama3.2:3b,
59,2092,Conservative,50,Male,is-biased,60,llama3.2:3b,
145,266,Conservative,31,Male,is-biased,80,llama3.2:3b,
184,392,Liberal,37,Female,is-not-biased,90,llama3.2:3b,
25,1463,Independent,33,Male,is-biased,60,llama3.2:3b,
80,1526,Independent,25,Female,is-biased,30,llama3.2:3b,
126,1652,Independent,25,Male,is-not-biased,90,llama3.2:3b,
19,2093,Conservative,46,Male,is-not-biased,90,llama3.2:3b,
141,267,Conservative,24,Female,is-not-biased,80,llama3.2:3b,
121,393,Liberal,21,Female,is-not-biased,80,llama3.2:3b,
20,1464,Conservative,62,Female,is-not-biased,80,llama3.2:3b,
213,1653,Liberal,38,Female,is-biased,60,llama3.2:3b,
137,1527,Liberal,50,Female,is-biased,60,llama3.2:3b,
19,2094,Conservative,29,Female,is-not-biased,90,llama3.2:3b,
59,268,Liberal,41,Female,is-biased,60,llama3.2:3b,
114,394,Conservative,22,Female,is-biased,60,llama3.2:3b,
179,1465,Liberal,43,Female,is-biased,60,llama3.2:3b,
133,1528,Conservative,32,Male,is-biased,30,llama3.2:3b,
288,1654,Liberal,32,Male,is-biased,80,llama3.2:3b,
195,2095,Independent,30,Male,is-biased,80,llama3.2:3b,
284,899,Conservative,45,Male,is-biased,80,llama3.2:3b,
9,1025,Conservative,28,Female,is-not-biased,80,llama3.2:3b,
127,1151,Liberal,39,Female,is-not-biased,80,llama3.2:3b,
34,1655,Liberal,38,Female,is-not-biased,80,llama3.2:3b,
62,2159,Independent,34,Male,is-not-biased,80,llama3.2:3b,
172,900,Conservative,51,Female,is-not-biased,80,llama3.2:3b,
95,1152,Conservative,31,Female,is-not-biased,90,llama3.2:3b,
281,1026,Liberal,37,Male,is-biased,60,llama3.2:3b,
71,1656,Conservative,52,Male,is-biased,60,llama3.2:3b,
161,1027,Conservative,35,Female,is-not-biased,80,llama3.2:3b,
113,2160,Independent,22,Male,is-not-biased,80,llama3.2:3b,
110,901,Liberal,50,Male,is-biased,60,llama3.2:3b,
127,1657,Liberal,43,Female,is-not-biased,80,llama3.2:3b,
110,2161,Liberal,72,Male,is-biased,60,llama3.2:3b,
86,1028,Liberal,22,Female,is-not-biased,80,llama3.2:3b,
132,902,Conservative,25,Female,is-not-biased,80,llama3.2:3b,
135,1154,Conservative,66,Female,is-not-biased,90,llama3.2:3b,
210,1153,Liberal,31,Male,is-biased,60,llama3.2:3b,
73,1658,Conservative,31,Male,is-not-biased,80,llama3.2:3b,
112,2162,Independent,33,Female,is-biased,60,llama3.2:3b,
192,903,Conservative,48,Female,is-biased,30,llama3.2:3b,
77,1029,Liberal,31,Male,is-not-biased,80,llama3.2:3b,
121,1155,Conservative,54,Male,is-not-biased,80,llama3.2:3b,
126,1659,Liberal,21,Female,is-not-biased,90,llama3.2:3b,
176,1156,Conservative,36,Male,is-biased,80,llama3.2:3b,
110,2163,Conservative,32,Female,is-biased,60,llama3.2:3b,
237,1030,Liberal,41,Female,is-biased,60,llama3.2:3b,
263,904,Conservative,33,Female,is-not-biased,80,llama3.2:3b,
248,1660,Conservative,40,Female,is-biased,60,llama3.2:3b,
114,2164,Independent,40,Female,is-not-biased,80,llama3.2:3b,
233,905,Conservative,30,Male,is-not-biased,80,llama3.2:3b,
205,1031,Liberal,44,Male,is-biased,60,llama3.2:3b,
274,1157,Liberal,42,Male,is-biased,80,llama3.2:3b,
115,2165,Conservative,34,Female,is-biased,30,llama3.2:3b,
280,906,Liberal,44,Male,is-biased,60,llama3.2:3b,
43,1661,Liberal,31,Female,is-not-biased,80,llama3.2:3b,
275,1032,Conservative,29,Male,is-biased,80,llama3.2:3b,
107,1158,Conservative,62,Male,is-not-biased,90,llama3.2:3b,
116,2166,Liberal,25,Male,is-biased,80,llama3.2:3b,
76,1662,Liberal,37,Male,is-not-biased,90,llama3.2:3b,
238,907,Liberal,28,Male,is-not-biased,80,llama3.2:3b,
162,1033,Liberal,34,Male,is-biased,80,llama3.2:3b,
122,1159,Conservative,38,Female,is-not-biased,80,llama3.2:3b,
128,1663,Conservative,42,Male,is-not-biased,80,llama3.2:3b,
58,2167,Conservative,50,Female,is-not-biased,80,llama3.2:3b,
203,908,Other,46,Female,is-not-biased,90,llama3.2:3b,
102,1160,Conservative,58,Male,is-biased,80,llama3.2:3b,
145,1034,Liberal,33,Male,is-biased,80,llama3.2:3b,
175,1664,Liberal,25,Male,is-biased,60,llama3.2:3b,
222,2168,Conservative,25,Female,is-not-biased,90,llama3.2:3b,
200,1161,Conservative,33,Female,is-not-biased,80,llama3.2:3b,
158,909,Conservative,61,Female,is-not-biased,90,llama3.2:3b,
132,1035,Other,32,Female,is-not-biased,80,llama3.2:3b,
118,1665,Conservative,31,Male,is-not-biased,80,llama3.2:3b,
33,910,Liberal,36,Female,is-biased,60,llama3.2:3b,
259,2169,Independent,42,Male,is-biased,60,llama3.2:3b,
101,1036,Independent,34,Male,is-not-biased,80,llama3.2:3b,
157,1162,Conservative,52,Female,is-biased,60,llama3.2:3b,
159,1037,Independent,25,Male,is-biased,80,llama3.2:3b,
15,1666,Liberal,42,Female,is-not-biased,90,llama3.2:3b,
36,2170,Liberal,33,Male,is-not-biased,90,llama3.2:3b,
122,911,Liberal,27,Female,is-not-biased,80,llama3.2:3b,
147,1163,Liberal,55,Male,is-biased,60,llama3.2:3b,
125,1667,Independent,25,Female,is-not-biased,80,llama3.2:3b,
54,2171,Independent,29,Male,is-not-biased,80,llama3.2:3b,
120,912,Liberal,31,Female,is-biased,70,llama3.2:3b,
114,1164,Liberal,28,Female,is-biased,60,llama3.2:3b,
288,1668,Conservative,30,Male,is-not-biased,80,llama3.2:3b,
48,2172,Liberal,33,Male,is-biased,80,llama3.2:3b,
244,1038,Liberal,61,Female,is-biased,60,llama3.2:3b,
133,913,Liberal,36,Male,is-biased,30,llama3.2:3b,
63,1165,Conservative,34,Male,is-not-biased,90,llama3.2:3b,
119,1039,Conservative,30,Male,is-not-biased,80,llama3.2:3b,
263,1669,Liberal,39,Female,is-not-biased,80,llama3.2:3b,
79,1040,Liberal,30,Male,is-not-biased,100,llama3.2:3b,
58,2173,Other,32,Male,is-biased,60,llama3.2:3b,
233,914,Conservative,28,Male,is-not-biased,80,llama3.2:3b,
70,1670,Independent,33,Male,is-biased,20,llama3.2:3b,
151,1166,Conservative,47,Female,is-not-biased,90,llama3.2:3b,
193,2174,Liberal,41,Male,is-not-biased,80,llama3.2:3b,
38,915,Conservative,32,Male,is-not-biased,90,llama3.2:3b,
115,1041,Liberal,31,Male,is-not-biased,90,llama3.2:3b,
205,1167,Other,51,Female,is-biased,60,llama3.2:3b,
286,1671,Conservative,25,Male,is-not-biased,90,llama3.2:3b,
62,2175,Liberal,32,Male,is-biased,80,llama3.2:3b,
163,916,Independent,30,Female,is-not-biased,80,llama3.2:3b,
22,1042,Independent,31,Male,is-not-biased,90,llama3.2:3b,
157,1168,Liberal,31,Male,is-biased,60,llama3.2:3b,
74,1672,Liberal,24,Male,is-biased,20,llama3.2:3b,
50,2176,Liberal,34,Female,is-biased,90,llama3.2:3b,
111,917,Liberal,23,Female,is-biased,80,llama3.2:3b,
82,1169,Liberal,29,Female,is-biased,80,llama3.2:3b,
157,1043,Liberal,31,Male,is-biased,60,llama3.2:3b,
119,1673,Conservative,47,Female,is-not-biased,80,llama3.2:3b,
