article_id,index,politics,llm_assessment,llm_confidence,llm_model,llm_error
226,176,Conservative,is-not-biased,95,qwen3:4b,
284,1246,Conservative,is-not-biased,90,qwen3:4b,
113,1247,Independent,is-not-biased,90,qwen3:4b,
59,2128,Liberal,is-not-biased,95,qwen3:4b,
18,177,Independent,is-not-biased,100,qwen3:4b,
265,2002,Conservative,is-not-biased,90,qwen3:4b,
112,2129,Liberal,is-not-biased,90,qwen3:4b,
171,178,Independent,is-not-biased,95,qwen3:4b,
215,2005,Liberal,is-not-biased,95,qwen3:4b,
192,2130,Liberal,is-not-biased,95,qwen3:4b,
157,1248,Liberal,is-not-biased,95,qwen3:4b,
114,179,Liberal,is-not-biased,95,qwen3:4b,
193,2004,Other,is-not-biased,90,qwen3:4b,
276,2006,Liberal,is-not-biased,95,qwen3:4b,
174,180,Conservative,is-not-biased,95,qwen3:4b,
193,2132,Liberal,is-not-biased,95,qwen3:4b,
178,1251,Independent,is-not-biased,95,qwen3:4b,
278,2131,Independent,is-not-biased,95,qwen3:4b,
210,181,Liberal,is-not-biased,95,qwen3:4b,
41,2007,Liberal,is-not-biased,90,qwen3:4b,
284,1249,Conservative,is-biased,80,qwen3:4b,
208,1252,Conservative,is-not-biased,95,qwen3:4b,
193,2008,Liberal,is-not-biased,95,qwen3:4b,
20,1250,Liberal,is-not-biased,95,qwen3:4b,
112,2133,Conservative,is-not-biased,90,qwen3:4b,
113,2009,Liberal,is-not-biased,95,qwen3:4b,
10,183,Conservative,is-not-biased,95,qwen3:4b,
111,182,Liberal,is-not-biased,95,qwen3:4b,
193,2010,Independent,is-not-biased,95,qwen3:4b,
182,1253,Liberal,is-biased,90,qwen3:4b,
54,2135,Conservative,is-biased,80,qwen3:4b,
121,1255,Liberal,is-not-biased,95,qwen3:4b,
54,2134,Independent,is-biased,70,qwen3:4b,
241,1254,Conservative,is-not-biased,85,qwen3:4b,
276,2136,Conservative,is-not-biased,90,qwen3:4b,
118,184,Liberal,is-not-biased,95,qwen3:4b,
159,185,Liberal,is-not-biased,95,qwen3:4b,
114,2137,Liberal,is-not-biased,90,qwen3:4b,
33,186,Liberal,is-not-biased,95,qwen3:4b,
48,2011,Liberal,is-not-biased,85,qwen3:4b,
193,2139,Liberal,is-not-biased,95,qwen3:4b,
143,1256,Independent,is-biased,80,qwen3:4b,
212,2012,Other,is-not-biased,95,qwen3:4b,
286,187,Conservative,is-not-biased,95,qwen3:4b,
50,2138,Conservative,is-not-biased,95,qwen3:4b,
110,2013,Liberal,is-not-biased,90,qwen3:4b,
68,1257,Independent,is-not-biased,95,qwen3:4b,
268,2140,Conservative,is-not-biased,95,qwen3:4b,
22,188,Liberal,is-not-biased,95,qwen3:4b,
268,2014,Liberal,is-not-biased,95,qwen3:4b,
123,1259,Conservative,is-biased,70,qwen3:4b,
111,2141,Independent,is-not-biased,95,qwen3:4b,
233,1258,Conservative,is-not-biased,90,qwen3:4b,
33,31,Conservative,is-not-biased,90,qwen3:4b,
95,756,Liberal,is-not-biased,90,qwen3:4b,
265,2015,Liberal,is-not-biased,90,qwen3:4b,
184,1386,Conservative,is-not-biased,95,qwen3:4b,
100,32,Conservative,is-not-biased,95,qwen3:4b,
159,757,Conservative,is-not-biased,95,qwen3:4b,
246,1575,Independent,is-not-biased,95,qwen3:4b,
152,758,Conservative,is-not-biased,95,qwen3:4b,
95,1387,Independent,is-not-biased,90,qwen3:4b,
242,1576,Conservative,is-not-biased,95,qwen3:4b,
199,759,Independent,is-not-biased,95,qwen3:4b,
79,1577,Conservative,is-biased,90,qwen3:4b,
168,34,Conservative,is-not-biased,80,qwen3:4b,
174,1389,Conservative,is-not-biased,95,qwen3:4b,
267,1578,Liberal,is-not-biased,95,qwen3:4b,
230,1388,Conservative,is-not-biased,90,qwen3:4b,
7,36,Conservative,is-not-biased,95,qwen3:4b,
48,35,Independent,is-biased,80,qwen3:4b,
34,1579,Liberal,is-not-biased,95,qwen3:4b,
27,760,Liberal,is-not-biased,90,qwen3:4b,
200,1580,Liberal,is-not-biased,95,qwen3:4b,
230,37,Liberal,is-not-biased,100,qwen3:4b,
278,1390,Independent,is-not-biased,90,qwen3:4b,
162,1391,Liberal,is-not-biased,90,qwen3:4b,
288,761,Liberal,is-not-biased,85,qwen3:4b,
187,762,Independent,is-not-biased,100,qwen3:4b,
252,763,Independent,is-not-biased,95,qwen3:4b,
152,39,Independent,is-not-biased,90,qwen3:4b,
213,1581,Independent,is-not-biased,90,qwen3:4b,
184,1582,Conservative,is-not-biased,95,qwen3:4b,
121,1392,Conservative,is-not-biased,90,qwen3:4b,
98,38,Conservative,is-biased,80,qwen3:4b,
67,1393,Liberal,is-not-biased,90,qwen3:4b,
89,1394,Liberal,is-not-biased,95,qwen3:4b,
274,764,Conservative,is-not-biased,90,qwen3:4b,
262,40,Independent,is-not-biased,95,qwen3:4b,
270,41,Conservative,is-not-biased,95,qwen3:4b,
131,1395,Conservative,is-not-biased,90,qwen3:4b,
223,42,Liberal,is-not-biased,90,qwen3:4b,
69,1583,Liberal,is-not-biased,80,qwen3:4b,
159,765,Conservative,is-not-biased,90,qwen3:4b,
2,1396,Conservative,is-not-biased,90,qwen3:4b,
208,43,Conservative,is-not-biased,95,qwen3:4b,
123,766,Conservative,is-not-biased,90,qwen3:4b,
214,1584,Conservative,is-not-biased,80,qwen3:4b,
76,1585,Conservative,is-not-biased,100,qwen3:4b,
150,767,Conservative,is-not-biased,85,qwen3:4b,
76,44,Conservative,is-not-biased,95,qwen3:4b,
125,1586,Liberal,is-not-biased,90,qwen3:4b,
41,1397,default,is-not-biased,95,qwen3:4b,
184,1587,Liberal,is-not-biased,95,qwen3:4b,
211,1398,Conservative,is-not-biased,90,qwen3:4b,
248,768,Independent,is-not-biased,95,qwen3:4b,
239,1399,Liberal,is-not-biased,95,qwen3:4b,
9,45,Conservative,is-not-biased,95,qwen3:4b,
113,769,Conservative,is-not-biased,90,qwen3:4b,
142,770,Conservative,is-not-biased,95,qwen3:4b,
221,1588,Liberal,is-not-biased,95,qwen3:4b,
125,1400,Conservative,is-not-biased,95,qwen3:4b,
260,1589,Liberal,is-not-biased,95,qwen3:4b,
143,46,Conservative,is-biased,85,qwen3:4b,
7,47,Conservative,is-not-biased,90,qwen3:4b,
194,1401,Independent,is-not-biased,95,qwen3:4b,
271,48,Conservative,is-not-biased,90,qwen3:4b,
3,1590,Conservative,is-not-biased,95,qwen3:4b,
157,771,Conservative,is-not-biased,90,qwen3:4b,
29,772,Independent,is-not-biased,90,qwen3:4b,
123,1591,Liberal,is-not-biased,90,qwen3:4b,
2,1402,Conservative,is-not-biased,90,qwen3:4b,
7,773,Conservative,is-not-biased,90,qwen3:4b,
274,50,Conservative,is-not-biased,95,qwen3:4b,
125,1592,Conservative,is-not-biased,95,qwen3:4b,
157,1403,Conservative,is-not-biased,95,qwen3:4b,
133,49,Conservative,is-not-biased,85,qwen3:4b,
97,1404,Liberal,is-not-biased,90,qwen3:4b,
260,1593,Liberal,is-not-biased,90,qwen3:4b,
127,1594,Independent,is-not-biased,95,qwen3:4b,
157,1405,Conservative,is-not-biased,95,qwen3:4b,
21,775,Liberal,is-not-biased,95,qwen3:4b,
130,52,Liberal,is-not-biased,90,qwen3:4b,
90,776,Liberal,is-not-biased,90,qwen3:4b,
156,777,Liberal,is-not-biased,95,qwen3:4b,
169,1407,Conservative,is-not-biased,95,qwen3:4b,
123,51,Conservative,is-not-biased,85,qwen3:4b,
281,1595,Conservative,is-not-biased,90,qwen3:4b,
76,778,Liberal,is-not-biased,95,qwen3:4b,
237,1406,Liberal,is-biased,70,qwen3:4b,
239,53,Liberal,is-not-biased,95,qwen3:4b,
289,1596,Conservative,is-not-biased,95,qwen3:4b,
132,54,Conservative,is-not-biased,90,qwen3:4b,
170,774,Conservative,is-not-biased,85,qwen3:4b,
101,1408,Independent,is-not-biased,95,qwen3:4b,
262,1410,Conservative,is-not-biased,95,qwen3:4b,
66,779,Liberal,is-not-biased,90,qwen3:4b,
193,1409,Independent,is-not-biased,95,qwen3:4b,
194,780,Independent,is-not-biased,95,qwen3:4b,
72,1597,Conservative,is-not-biased,90,qwen3:4b,
263,1598,Liberal,is-not-biased,95,qwen3:4b,
177,56,Conservative,is-not-biased,95,qwen3:4b,
136,55,Independent,is-not-biased,100,qwen3:4b,
134,57,Conservative,is-not-biased,95,qwen3:4b,
277,58,Conservative,is-not-biased,90,qwen3:4b,
119,781,Liberal,is-not-biased,95,qwen3:4b,
213,1599,Liberal,is-not-biased,95,qwen3:4b,
119,1600,Independent,is-not-biased,95,qwen3:4b,
29,1411,Conservative,is-not-biased,90,qwen3:4b,
80,782,Liberal,is-not-biased,90,qwen3:4b,
166,59,Conservative,is-not-biased,95,qwen3:4b,
95,1412,Conservative,is-not-biased,90,qwen3:4b,
118,1602,Independent,is-not-biased,95,qwen3:4b,
106,60,Conservative,is-not-biased,95,qwen3:4b,
141,1413,Conservative,is-not-biased,90,qwen3:4b,
72,1601,Conservative,is-biased,75,qwen3:4b,
157,783,Liberal,is-not-biased,95,qwen3:4b,
70,1603,Conservative,is-not-biased,95,qwen3:4b,
95,1415,Liberal,is-not-biased,95,qwen3:4b,
230,784,Conservative,is-not-biased,95,qwen3:4b,
267,61,Liberal,is-not-biased,95,qwen3:4b,
121,1414,Conservative,is-not-biased,90,qwen3:4b,
105,785,Conservative,is-not-biased,95,qwen3:4b,
172,786,Independent,is-not-biased,95,qwen3:4b,
184,1604,Liberal,is-not-biased,95,qwen3:4b,
76,1605,Liberal,is-not-biased,95,qwen3:4b,
152,1416,Liberal,is-not-biased,90,qwen3:4b,
54,62,Conservative,is-not-biased,90,qwen3:4b,
123,63,Conservative,is-biased,85,qwen3:4b,
134,787,Independent,is-not-biased,90,qwen3:4b,
65,1606,Liberal,is-not-biased,90,qwen3:4b,
43,64,Liberal,is-not-biased,90,qwen3:4b,
127,1607,Liberal,is-not-biased,95,qwen3:4b,
86,65,Liberal,is-not-biased,95,qwen3:4b,
286,1417,Liberal,is-biased,75,qwen3:4b,
76,1418,Other,is-not-biased,90,qwen3:4b,
118,789,Liberal,is-not-biased,95,qwen3:4b,
59,1419,Liberal,is-not-biased,95,qwen3:4b,
167,66,Liberal,is-not-biased,95,qwen3:4b,
168,788,Conservative,is-biased,75,qwen3:4b,
75,1420,Conservative,is-not-biased,95,qwen3:4b,
182,790,Conservative,is-biased,95,qwen3:4b,
76,1608,Conservative,is-not-biased,95,qwen3:4b,
63,791,Liberal,is-not-biased,90,qwen3:4b,
105,67,Liberal,is-not-biased,90,qwen3:4b,
132,1421,Conservative,is-not-biased,90,qwen3:4b,
101,68,Independent,is-not-biased,95,qwen3:4b,
122,792,Conservative,is-biased,85,qwen3:4b,
70,1610,Liberal,is-not-biased,95,qwen3:4b,
195,1422,Independent,is-not-biased,95,qwen3:4b,
73,1609,Liberal,is-not-biased,85,qwen3:4b,
22,69,Conservative,is-not-biased,95,qwen3:4b,
117,1611,Independent,is-not-biased,95,qwen3:4b,
230,794,Independent,is-not-biased,95,qwen3:4b,
97,70,Independent,is-biased,90,qwen3:4b,
122,1613,Independent,is-biased,85,qwen3:4b,
230,1423,Liberal,is-not-biased,90,qwen3:4b,
125,1612,Liberal,is-not-biased,95,qwen3:4b,
281,1424,Conservative,is-not-biased,90,qwen3:4b,
104,1425,Conservative,is-not-biased,95,qwen3:4b,
156,796,Conservative,is-not-biased,95,qwen3:4b,
248,1614,Conservative,is-not-biased,95,qwen3:4b,
164,1426,Conservative,is-not-biased,95,qwen3:4b,
22,793,Other,is-biased,80,qwen3:4b,
86,798,Liberal,is-not-biased,95,qwen3:4b,
233,797,Liberal,is-not-biased,95,qwen3:4b,
253,795,Conservative,is-not-biased,90,qwen3:4b,
223,1427,Liberal,is-not-biased,95,qwen3:4b,
3,1616,Liberal,is-not-biased,95,qwen3:4b,
69,1615,Conservative,is-not-biased,95,qwen3:4b,
148,1428,Independent,is-not-biased,95,qwen3:4b,
85,800,Conservative,is-not-biased,95,qwen3:4b,
288,1617,Liberal,is-biased,85,qwen3:4b,
216,799,Independent,is-not-biased,95,qwen3:4b,
155,1429,Conservative,is-not-biased,95,qwen3:4b,
213,1618,Conservative,is-not-biased,90,qwen3:4b,
133,1430,Conservative,is-not-biased,85,qwen3:4b,
226,801,Conservative,is-not-biased,95,qwen3:4b,
121,1431,Liberal,is-not-biased,95,qwen3:4b,
129,1432,Conservative,is-not-biased,95,qwen3:4b,
75,1621,Liberal,is-not-biased,95,qwen3:4b,
19,802,Conservative,is-not-biased,95,qwen3:4b,
119,1619,Conservative,is-not-biased,85,qwen3:4b,
118,1620,Independent,is-not-biased,90,qwen3:4b,
114,1433,Independent,is-not-biased,95,qwen3:4b,
71,1622,Independent,is-not-biased,95,qwen3:4b,
185,803,Conservative,is-not-biased,90,qwen3:4b,
119,1623,Liberal,is-not-biased,95,qwen3:4b,
109,1435,Conservative,is-not-biased,95,qwen3:4b,
133,804,Independent,is-not-biased,90,qwen3:4b,
112,1434,Conservative,is-not-biased,90,qwen3:4b,
128,1624,Liberal,is-not-biased,95,qwen3:4b,
159,1436,Independent,is-not-biased,90,qwen3:4b,
133,806,Liberal,is-not-biased,90,qwen3:4b,
94,1437,Liberal,is-not-biased,95,qwen3:4b,
276,807,Liberal,is-not-biased,95,qwen3:4b,
100,808,Independent,is-not-biased,95,qwen3:4b,
260,1626,Liberal,is-not-biased,90,qwen3:4b,
161,1439,Independent,is-not-biased,95,qwen3:4b,
119,1627,Liberal,is-not-biased,95,qwen3:4b,
247,805,Conservative,is-not-biased,90,qwen3:4b,
123,1625,Conservative,is-not-biased,85,qwen3:4b,
116,809,Liberal,is-not-biased,95,qwen3:4b,
204,1438,Independent,is-biased,85,qwen3:4b,
123,810,Independent,is-not-biased,95,qwen3:4b,
76,1630,Independent,is-not-biased,95,qwen3:4b,
119,1628,Liberal,is-not-biased,95,qwen3:4b,
188,811,Independent,is-biased,85,qwen3:4b,
90,812,Liberal,is-not-biased,95,qwen3:4b,
173,1440,Liberal,is-not-biased,90,qwen3:4b,
282,1441,Liberal,is-not-biased,95,qwen3:4b,
65,1629,Conservative,is-not-biased,90,qwen3:4b,
267,813,Conservative,is-not-biased,95,qwen3:4b,
268,1442,Other,is-not-biased,95,qwen3:4b,
63,1631,Liberal,is-not-biased,95,qwen3:4b,
262,1632,Liberal,is-not-biased,95,qwen3:4b,
121,1633,Other,is-not-biased,90,qwen3:4b,
7,815,Independent,is-not-biased,95,qwen3:4b,
157,1444,Conservative,is-not-biased,95,qwen3:4b,
186,1443,Independent,is-not-biased,90,qwen3:4b,
82,814,Liberal,is-not-biased,85,qwen3:4b,
101,1445,Conservative,is-not-biased,95,qwen3:4b,
126,1634,Conservative,is-not-biased,95,qwen3:4b,
72,1635,Liberal,is-not-biased,95,qwen3:4b,
109,1446,Liberal,is-not-biased,95,qwen3:4b,
3,817,Liberal,is-not-biased,90,qwen3:4b,
103,816,Conservative,is-not-biased,90,qwen3:4b,
127,1637,Independent,is-not-biased,95,qwen3:4b,
183,693,Conservative,is-not-biased,95,qwen3:4b,
123,1636,Liberal,is-not-biased,95,qwen3:4b,
98,1447,Independent,is-biased,80,qwen3:4b,
113,1890,Liberal,is-not-biased,95,qwen3:4b,
122,1448,Conservative,is-not-biased,85,qwen3:4b,
193,2142,Independent,is-not-biased,95,qwen3:4b,
101,818,Conservative,is-not-biased,95,qwen3:4b,
130,1512,Conservative,is-not-biased,95,qwen3:4b,
58,1891,Liberal,is-not-biased,95,qwen3:4b,
240,695,Liberal,is-not-biased,95,qwen3:4b,
28,694,Liberal,is-not-biased,95,qwen3:4b,
51,2143,Liberal,is-not-biased,90,qwen3:4b,
74,1514,Liberal,is-not-biased,95,qwen3:4b,
182,1513,Conservative,is-biased,90,qwen3:4b,
205,1892,Independent,is-not-biased,90,qwen3:4b,
211,2144,Conservative,is-not-biased,95,qwen3:4b,
50,1893,Independent,is-not-biased,95,qwen3:4b,
142,697,Conservative,is-not-biased,95,qwen3:4b,
132,1515,Conservative,is-not-biased,90,qwen3:4b,
133,1516,Independent,is-not-biased,95,qwen3:4b,
193,1894,Independent,is-not-biased,95,qwen3:4b,
28,2145,Liberal,is-not-biased,95,qwen3:4b,
49,696,Conservative,is-biased,85,qwen3:4b,
115,2146,Liberal,is-not-biased,90,qwen3:4b,
251,82,Liberal,is-not-biased,95,qwen3:4b,
144,699,Independent,is-not-biased,95,qwen3:4b,
208,1518,Conservative,is-not-biased,95,qwen3:4b,
98,698,Independent,is-biased,80,qwen3:4b,
236,1517,Conservative,is-not-biased,95,qwen3:4b,
28,2147,Liberal,is-not-biased,90,qwen3:4b,
112,1896,Liberal,is-not-biased,95,qwen3:4b,
62,1895,Conservative,is-not-biased,90,qwen3:4b,
136,1519,Conservative,is-not-biased,95,qwen3:4b,
202,700,Other,is-not-biased,90,qwen3:4b,
192,2149,Conservative,is-not-biased,90,qwen3:4b,
102,701,Liberal,is-not-biased,90,qwen3:4b,
114,2148,Conservative,is-not-biased,90,qwen3:4b,
115,1898,Independent,is-not-biased,95,qwen3:4b,
14,1520,Liberal,is-not-biased,95,qwen3:4b,
268,1897,Liberal,is-not-biased,95,qwen3:4b,
266,702,Independent,is-not-biased,95,qwen3:4b,
59,1899,Liberal,is-not-biased,95,qwen3:4b,
113,2150,Liberal,is-not-biased,95,qwen3:4b,
136,1521,Independent,is-not-biased,90,qwen3:4b,
29,85,Liberal,is-not-biased,95,qwen3:4b,
114,2151,Conservative,is-not-biased,90,qwen3:4b,
129,1522,Liberal,is-not-biased,90,qwen3:4b,
103,703,Independent,is-not-biased,95,qwen3:4b,
112,1900,Liberal,is-not-biased,95,qwen3:4b,
197,704,Conservative,is-not-biased,95,qwen3:4b,
132,1524,Liberal,is-not-biased,90,qwen3:4b,
94,705,Conservative,is-not-biased,90,qwen3:4b,
133,1523,Conservative,is-biased,70,qwen3:4b,
112,1902,Independent,is-not-biased,95,qwen3:4b,
115,1901,Liberal,is-not-biased,95,qwen3:4b,
205,2152,Liberal,is-not-biased,95,qwen3:4b,
115,2154,Conservative,is-not-biased,95,qwen3:4b,
110,2153,Conservative,is-not-biased,90,qwen3:4b,
130,1525,Independent,is-not-biased,95,qwen3:4b,
218,706,Liberal,is-not-biased,95,qwen3:4b,
136,100,Liberal,is-not-biased,90,qwen3:4b,
114,2155,Conservative,is-not-biased,95,qwen3:4b,
166,707,Independent,is-not-biased,95,qwen3:4b,
80,1526,Independent,is-not-biased,90,qwen3:4b,
268,1903,Liberal,is-not-biased,90,qwen3:4b,
237,83,Liberal,is-not-biased,90,qwen3:4b,
106,101,Liberal,is-not-biased,95,qwen3:4b,
137,1527,Liberal,is-not-biased,95,qwen3:4b,
114,1904,Conservative,is-not-biased,95,qwen3:4b,
101,708,Liberal,is-not-biased,95,qwen3:4b,
211,2156,Other,is-not-biased,90,qwen3:4b,
111,1905,Other,is-not-biased,90,qwen3:4b,
70,709,Conservative,is-not-biased,95,qwen3:4b,
51,2157,Liberal,is-not-biased,95,qwen3:4b,
121,80,Liberal,is-not-biased,95,qwen3:4b,
205,1906,Liberal,is-not-biased,90,qwen3:4b,
133,1528,Conservative,is-biased,70,qwen3:4b,
128,710,Liberal,is-not-biased,95,qwen3:4b,
225,81,Conservative,is-not-biased,95,qwen3:4b,
110,2158,Independent,is-not-biased,100,qwen3:4b,
62,2159,Independent,is-not-biased,95,qwen3:4b,
262,1530,Independent,is-not-biased,95,qwen3:4b,
157,711,Liberal,is-not-biased,95,qwen3:4b,
14,1529,Conservative,is-not-biased,95,qwen3:4b,
159,98,Conservative,is-not-biased,90,qwen3:4b,
113,2160,Independent,is-not-biased,95,qwen3:4b,
112,1907,Other,is-not-biased,95,qwen3:4b,
146,712,Independent,is-not-biased,95,qwen3:4b,
236,1531,Independent,is-not-biased,95,qwen3:4b,
50,1908,Liberal,is-not-biased,90,qwen3:4b,
157,75,Independent,is-not-biased,95,qwen3:4b,
133,1532,Independent,is-not-biased,90,qwen3:4b,
177,97,Liberal,is-not-biased,95,qwen3:4b,
277,713,Independent,is-not-biased,100,qwen3:4b,
112,1909,Liberal,is-not-biased,95,qwen3:4b,
116,1910,Independent,is-not-biased,95,qwen3:4b,
110,2161,Liberal,is-not-biased,95,qwen3:4b,
112,2162,Independent,is-not-biased,95,qwen3:4b,
2,1911,Other,is-not-biased,90,qwen3:4b,
129,1533,Conservative,is-not-biased,90,qwen3:4b,
197,714,Liberal,is-not-biased,90,qwen3:4b,
229,95,Independent,is-not-biased,95,qwen3:4b,
221,99,Independent,is-not-biased,100,qwen3:4b,
208,1534,Conservative,is-not-biased,95,qwen3:4b,
110,2163,Conservative,is-not-biased,80,qwen3:4b,
188,715,Independent,is-biased,85,qwen3:4b,
114,2164,Independent,is-not-biased,95,qwen3:4b,
58,1912,Liberal,is-not-biased,95,qwen3:4b,
129,1535,Liberal,is-not-biased,95,qwen3:4b,
181,118,Liberal,is-not-biased,90,qwen3:4b,
163,119,Liberal,is-not-biased,95,qwen3:4b,
33,717,Independent,is-not-biased,95,qwen3:4b,
193,1913,Conservative,is-not-biased,95,qwen3:4b,
115,2165,Conservative,is-not-biased,95,qwen3:4b,
123,716,Conservative,is-biased,70,qwen3:4b,
129,1536,Conservative,is-not-biased,95,qwen3:4b,
222,1914,Liberal,is-biased,90,qwen3:4b,
99,96,Conservative,is-not-biased,90,qwen3:4b,
58,2167,Conservative,is-not-biased,90,qwen3:4b,
193,1915,Independent,is-not-biased,95,qwen3:4b,
95,120,Liberal,is-not-biased,95,qwen3:4b,
101,719,Independent,is-not-biased,95,qwen3:4b,
116,2166,Liberal,is-not-biased,90,qwen3:4b,
134,1537,Liberal,is-not-biased,95,qwen3:4b,
59,1916,Liberal,is-not-biased,95,qwen3:4b,
104,718,Liberal,is-not-biased,95,qwen3:4b,
129,1539,Liberal,is-not-biased,95,qwen3:4b,
249,1538,Conservative,is-not-biased,95,qwen3:4b,
210,720,Independent,is-not-biased,95,qwen3:4b,
203,86,Liberal,is-not-biased,95,qwen3:4b,
111,1917,Conservative,is-not-biased,90,qwen3:4b,
222,2168,Conservative,is-not-biased,90,qwen3:4b,
190,91,Conservative,is-not-biased,95,qwen3:4b,
267,1540,Conservative,is-not-biased,95,qwen3:4b,
259,2169,Independent,is-not-biased,95,qwen3:4b,
193,1918,Independent,is-not-biased,95,qwen3:4b,
36,2170,Liberal,is-not-biased,100,qwen3:4b,
131,1541,Conservative,is-not-biased,95,qwen3:4b,
140,78,Liberal,is-not-biased,95,qwen3:4b,
143,721,Independent,is-not-biased,80,qwen3:4b,
278,722,Conservative,is-not-biased,90,qwen3:4b,
244,723,Liberal,is-not-biased,90,qwen3:4b,
112,1919,Liberal,is-not-biased,95,qwen3:4b,
57,1920,Liberal,is-not-biased,95,qwen3:4b,
54,2171,Independent,is-biased,70,qwen3:4b,
204,92,Liberal,is-biased,70,qwen3:4b,
24,1543,Independent,is-not-biased,100,qwen3:4b,
248,1542,Conservative,is-not-biased,90,qwen3:4b,
63,724,Liberal,is-not-biased,90,qwen3:4b,
265,1922,Independent,is-not-biased,95,qwen3:4b,
231,725,Conservative,is-not-biased,95,qwen3:4b,
268,1921,Independent,is-not-biased,100,qwen3:4b,
246,1544,Liberal,is-biased,90,qwen3:4b,
48,2172,Liberal,is-biased,90,qwen3:4b,
58,2173,Other,is-not-biased,90,qwen3:4b,
193,2174,Liberal,is-not-biased,95,qwen3:4b,
168,77,Conservative,is-not-biased,90,qwen3:4b,
267,1545,Independent,is-not-biased,95,qwen3:4b,
195,1923,Liberal,is-not-biased,95,qwen3:4b,
157,84,Independent,is-not-biased,95,qwen3:4b,
62,2175,Liberal,is-not-biased,95,qwen3:4b,
150,727,Independent,is-not-biased,95,qwen3:4b,
58,726,Liberal,is-not-biased,95,qwen3:4b,
50,2176,Liberal,is-not-biased,90,qwen3:4b,
76,93,Liberal,is-not-biased,95,qwen3:4b,
71,1546,Conservative,is-not-biased,90,qwen3:4b,
115,1925,Liberal,is-not-biased,95,qwen3:4b,
133,1547,Conservative,is-not-biased,85,qwen3:4b,
58,1924,Liberal,is-not-biased,95,qwen3:4b,
80,728,Liberal,is-not-biased,95,qwen3:4b,
131,1548,Independent,is-not-biased,95,qwen3:4b,
111,2177,Conservative,is-not-biased,95,qwen3:4b,
208,94,Conservative,is-not-biased,95,qwen3:4b,
224,729,Conservative,is-not-biased,90,qwen3:4b,
193,2178,Liberal,is-not-biased,95,qwen3:4b,
116,1927,Independent,is-not-biased,90,qwen3:4b,
111,1926,Liberal,is-not-biased,90,qwen3:4b,
131,1549,Liberal,is-not-biased,95,qwen3:4b,
88,731,Liberal,is-not-biased,90,qwen3:4b,
173,730,Independent,is-not-biased,95,qwen3:4b,
89,87,Conservative,is-not-biased,90,qwen3:4b,
193,1928,Liberal,is-not-biased,90,qwen3:4b,
78,732,Liberal,is-not-biased,95,qwen3:4b,
168,88,Conservative,is-not-biased,90,qwen3:4b,
130,1550,Conservative,is-not-biased,90,qwen3:4b,
36,1552,Independent,is-not-biased,95,qwen3:4b,
236,1551,Conservative,is-not-biased,95,qwen3:4b,
62,1929,Liberal,is-not-biased,95,qwen3:4b,
127,734,Liberal,is-not-biased,95,qwen3:4b,
77,1553,Conservative,is-not-biased,95,qwen3:4b,
173,733,Liberal,is-not-biased,95,qwen3:4b,
201,89,Conservative,is-not-biased,95,qwen3:4b,
19,1930,Conservative,is-not-biased,90,qwen3:4b,
215,1932,Liberal,is-not-biased,95,qwen3:4b,
208,1554,Conservative,is-not-biased,95,qwen3:4b,
86,736,Conservative,is-not-biased,90,qwen3:4b,
149,735,Independent,is-not-biased,95,qwen3:4b,
27,1931,Liberal,is-not-biased,90,qwen3:4b,
80,1555,Conservative,is-not-biased,90,qwen3:4b,
110,1933,Independent,is-not-biased,95,qwen3:4b,
126,737,Liberal,is-not-biased,95,qwen3:4b,
69,116,Liberal,is-not-biased,95,qwen3:4b,
50,2039,Independent,is-not-biased,95,qwen3:4b,
136,1556,Liberal,is-not-biased,90,qwen3:4b,
156,738,Conservative,is-not-biased,95,qwen3:4b,
94,71,Conservative,is-not-biased,95,qwen3:4b,
268,1934,Liberal,is-not-biased,95,qwen3:4b,
130,1557,Independent,is-not-biased,95,qwen3:4b,
52,76,Conservative,is-not-biased,95,qwen3:4b,
11,1558,Liberal,is-not-biased,95,qwen3:4b,
195,1936,Conservative,is-not-biased,95,qwen3:4b,
3,739,Liberal,is-not-biased,95,qwen3:4b,
110,1935,Liberal,is-not-biased,90,qwen3:4b,
136,740,Liberal,is-not-biased,95,qwen3:4b,
229,1559,Liberal,is-not-biased,95,qwen3:4b,
16,1937,Liberal,is-not-biased,95,qwen3:4b,
102,741,Liberal,is-not-biased,95,qwen3:4b,
118,79,Liberal,is-not-biased,95,qwen3:4b,
62,1938,Independent,is-not-biased,95,qwen3:4b,
113,742,Conservative,is-not-biased,90,qwen3:4b,
105,72,Conservative,is-not-biased,90,qwen3:4b,
28,1939,Liberal,is-not-biased,95,qwen3:4b,
106,743,Conservative,is-not-biased,95,qwen3:4b,
113,1940,Independent,is-not-biased,95,qwen3:4b,
182,1560,Conservative,is-biased,90,qwen3:4b,
236,1561,Liberal,is-biased,90,qwen3:4b,
211,1941,Liberal,is-not-biased,90,qwen3:4b,
130,114,Liberal,is-not-biased,95,qwen3:4b,
130,1562,Conservative,is-not-biased,85,qwen3:4b,
116,115,Independent,is-not-biased,95,qwen3:4b,
136,1563,Liberal,is-not-biased,95,qwen3:4b,
82,744,Independent,is-not-biased,85,qwen3:4b,
230,745,Conservative,is-not-biased,90,qwen3:4b,
112,1942,Conservative,is-not-biased,90,qwen3:4b,
172,747,Conservative,is-not-biased,100,qwen3:4b,
