article_id,index,llm_assessment,llm_confidence,llm_model,llm_error
102,566,is-not-biased,86,gpt-5.4-mini,
101,567,is-not-biased,92,gpt-5.4-mini,
169,568,is-biased,78,gpt-5.4-mini,
126,569,is-not-biased,92,gpt-5.4-mini,
154,570,is-not-biased,86,gpt-5.4-mini,
36,571,is-not-biased,95,gpt-5.4-mini,
121,572,is-biased,78,gpt-5.4-mini,
142,573,is-not-biased,84,gpt-5.4-mini,
160,574,is-not-biased,84,gpt-5.4-mini,
157,575,is-biased,84,gpt-5.4-mini,
104,576,is-not-biased,78,gpt-5.4-mini,
272,577,is-biased,78,gpt-5.4-mini,
101,578,is-not-biased,92,gpt-5.4-mini,
64,579,is-not-biased,84,gpt-5.4-mini,
110,580,is-biased,84,gpt-5.4-mini,
168,581,is-not-biased,78,gpt-5.4-mini,
118,582,is-not-biased,86,gpt-5.4-mini,
167,583,is-not-biased,84,gpt-5.4-mini,
8,584,is-not-biased,92,gpt-5.4-mini,
160,585,is-not-biased,84,gpt-5.4-mini,
20,586,is-not-biased,84,gpt-5.4-mini,
111,587,is-biased,86,gpt-5.4-mini,
138,588,is-biased,78,gpt-5.4-mini,
277,589,is-not-biased,96,gpt-5.4-mini,
125,590,is-not-biased,86,gpt-5.4-mini,
71,591,is-not-biased,78,gpt-5.4-mini,
150,592,is-not-biased,86,gpt-5.4-mini,
211,593,is-not-biased,92,gpt-5.4-mini,
233,594,is-not-biased,86,gpt-5.4-mini,
182,595,is-biased,86,gpt-5.4-mini,
25,596,is-not-biased,84,gpt-5.4-mini,
277,597,is-not-biased,96,gpt-5.4-mini,
192,598,is-not-biased,84,gpt-5.4-mini,
177,599,is-biased,86,gpt-5.4-mini,
281,600,is-not-biased,86,gpt-5.4-mini,
50,601,is-biased,84,gpt-5.4-mini,
228,602,is-biased,84,gpt-5.4-mini,
246,603,is-not-biased,86,gpt-5.4-mini,
132,604,is-not-biased,84,gpt-5.4-mini,
208,605,is-not-biased,86,gpt-5.4-mini,
22,606,is-not-biased,92,gpt-5.4-mini,
152,607,is-biased,86,gpt-5.4-mini,
205,608,is-not-biased,86,gpt-5.4-mini,
180,609,is-not-biased,86,gpt-5.4-mini,
147,610,is-not-biased,92,gpt-5.4-mini,
144,611,is-not-biased,92,gpt-5.4-mini,
98,612,is-not-biased,92,gpt-5.4-mini,
144,613,is-not-biased,92,gpt-5.4-mini,
164,614,is-not-biased,93,gpt-5.4-mini,
86,615,is-not-biased,94,gpt-5.4-mini,
262,616,is-not-biased,86,gpt-5.4-mini,
266,617,is-not-biased,86,gpt-5.4-mini,
128,618,is-not-biased,92,gpt-5.4-mini,
148,619,is-not-biased,98,gpt-5.4-mini,
11,620,is-not-biased,84,gpt-5.4-mini,
150,621,is-not-biased,84,gpt-5.4-mini,
259,622,is-biased,92,gpt-5.4-mini,
105,623,is-not-biased,86,gpt-5.4-mini,
86,624,is-not-biased,94,gpt-5.4-mini,
194,625,is-not-biased,96,gpt-5.4-mini,
48,626,is-biased,84,gpt-5.4-mini,
76,627,is-not-biased,86,gpt-5.4-mini,
1,628,is-not-biased,84,gpt-5.4-mini,
93,629,is-not-biased,86,gpt-5.4-mini,
112,630,is-not-biased,86,gpt-5.4-mini,
105,631,is-not-biased,86,gpt-5.4-mini,
217,632,is-biased,92,gpt-5.4-mini,
194,633,is-not-biased,94,gpt-5.4-mini,
22,634,is-not-biased,94,gpt-5.4-mini,
159,635,is-biased,92,gpt-5.4-mini,
142,636,is-not-biased,84,gpt-5.4-mini,
121,637,is-biased,84,gpt-5.4-mini,
109,638,is-not-biased,92,gpt-5.4-mini,
150,639,is-not-biased,86,gpt-5.4-mini,
172,640,is-not-biased,94,gpt-5.4-mini,
125,641,is-not-biased,86,gpt-5.4-mini,
153,642,is-not-biased,84,gpt-5.4-mini,
172,643,is-not-biased,93,gpt-5.4-mini,
161,644,is-not-biased,84,gpt-5.4-mini,
203,645,is-not-biased,96,gpt-5.4-mini,
156,646,is-not-biased,84,gpt-5.4-mini,
58,647,is-not-biased,84,gpt-5.4-mini,
87,648,is-not-biased,84,gpt-5.4-mini,
179,649,is-not-biased,78,gpt-5.4-mini,
138,650,is-biased,78,gpt-5.4-mini,
7,651,is-not-biased,84,gpt-5.4-mini,
158,652,is-not-biased,86,gpt-5.4-mini,
234,653,is-not-biased,92,gpt-5.4-mini,
90,654,is-biased,84,gpt-5.4-mini,
116,655,is-not-biased,91,gpt-5.4-mini,
115,656,is-not-biased,86,gpt-5.4-mini,
261,657,is-not-biased,84,gpt-5.4-mini,
140,658,is-not-biased,84,gpt-5.4-mini,
210,659,is-not-biased,84,gpt-5.4-mini,
121,660,is-biased,78,gpt-5.4-mini,
281,661,is-not-biased,86,gpt-5.4-mini,
105,662,is-not-biased,84,gpt-5.4-mini,
121,663,is-biased,78,gpt-5.4-mini,
247,664,is-biased,86,gpt-5.4-mini,
125,665,is-not-biased,86,gpt-5.4-mini,
58,666,is-not-biased,84,gpt-5.4-mini,
146,667,is-not-biased,92,gpt-5.4-mini,
12,668,is-not-biased,86,gpt-5.4-mini,
198,669,is-not-biased,86,gpt-5.4-mini,
176,670,is-not-biased,86,gpt-5.4-mini,
230,671,is-not-biased,93,gpt-5.4-mini,
140,672,is-not-biased,84,gpt-5.4-mini,
84,673,is-not-biased,84,gpt-5.4-mini,
196,674,is-biased,96,gpt-5.4-mini,
101,675,is-not-biased,92,gpt-5.4-mini,
113,676,is-not-biased,84,gpt-5.4-mini,
129,677,is-not-biased,92,gpt-5.4-mini,
67,678,is-not-biased,86,gpt-5.4-mini,
95,679,is-not-biased,84,gpt-5.4-mini,
42,680,is-not-biased,94,gpt-5.4-mini,
184,681,is-biased,78,gpt-5.4-mini,
142,682,is-not-biased,78,gpt-5.4-mini,
210,683,is-biased,78,gpt-5.4-mini,
136,684,is-not-biased,92,gpt-5.4-mini,
65,685,is-not-biased,84,gpt-5.4-mini,
145,686,is-biased,84,gpt-5.4-mini,
2,687,is-not-biased,96,gpt-5.4-mini,
165,688,is-not-biased,84,gpt-5.4-mini,
241,689,is-not-biased,84,gpt-5.4-mini,
86,690,is-not-biased,94,gpt-5.4-mini,
219,691,is-not-biased,86,gpt-5.4-mini,
244,692,is-not-biased,84,gpt-5.4-mini,
183,693,is-not-biased,96,gpt-5.4-mini,
28,694,is-not-biased,86,gpt-5.4-mini,
240,695,is-not-biased,92,gpt-5.4-mini,
49,696,is-not-biased,92,gpt-5.4-mini,
142,697,is-not-biased,78,gpt-5.4-mini,
98,698,is-not-biased,92,gpt-5.4-mini,
144,699,is-not-biased,86,gpt-5.4-mini,
202,700,is-not-biased,84,gpt-5.4-mini,
102,701,is-not-biased,86,gpt-5.4-mini,
266,702,is-not-biased,86,gpt-5.4-mini,
103,703,is-not-biased,94,gpt-5.4-mini,
197,704,is-biased,95,gpt-5.4-mini,
94,705,is-not-biased,86,gpt-5.4-mini,
218,706,is-biased,72,gpt-5.4-mini,
166,707,is-not-biased,86,gpt-5.4-mini,
101,708,is-not-biased,92,gpt-5.4-mini,
70,709,is-not-biased,94,gpt-5.4-mini,
128,710,is-not-biased,92,gpt-5.4-mini,
157,711,is-biased,84,gpt-5.4-mini,
146,712,is-not-biased,94,gpt-5.4-mini,
277,713,is-not-biased,96,gpt-5.4-mini,
197,714,is-biased,92,gpt-5.4-mini,
188,715,is-biased,98,gpt-5.4-mini,
123,716,is-not-biased,92,gpt-5.4-mini,
33,717,is-not-biased,92,gpt-5.4-mini,
104,718,is-biased,84,gpt-5.4-mini,
101,719,is-not-biased,92,gpt-5.4-mini,
210,720,is-not-biased,84,gpt-5.4-mini,
143,721,is-biased,86,gpt-5.4-mini,
278,722,is-biased,84,gpt-5.4-mini,
244,723,is-not-biased,84,gpt-5.4-mini,
63,724,is-not-biased,84,gpt-5.4-mini,
231,725,is-not-biased,92,gpt-5.4-mini,
58,726,is-biased,78,gpt-5.4-mini,
150,727,is-not-biased,84,gpt-5.4-mini,
80,728,is-biased,84,gpt-5.4-mini,
224,729,is-not-biased,84,gpt-5.4-mini,
173,730,is-biased,86,gpt-5.4-mini,
88,731,is-not-biased,86,gpt-5.4-mini,
78,732,is-not-biased,86,gpt-5.4-mini,
173,733,is-biased,86,gpt-5.4-mini,
127,734,is-not-biased,92,gpt-5.4-mini,
149,735,is-not-biased,86,gpt-5.4-mini,
86,736,is-not-biased,94,gpt-5.4-mini,
126,737,is-not-biased,92,gpt-5.4-mini,
156,738,is-not-biased,84,gpt-5.4-mini,
3,739,is-not-biased,92,gpt-5.4-mini,
136,740,is-not-biased,92,gpt-5.4-mini,
102,741,is-not-biased,86,gpt-5.4-mini,
113,742,is-not-biased,84,gpt-5.4-mini,
106,743,is-not-biased,86,gpt-5.4-mini,
82,744,is-biased,84,gpt-5.4-mini,
230,745,is-biased,84,gpt-5.4-mini,
265,746,is-biased,84,gpt-5.4-mini,
172,747,is-not-biased,94,gpt-5.4-mini,
287,748,is-not-biased,84,gpt-5.4-mini,
121,749,is-biased,84,gpt-5.4-mini,
161,750,is-not-biased,84,gpt-5.4-mini,
285,751,is-biased,78,gpt-5.4-mini,
241,752,is-not-biased,86,gpt-5.4-mini,
287,753,is-not-biased,78,gpt-5.4-mini,
248,754,is-not-biased,78,gpt-5.4-mini,
162,755,is-not-biased,84,gpt-5.4-mini,
95,756,is-not-biased,84,gpt-5.4-mini,
159,757,is-biased,92,gpt-5.4-mini,
152,758,is-biased,84,gpt-5.4-mini,
199,759,is-not-biased,86,gpt-5.4-mini,
27,760,is-not-biased,84,gpt-5.4-mini,
288,761,is-biased,92,gpt-5.4-mini,
187,762,is-not-biased,92,gpt-5.4-mini,
252,763,is-not-biased,84,gpt-5.4-mini,
274,764,is-not-biased,78,gpt-5.4-mini,
159,765,is-biased,92,gpt-5.4-mini,
123,766,is-not-biased,92,gpt-5.4-mini,
150,767,is-not-biased,84,gpt-5.4-mini,
248,768,is-not-biased,84,gpt-5.4-mini,
113,769,is-not-biased,84,gpt-5.4-mini,
142,770,is-not-biased,84,gpt-5.4-mini,
157,771,is-biased,84,gpt-5.4-mini,
29,772,is-not-biased,86,gpt-5.4-mini,
7,773,is-not-biased,84,gpt-5.4-mini,
170,774,is-not-biased,92,gpt-5.4-mini,
21,775,is-not-biased,86,gpt-5.4-mini,
90,776,is-biased,84,gpt-5.4-mini,
156,777,is-not-biased,84,gpt-5.4-mini,
76,778,is-not-biased,86,gpt-5.4-mini,
66,779,is-not-biased,84,gpt-5.4-mini,
194,780,is-not-biased,96,gpt-5.4-mini,
119,781,is-not-biased,86,gpt-5.4-mini,
80,782,is-biased,84,gpt-5.4-mini,
157,783,is-biased,84,gpt-5.4-mini,
230,784,is-not-biased,93,gpt-5.4-mini,
105,785,is-not-biased,84,gpt-5.4-mini,
172,786,is-not-biased,94,gpt-5.4-mini,
134,787,is-not-biased,84,gpt-5.4-mini,
168,788,is-not-biased,84,gpt-5.4-mini,
118,789,is-not-biased,86,gpt-5.4-mini,
182,790,is-biased,86,gpt-5.4-mini,
63,791,is-not-biased,84,gpt-5.4-mini,
122,792,is-biased,84,gpt-5.4-mini,
22,793,is-not-biased,92,gpt-5.4-mini,
230,794,is-not-biased,92,gpt-5.4-mini,
253,795,is-biased,86,gpt-5.4-mini,
156,796,is-not-biased,86,gpt-5.4-mini,
233,797,is-not-biased,84,gpt-5.4-mini,
86,798,is-not-biased,94,gpt-5.4-mini,
216,799,is-not-biased,86,gpt-5.4-mini,
85,800,is-not-biased,98,gpt-5.4-mini,
226,801,is-not-biased,84,gpt-5.4-mini,
19,802,is-not-biased,94,gpt-5.4-mini,
185,803,is-biased,86,gpt-5.4-mini,
133,804,is-not-biased,84,gpt-5.4-mini,
247,805,is-biased,78,gpt-5.4-mini,
133,806,is-not-biased,84,gpt-5.4-mini,
276,807,is-not-biased,84,gpt-5.4-mini,
100,808,is-not-biased,84,gpt-5.4-mini,
116,809,is-not-biased,86,gpt-5.4-mini,
123,810,is-not-biased,92,gpt-5.4-mini,
188,811,is-biased,98,gpt-5.4-mini,
90,812,is-biased,84,gpt-5.4-mini,
267,813,is-not-biased,98,gpt-5.4-mini,
82,814,is-biased,84,gpt-5.4-mini,
7,815,is-not-biased,84,gpt-5.4-mini,
103,816,is-not-biased,92,gpt-5.4-mini,
3,817,is-not-biased,92,gpt-5.4-mini,
101,818,is-not-biased,92,gpt-5.4-mini,
112,819,is-not-biased,84,gpt-5.4-mini,
150,820,is-not-biased,84,gpt-5.4-mini,
152,821,is-biased,84,gpt-5.4-mini,
265,822,is-biased,84,gpt-5.4-mini,
159,823,is-biased,92,gpt-5.4-mini,
184,824,is-biased,78,gpt-5.4-mini,
100,825,is-not-biased,84,gpt-5.4-mini,
7,826,is-not-biased,84,gpt-5.4-mini,
145,827,is-biased,84,gpt-5.4-mini,
191,828,is-not-biased,86,gpt-5.4-mini,
76,829,is-not-biased,86,gpt-5.4-mini,
254,830,is-biased,84,gpt-5.4-mini,
90,831,is-biased,84,gpt-5.4-mini,
105,832,is-not-biased,86,gpt-5.4-mini,
286,833,is-not-biased,94,gpt-5.4-mini,
180,834,is-not-biased,86,gpt-5.4-mini,
227,835,is-not-biased,86,gpt-5.4-mini,
109,836,is-not-biased,92,gpt-5.4-mini,
260,837,is-not-biased,84,gpt-5.4-mini,
72,838,is-not-biased,84,gpt-5.4-mini,
136,839,is-not-biased,92,gpt-5.4-mini,
261,840,is-not-biased,78,gpt-5.4-mini,
174,841,is-not-biased,86,gpt-5.4-mini,
175,842,is-biased,84,gpt-5.4-mini,
33,843,is-not-biased,94,gpt-5.4-mini,
94,844,is-not-biased,86,gpt-5.4-mini,
152,845,is-biased,84,gpt-5.4-mini,
146,846,is-not-biased,92,gpt-5.4-mini,
160,847,is-not-biased,84,gpt-5.4-mini,
157,848,is-biased,84,gpt-5.4-mini,
277,849,is-not-biased,96,gpt-5.4-mini,
105,850,is-not-biased,86,gpt-5.4-mini,
125,851,is-not-biased,86,gpt-5.4-mini,
51,852,is-biased,92,gpt-5.4-mini,
141,853,is-not-biased,86,gpt-5.4-mini,
244,854,is-not-biased,84,gpt-5.4-mini,
242,855,is-not-biased,86,gpt-5.4-mini,
25,856,is-not-biased,84,gpt-5.4-mini,
6,857,is-not-biased,92,gpt-5.4-mini,
152,858,is-biased,84,gpt-5.4-mini,
106,859,is-not-biased,92,gpt-5.4-mini,
227,860,is-not-biased,86,gpt-5.4-mini,
262,861,is-not-biased,86,gpt-5.4-mini,
141,862,is-not-biased,86,gpt-5.4-mini,
10,863,is-not-biased,96,gpt-5.4-mini,
266,864,is-not-biased,86,gpt-5.4-mini,
242,865,is-not-biased,86,gpt-5.4-mini,
1,866,is-not-biased,84,gpt-5.4-mini,
33,867,is-not-biased,94,gpt-5.4-mini,
220,868,is-not-biased,96,gpt-5.4-mini,
127,869,is-not-biased,92,gpt-5.4-mini,
169,870,is-biased,78,gpt-5.4-mini,
14,871,is-not-biased,86,gpt-5.4-mini,
276,872,is-not-biased,84,gpt-5.4-mini,
145,873,is-biased,84,gpt-5.4-mini,
136,874,is-not-biased,92,gpt-5.4-mini,
110,875,is-biased,84,gpt-5.4-mini,
194,876,is-not-biased,94,gpt-5.4-mini,
231,877,is-not-biased,92,gpt-5.4-mini,
127,878,is-not-biased,86,gpt-5.4-mini,
146,879,is-not-biased,92,gpt-5.4-mini,
161,880,is-not-biased,84,gpt-5.4-mini,
274,881,is-not-biased,78,gpt-5.4-mini,
152,882,is-biased,84,gpt-5.4-mini,
88,883,is-not-biased,92,gpt-5.4-mini,
39,884,is-not-biased,84,gpt-5.4-mini,
211,885,is-not-biased,92,gpt-5.4-mini,
257,886,is-not-biased,96,gpt-5.4-mini,
213,887,is-biased,84,gpt-5.4-mini,
101,888,is-not-biased,92,gpt-5.4-mini,
154,889,is-not-biased,86,gpt-5.4-mini,
88,890,is-not-biased,92,gpt-5.4-mini,
262,891,is-not-biased,86,gpt-5.4-mini,
77,892,is-not-biased,92,gpt-5.4-mini,
194,893,is-not-biased,94,gpt-5.4-mini,
245,894,is-biased,86,gpt-5.4-mini,
160,895,is-not-biased,84,gpt-5.4-mini,
76,896,is-not-biased,86,gpt-5.4-mini,
206,897,is-not-biased,92,gpt-5.4-mini,
165,898,is-not-biased,84,gpt-5.4-mini,
284,899,is-biased,92,gpt-5.4-mini,
172,900,is-not-biased,93,gpt-5.4-mini,
110,901,is-biased,84,gpt-5.4-mini,
132,902,is-not-biased,84,gpt-5.4-mini,
192,903,is-not-biased,86,gpt-5.4-mini,
263,904,is-not-biased,84,gpt-5.4-mini,
233,905,is-not-biased,84,gpt-5.4-mini,
280,906,is-not-biased,84,gpt-5.4-mini,
238,907,is-not-biased,96,gpt-5.4-mini,
203,908,is-not-biased,96,gpt-5.4-mini,
158,909,is-not-biased,86,gpt-5.4-mini,
33,910,is-not-biased,92,gpt-5.4-mini,
122,911,is-biased,84,gpt-5.4-mini,
120,912,is-biased,84,gpt-5.4-mini,
133,913,is-not-biased,84,gpt-5.4-mini,
233,914,is-not-biased,84,gpt-5.4-mini,
38,915,is-not-biased,84,gpt-5.4-mini,
163,916,is-not-biased,92,gpt-5.4-mini,
111,917,is-biased,86,gpt-5.4-mini,
15,918,is-not-biased,86,gpt-5.4-mini,
46,919,is-biased,84,gpt-5.4-mini,
150,920,is-not-biased,84,gpt-5.4-mini,
280,921,is-not-biased,84,gpt-5.4-mini,
22,922,is-not-biased,92,gpt-5.4-mini,
72,923,is-not-biased,84,gpt-5.4-mini,
109,924,is-not-biased,86,gpt-5.4-mini,
204,925,is-biased,78,gpt-5.4-mini,
98,926,is-not-biased,92,gpt-5.4-mini,
33,927,is-not-biased,94,gpt-5.4-mini,
59,928,is-not-biased,84,gpt-5.4-mini,
147,929,is-not-biased,92,gpt-5.4-mini,
176,930,is-not-biased,86,gpt-5.4-mini,
279,931,is-not-biased,84,gpt-5.4-mini,
230,932,is-not-biased,93,gpt-5.4-mini,
40,933,is-not-biased,84,gpt-5.4-mini,
41,934,is-not-biased,84,gpt-5.4-mini,
166,935,is-not-biased,86,gpt-5.4-mini,
90,936,is-biased,86,gpt-5.4-mini,
60,937,is-not-biased,91,gpt-5.4-mini,
168,938,is-not-biased,78,gpt-5.4-mini,
60,939,is-not-biased,86,gpt-5.4-mini,
114,940,is-not-biased,84,gpt-5.4-mini,
142,941,is-not-biased,84,gpt-5.4-mini,
234,942,is-not-biased,92,gpt-5.4-mini,
214,943,is-biased,95,gpt-5.4-mini,
166,944,is-not-biased,84,gpt-5.4-mini,
253,945,is-biased,86,gpt-5.4-mini,
158,946,is-biased,86,gpt-5.4-mini,
71,947,is-biased,84,gpt-5.4-mini,
49,948,is-not-biased,92,gpt-5.4-mini,
63,949,is-not-biased,84,gpt-5.4-mini,
142,950,is-not-biased,84,gpt-5.4-mini,
88,951,is-not-biased,86,gpt-5.4-mini,
133,952,is-not-biased,84,gpt-5.4-mini,
105,953,is-not-biased,84,gpt-5.4-mini,
60,954,is-not-biased,92,gpt-5.4-mini,
118,955,is-not-biased,86,gpt-5.4-mini,
233,956,is-not-biased,84,gpt-5.4-mini,
76,957,is-not-biased,86,gpt-5.4-mini,
105,958,is-not-biased,84,gpt-5.4-mini,
162,959,is-not-biased,84,gpt-5.4-mini,
274,960,is-not-biased,78,gpt-5.4-mini,
114,961,is-not-biased,84,gpt-5.4-mini,
80,962,is-biased,84,gpt-5.4-mini,
139,963,is-biased,86,gpt-5.4-mini,
44,964,is-not-biased,84,gpt-5.4-mini,
171,965,is-not-biased,84,gpt-5.4-mini,
93,966,is-not-biased,86,gpt-5.4-mini,
3,967,is-not-biased,92,gpt-5.4-mini,
140,968,is-not-biased,84,gpt-5.4-mini,
71,969,is-biased,84,gpt-5.4-mini,
2,970,is-not-biased,94,gpt-5.4-mini,
146,971,is-not-biased,92,gpt-5.4-mini,
24,972,is-not-biased,96,gpt-5.4-mini,
100,973,is-not-biased,84,gpt-5.4-mini,
11,974,is-not-biased,86,gpt-5.4-mini,
240,975,is-not-biased,92,gpt-5.4-mini,
45,976,is-biased,84,gpt-5.4-mini,
227,977,is-not-biased,86,gpt-5.4-mini,
80,978,is-biased,84,gpt-5.4-mini,
21,979,is-not-biased,86,gpt-5.4-mini,
265,980,is-biased,84,gpt-5.4-mini,
96,981,is-not-biased,84,gpt-5.4-mini,
209,982,is-not-biased,86,gpt-5.4-mini,
87,983,is-not-biased,84,gpt-5.4-mini,
192,984,is-not-biased,86,gpt-5.4-mini,
253,985,is-biased,92,gpt-5.4-mini,
115,986,is-not-biased,86,gpt-5.4-mini,
82,987,is-not-biased,78,gpt-5.4-mini,
277,988,is-not-biased,96,gpt-5.4-mini,
94,989,is-not-biased,86,gpt-5.4-mini,
203,990,is-not-biased,96,gpt-5.4-mini,
5,991,is-not-biased,86,gpt-5.4-mini,
263,992,is-not-biased,84,gpt-5.4-mini,
271,993,is-not-biased,92,gpt-5.4-mini,
172,994,is-not-biased,93,gpt-5.4-mini,
259,995,is-biased,92,gpt-5.4-mini,
116,996,is-not-biased,86,gpt-5.4-mini,
131,997,is-not-biased,84,gpt-5.4-mini,
33,998,is-not-biased,94,gpt-5.4-mini,
262,999,is-not-biased,86,gpt-5.4-mini,
157,1000,is-biased,84,gpt-5.4-mini,
141,1001,is-not-biased,84,gpt-5.4-mini,
136,1002,is-not-biased,92,gpt-5.4-mini,
105,1003,is-not-biased,86,gpt-5.4-mini,
137,1004,is-not-biased,92,gpt-5.4-mini,
169,1005,is-biased,78,gpt-5.4-mini,
0,1006,is-not-biased,86,gpt-5.4-mini,
266,1007,is-not-biased,92,gpt-5.4-mini,
95,1008,is-not-biased,84,gpt-5.4-mini,
112,1009,is-not-biased,84,gpt-5.4-mini,
16,1010,is-not-biased,92,gpt-5.4-mini,
94,1011,is-not-biased,86,gpt-5.4-mini,
101,1012,is-not-biased,92,gpt-5.4-mini,
38,1013,is-not-biased,86,gpt-5.4-mini,
187,1014,is-not-biased,92,gpt-5.4-mini,
215,1015,is-not-biased,86,gpt-5.4-mini,
262,1016,is-biased,78,gpt-5.4-mini,
230,1017,is-not-biased,93,gpt-5.4-mini,
111,1018,is-biased,84,gpt-5.4-mini,
108,1019,is-not-biased,84,gpt-5.4-mini,
205,1020,is-not-biased,84,gpt-5.4-mini,
167,1021,is-not-biased,86,gpt-5.4-mini,
122,1022,is-biased,84,gpt-5.4-mini,
195,1023,is-not-biased,86,gpt-5.4-mini,
151,1024,is-not-biased,96,gpt-5.4-mini,
9,1025,is-biased,78,gpt-5.4-mini,
281,1026,is-not-biased,92,gpt-5.4-mini,
161,1027,is-not-biased,84,gpt-5.4-mini,
86,1028,is-not-biased,94,gpt-5.4-mini,
77,1029,is-not-biased,92,gpt-5.4-mini,
237,1030,is-biased,84,gpt-5.4-mini,
205,1031,is-not-biased,84,gpt-5.4-mini,
275,1032,is-biased,86,gpt-5.4-mini,
162,1033,is-not-biased,84,gpt-5.4-mini,
145,1034,is-biased,84,gpt-5.4-mini,
132,1035,is-not-biased,84,gpt-5.4-mini,
101,1036,is-not-biased,92,gpt-5.4-mini,
159,1037,is-biased,92,gpt-5.4-mini,
244,1038,is-not-biased,84,gpt-5.4-mini,
119,1039,is-not-biased,86,gpt-5.4-mini,
79,1040,is-not-biased,96,gpt-5.4-mini,
115,1041,is-not-biased,86,gpt-5.4-mini,
22,1042,is-not-biased,92,gpt-5.4-mini,
157,1043,is-biased,84,gpt-5.4-mini,
180,1044,is-not-biased,84,gpt-5.4-mini,
122,1045,is-biased,86,gpt-5.4-mini,
258,1046,is-not-biased,86,gpt-5.4-mini,
143,1047,is-biased,86,gpt-5.4-mini,
265,1048,is-biased,84,gpt-5.4-mini,
151,1049,is-not-biased,96,gpt-5.4-mini,
204,1050,is-biased,84,gpt-5.4-mini,
153,1051,is-biased,78,gpt-5.4-mini,
277,1052,is-not-biased,96,gpt-5.4-mini,
92,1053,is-not-biased,92,gpt-5.4-mini,
22,1054,is-not-biased,92,gpt-5.4-mini,
142,1055,is-not-biased,84,gpt-5.4-mini,
208,1056,is-not-biased,86,gpt-5.4-mini,
262,1057,is-biased,78,gpt-5.4-mini,
59,1058,is-not-biased,84,gpt-5.4-mini,
110,1059,is-biased,84,gpt-5.4-mini,
210,1060,is-not-biased,84,gpt-5.4-mini,
147,1061,is-not-biased,92,gpt-5.4-mini,
237,1062,is-biased,84,gpt-5.4-mini,
152,1063,is-biased,86,gpt-5.4-mini,
22,1064,is-not-biased,92,gpt-5.4-mini,
40,1065,is-not-biased,84,gpt-5.4-mini,
60,1066,is-not-biased,86,gpt-5.4-mini,
229,1067,is-not-biased,84,gpt-5.4-mini,
230,1068,is-biased,84,gpt-5.4-mini,
86,1069,is-not-biased,94,gpt-5.4-mini,
210,1070,is-not-biased,84,gpt-5.4-mini,
40,1071,is-not-biased,84,gpt-5.4-mini,
175,1072,is-biased,84,gpt-5.4-mini,
289,1073,is-not-biased,96,gpt-5.4-mini,
148,1074,is-not-biased,96,gpt-5.4-mini,
95,1075,is-not-biased,84,gpt-5.4-mini,
147,1076,is-not-biased,92,gpt-5.4-mini,
134,1077,is-not-biased,84,gpt-5.4-mini,
201,1078,is-not-biased,92,gpt-5.4-mini,
116,1079,is-not-biased,92,gpt-5.4-mini,
90,1080,is-biased,84,gpt-5.4-mini,
17,1081,is-not-biased,86,gpt-5.4-mini,
157,1082,is-biased,84,gpt-5.4-mini,
141,1083,is-not-biased,86,gpt-5.4-mini,
231,1084,is-not-biased,92,gpt-5.4-mini,
223,1085,is-not-biased,86,gpt-5.4-mini,
82,1086,is-biased,84,gpt-5.4-mini,
106,1087,is-not-biased,92,gpt-5.4-mini,
263,1088,is-not-biased,84,gpt-5.4-mini,
173,1089,is-biased,86,gpt-5.4-mini,
234,1090,is-not-biased,92,gpt-5.4-mini,
140,1091,is-not-biased,86,gpt-5.4-mini,
252,1092,is-not-biased,86,gpt-5.4-mini,
28,1093,is-not-biased,86,gpt-5.4-mini,
25,1094,is-not-biased,84,gpt-5.4-mini,
86,1095,is-not-biased,94,gpt-5.4-mini,
161,1096,is-not-biased,84,gpt-5.4-mini,
205,1097,is-not-biased,86,gpt-5.4-mini,
262,1098,is-not-biased,86,gpt-5.4-mini,
1,1099,is-not-biased,84,gpt-5.4-mini,
171,1100,is-not-biased,84,gpt-5.4-mini,
168,1101,is-not-biased,78,gpt-5.4-mini,
29,1102,is-not-biased,86,gpt-5.4-mini,
283,1103,is-biased,92,gpt-5.4-mini,
59,1104,is-not-biased,86,gpt-5.4-mini,
81,1105,is-not-biased,94,gpt-5.4-mini,
255,1106,is-not-biased,84,gpt-5.4-mini,
98,1107,is-not-biased,92,gpt-5.4-mini,
175,1108,is-biased,84,gpt-5.4-mini,
162,1109,is-not-biased,86,gpt-5.4-mini,
233,1110,is-not-biased,84,gpt-5.4-mini,
42,1111,is-not-biased,94,gpt-5.4-mini,
118,1112,is-not-biased,86,gpt-5.4-mini,
251,1113,is-not-biased,96,gpt-5.4-mini,
97,1114,is-not-biased,94,gpt-5.4-mini,
75,1115,is-not-biased,92,gpt-5.4-mini,
145,1116,is-biased,84,gpt-5.4-mini,
193,1117,is-not-biased,92,gpt-5.4-mini,
121,1118,is-biased,78,gpt-5.4-mini,
98,1119,is-not-biased,86,gpt-5.4-mini,
263,1120,is-not-biased,84,gpt-5.4-mini,
263,1121,is-not-biased,84,gpt-5.4-mini,
7,1122,is-not-biased,84,gpt-5.4-mini,
94,1123,is-not-biased,86,gpt-5.4-mini,
102,1124,is-not-biased,92,gpt-5.4-mini,
22,1125,is-not-biased,93,gpt-5.4-mini,
7,1126,is-not-biased,84,gpt-5.4-mini,
92,1127,is-not-biased,92,gpt-5.4-mini,
70,1128,is-not-biased,92,gpt-5.4-mini,
