article_id,index,age,gender,source,politics,llm_assessment,llm_confidence,llm_model,llm_error
122,363,34,Female,CNN,Independent,is-biased,92,gpt-5.4-mini,
114,364,21,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
101,365,47,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
40,366,26,Female,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
220,367,28,Male,FOX,Liberal,is-not-biased,96,gpt-5.4-mini,
97,368,27,Male,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
192,369,25,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
263,370,48,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
2,371,30,Male,BBC,Independent,is-not-biased,96,gpt-5.4-mini,
91,372,28,Female,BBC,Liberal,is-not-biased,96,gpt-5.4-mini,
153,373,54,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
63,374,55,Male,BBC,Other,is-not-biased,92,gpt-5.4-mini,
125,375,25,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
9,376,30,Female,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
230,377,70,Male,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
162,378,30,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
65,379,52,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
78,380,36,Male,BBC,Conservative,is-not-biased,86,gpt-5.4-mini,
88,381,33,Male,BBC,Conservative,is-not-biased,89,gpt-5.4-mini,
198,382,36,Male,FOX,Liberal,is-not-biased,92,gpt-5.4-mini,
112,383,60,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
131,384,34,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
133,385,35,Male,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
116,386,43,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
11,387,26,Female,BBC,Independent,is-not-biased,86,gpt-5.4-mini,
74,388,40,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
29,389,24,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
266,390,30,Male,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
139,391,43,Female,CNN,Conservative,is-biased,96,gpt-5.4-mini,
184,392,37,Female,FOX,Liberal,is-biased,78,gpt-5.4-mini,
121,393,21,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
114,394,22,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
135,395,28,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
263,396,29,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
230,397,25,Female,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
20,398,31,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
23,399,26,Male,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
273,400,35,Male,FOX,Liberal,is-biased,96,gpt-5.4-mini,
280,401,22,Male,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
265,402,48,Male,FOX,Liberal,is-biased,86,gpt-5.4-mini,
206,403,46,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
234,404,41,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
18,405,37,Female,BBC,Independent,is-not-biased,96,gpt-5.4-mini,
194,406,31,Male,FOX,Independent,is-not-biased,94,gpt-5.4-mini,
132,407,26,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
158,408,32,Female,CNN,Other,is-not-biased,86,gpt-5.4-mini,
127,409,40,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
123,410,38,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
175,411,56,Female,FOX,Liberal,is-biased,78,gpt-5.4-mini,
118,412,48,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
151,413,48,Female,CNN,Liberal,is-not-biased,95,gpt-5.4-mini,
76,414,46,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
197,415,30,Female,FOX,Liberal,is-biased,96,gpt-5.4-mini,
266,416,38,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
99,417,69,Female,BBC,Other,is-not-biased,96,gpt-5.4-mini,
3,418,25,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
144,419,46,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
156,420,63,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
139,421,37,Female,CNN,Conservative,is-biased,92,gpt-5.4-mini,
233,422,43,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
200,423,24,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
62,424,53,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
146,425,48,Female,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
22,426,34,Female,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
130,427,48,Female,CNN,Conservative,is-not-biased,78,gpt-5.4-mini,
161,428,32,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
134,429,26,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
212,430,31,Male,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
182,431,25,Male,FOX,Liberal,is-biased,92,gpt-5.4-mini,
242,432,40,Male,FOX,Liberal,is-not-biased,78,gpt-5.4-mini,
57,433,25,Male,BBC,Conservative,is-not-biased,96,gpt-5.4-mini,
110,434,53,Female,CNN,Conservative,is-biased,86,gpt-5.4-mini,
151,435,48,Male,CNN,Liberal,is-not-biased,94,gpt-5.4-mini,
203,436,57,Female,FOX,Conservative,is-not-biased,96,gpt-5.4-mini,
22,437,49,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
245,438,35,Male,FOX,Conservative,is-biased,92,gpt-5.4-mini,
101,439,26,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
145,440,25,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
253,441,30,Male,FOX,Liberal,is-biased,92,gpt-5.4-mini,
130,442,30,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
83,443,55,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
220,444,27,Male,FOX,Independent,is-not-biased,94,gpt-5.4-mini,
274,445,32,Male,FOX,Liberal,is-not-biased,78,gpt-5.4-mini,
187,446,32,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
139,447,56,Female,CNN,Liberal,is-biased,86,gpt-5.4-mini,
201,448,38,Female,FOX,Independent,is-not-biased,92,gpt-5.4-mini,
239,449,41,Male,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
267,450,55,Male,FOX,Conservative,is-not-biased,96,gpt-5.4-mini,
101,451,38,Male,BBC,Conservative,is-not-biased,89,gpt-5.4-mini,
167,452,24,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
56,453,32,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
54,454,25,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
277,455,26,Male,FOX,Independent,is-not-biased,94,gpt-5.4-mini,
78,456,45,Male,BBC,Conservative,is-not-biased,86,gpt-5.4-mini,
39,457,42,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
74,458,52,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
223,459,41,Male,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
99,460,25,Male,BBC,Independent,is-not-biased,96,gpt-5.4-mini,
162,461,50,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
234,462,28,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
76,463,46,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
144,464,31,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
183,465,40,Male,FOX,Independent,is-not-biased,95,gpt-5.4-mini,
24,466,24,Female,BBC,Conservative,is-not-biased,98,gpt-5.4-mini,
81,467,38,Female,BBC,Liberal,is-not-biased,96,gpt-5.4-mini,
97,468,42,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
279,469,35,Male,FOX,Liberal,is-not-biased,78,gpt-5.4-mini,
102,470,37,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
165,471,39,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
222,472,25,Male,FOX,Liberal,is-not-biased,92,gpt-5.4-mini,
67,473,25,Male,BBC,Independent,is-not-biased,89,gpt-5.4-mini,
232,474,25,Female,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
156,475,40,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
177,476,27,Female,FOX,Liberal,is-biased,86,gpt-5.4-mini,
136,477,41,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
230,478,27,Female,FOX,Liberal,is-not-biased,96,gpt-5.4-mini,
34,479,51,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
154,480,40,Female,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
227,481,35,Male,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
288,482,53,Male,FOX,Independent,is-biased,92,gpt-5.4-mini,
41,483,31,Male,BBC,Independent,is-not-biased,84,gpt-5.4-mini,
32,484,60,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
130,485,37,Other,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
7,486,40,Female,BBC,Liberal,is-not-biased,89,gpt-5.4-mini,
152,487,36,Male,CNN,Liberal,is-biased,92,gpt-5.4-mini,
144,488,25,Female,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
45,489,30,Other,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
166,490,43,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
165,491,37,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
161,492,32,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
145,493,50,Male,CNN,Liberal,is-biased,84,gpt-5.4-mini,
156,494,36,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
263,495,26,Male,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
171,496,20,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
139,497,40,Male,CNN,Independent,is-biased,92,gpt-5.4-mini,
7,498,29,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
31,499,40,Male,BBC,Other,is-not-biased,92,gpt-5.4-mini,
136,500,65,Male,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
154,501,25,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
284,502,62,Female,FOX,Liberal,is-biased,95,gpt-5.4-mini,
173,503,26,Male,FOX,Other,is-biased,92,gpt-5.4-mini,
208,504,28,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
109,505,40,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
223,506,29,Male,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
225,507,30,Male,FOX,Other,is-not-biased,93,gpt-5.4-mini,
225,508,77,Female,FOX,Liberal,is-not-biased,94,gpt-5.4-mini,
197,509,32,Male,FOX,Liberal,is-biased,92,gpt-5.4-mini,
74,510,34,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
59,511,30,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
33,512,39,Female,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
46,513,25,Male,BBC,Independent,is-not-biased,84,gpt-5.4-mini,
156,514,30,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
142,515,48,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
177,516,40,Female,FOX,Conservative,is-biased,86,gpt-5.4-mini,
62,517,57,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
25,518,46,Male,BBC,Independent,is-not-biased,84,gpt-5.4-mini,
136,519,41,Female,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
168,520,35,Female,CNN,Independent,is-not-biased,78,gpt-5.4-mini,
181,521,62,Male,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
8,522,34,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
153,523,30,Other,CNN,Other,is-not-biased,86,gpt-5.4-mini,
143,524,63,Female,CNN,Conservative,is-biased,86,gpt-5.4-mini,
157,525,51,Male,CNN,Liberal,is-biased,86,gpt-5.4-mini,
112,526,45,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
87,527,22,Male,BBC,Other,is-not-biased,86,gpt-5.4-mini,
86,528,30,Female,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
181,529,29,Female,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
115,530,24,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
179,531,30,Male,FOX,Liberal,is-biased,84,gpt-5.4-mini,
127,532,53,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
265,533,26,Male,FOX,Conservative,is-biased,86,gpt-5.4-mini,
262,534,30,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
149,535,34,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
84,536,27,Female,BBC,Liberal,is-not-biased,89,gpt-5.4-mini,
168,537,48,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
256,538,29,Female,FOX,Conservative,is-biased,92,gpt-5.4-mini,
148,539,25,Female,CNN,Conservative,is-not-biased,96,gpt-5.4-mini,
7,540,48,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
182,541,29,Male,FOX,Independent,is-biased,92,gpt-5.4-mini,
142,542,27,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
111,543,46,Female,CNN,Independent,is-biased,86,gpt-5.4-mini,
123,544,37,Male,CNN,Independent,is-not-biased,89,gpt-5.4-mini,
193,545,54,Female,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
268,546,32,Male,FOX,Conservative,is-not-biased,78,gpt-5.4-mini,
116,547,42,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
272,548,19,Male,FOX,Independent,is-not-biased,78,gpt-5.4-mini,
36,549,34,Female,BBC,Liberal,is-not-biased,95,gpt-5.4-mini,
105,550,48,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
6,551,48,Female,BBC,Conservative,is-not-biased,89,gpt-5.4-mini,
246,552,25,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
94,553,34,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
120,554,18,Male,CNN,Independent,is-biased,84,gpt-5.4-mini,
193,555,44,Male,FOX,Independent,is-not-biased,86,gpt-5.4-mini,
25,556,27,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
274,557,35,Male,FOX,Conservative,is-not-biased,78,gpt-5.4-mini,
100,558,33,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
131,559,25,Male,CNN,Independent,is-biased,78,gpt-5.4-mini,
196,560,30,Male,FOX,Conservative,is-biased,96,gpt-5.4-mini,
155,561,30,Male,CNN,Independent,is-not-biased,96,gpt-5.4-mini,
103,562,30,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
253,563,63,Female,FOX,Other,is-biased,92,gpt-5.4-mini,
71,564,53,Female,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
169,565,25,Female,CNN,Conservative,is-not-biased,78,gpt-5.4-mini,
102,566,32,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
101,567,36,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
169,568,24,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
126,569,30,Male,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
154,570,27,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
36,571,23,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
121,572,48,Female,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
142,573,25,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
160,574,25,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
157,575,68,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
104,576,32,Female,BBC,Independent,is-biased,84,gpt-5.4-mini,
272,577,31,Female,FOX,Independent,is-not-biased,78,gpt-5.4-mini,
101,578,28,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
64,579,25,Female,BBC,Independent,is-not-biased,84,gpt-5.4-mini,
110,580,35,Female,CNN,Independent,is-biased,84,gpt-5.4-mini,
168,581,64,Female,CNN,Independent,is-not-biased,78,gpt-5.4-mini,
118,582,30,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
167,583,23,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
8,584,32,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
160,585,90,Female,CNN,Other,is-not-biased,84,gpt-5.4-mini,
20,586,24,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
111,587,27,Female,CNN,Liberal,is-biased,92,gpt-5.4-mini,
138,588,32,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
277,589,44,Female,FOX,Liberal,is-not-biased,96,gpt-5.4-mini,
125,590,42,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
71,591,26,Male,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
150,592,37,Female,CNN,Independent,is-biased,86,gpt-5.4-mini,
211,593,40,Male,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
233,594,34,Male,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
182,595,22,Male,FOX,Liberal,is-biased,95,gpt-5.4-mini,
25,596,48,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
277,597,48,Female,FOX,Liberal,is-not-biased,92,gpt-5.4-mini,
192,598,29,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
177,599,26,Female,FOX,Independent,is-biased,84,gpt-5.4-mini,
281,600,38,Female,FOX,Liberal,is-not-biased,92,gpt-5.4-mini,
50,601,40,Female,BBC,Liberal,is-not-biased,84,gpt-5.4-mini,
228,602,26,Male,FOX,Liberal,is-biased,86,gpt-5.4-mini,
246,603,32,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
132,604,53,Female,CNN,Other,is-not-biased,84,gpt-5.4-mini,
208,605,29,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
22,606,30,Male,BBC,Conservative,is-not-biased,94,gpt-5.4-mini,
152,607,60,Female,CNN,Liberal,is-biased,92,gpt-5.4-mini,
205,608,68,Female,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
180,609,31,Male,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
147,610,30,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
144,611,51,Female,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
98,612,48,Female,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
144,613,40,Male,CNN,Conservative,is-not-biased,92,gpt-5.4-mini,
164,614,43,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
86,615,30,Male,BBC,Liberal,is-not-biased,94,gpt-5.4-mini,
262,616,35,Female,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
266,617,40,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
128,618,66,Male,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
148,619,33,Male,CNN,Conservative,is-not-biased,96,gpt-5.4-mini,
11,620,52,Male,BBC,Conservative,is-biased,84,gpt-5.4-mini,
150,621,45,Male,CNN,Liberal,is-biased,84,gpt-5.4-mini,
259,622,23,Male,FOX,Conservative,is-biased,92,gpt-5.4-mini,
105,623,31,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
86,624,39,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
194,625,42,Male,FOX,Independent,is-not-biased,93,gpt-5.4-mini,
48,626,43,Female,BBC,Liberal,is-not-biased,91,gpt-5.4-mini,
76,627,32,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
1,628,30,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
93,629,30,Male,BBC,Conservative,is-not-biased,86,gpt-5.4-mini,
112,630,49,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
105,631,43,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
217,632,44,Male,FOX,Independent,is-biased,92,gpt-5.4-mini,
194,633,44,Male,FOX,Liberal,is-not-biased,93,gpt-5.4-mini,
22,634,42,Male,BBC,Conservative,is-not-biased,94,gpt-5.4-mini,
159,635,26,Male,CNN,Conservative,is-biased,92,gpt-5.4-mini,
142,636,23,Female,CNN,Other,is-not-biased,84,gpt-5.4-mini,
121,637,41,Male,CNN,Conservative,is-biased,84,gpt-5.4-mini,
109,638,68,Female,BBC,Independent,is-not-biased,86,gpt-5.4-mini,
150,639,23,Male,CNN,Independent,is-biased,86,gpt-5.4-mini,
172,640,30,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
125,641,47,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
153,642,48,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
172,643,37,Female,CNN,Independent,is-not-biased,93,gpt-5.4-mini,
161,644,58,Male,CNN,Conservative,is-biased,84,gpt-5.4-mini,
203,645,43,Male,FOX,Liberal,is-not-biased,96,gpt-5.4-mini,
156,646,40,Female,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
58,647,48,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
87,648,28,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
179,649,53,Male,FOX,Liberal,is-not-biased,78,gpt-5.4-mini,
138,650,30,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
7,651,36,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
158,652,28,Male,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
234,653,67,Male,FOX,Independent,is-not-biased,92,gpt-5.4-mini,
90,654,34,Female,BBC,Conservative,is-biased,84,gpt-5.4-mini,
116,655,34,Female,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
115,656,73,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
261,657,30,Male,FOX,Conservative,is-not-biased,78,gpt-5.4-mini,
140,658,28,Female,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
210,659,30,Male,FOX,Conservative,is-not-biased,84,gpt-5.4-mini,
121,660,44,Female,CNN,Conservative,is-biased,84,gpt-5.4-mini,
281,661,34,Male,FOX,Conservative,is-not-biased,86,gpt-5.4-mini,
105,662,63,Male,BBC,Independent,is-not-biased,86,gpt-5.4-mini,
121,663,30,Male,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
247,664,50,Male,FOX,Liberal,is-biased,84,gpt-5.4-mini,
125,665,55,Female,CNN,Independent,is-not-biased,86,gpt-5.4-mini,
58,666,39,Female,BBC,Other,is-not-biased,86,gpt-5.4-mini,
146,667,33,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
12,668,33,Female,BBC,Conservative,is-not-biased,86,gpt-5.4-mini,
198,669,29,Male,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
176,670,24,Male,FOX,Liberal,is-not-biased,78,gpt-5.4-mini,
230,671,48,Male,FOX,Conservative,is-not-biased,93,gpt-5.4-mini,
140,672,57,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
84,673,33,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
196,674,25,Male,FOX,Conservative,is-biased,96,gpt-5.4-mini,
101,675,24,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
113,676,35,Male,CNN,Liberal,is-not-biased,84,gpt-5.4-mini,
129,677,52,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
67,678,38,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
95,679,47,Male,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
42,680,25,Female,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
184,681,29,Male,FOX,Independent,is-biased,84,gpt-5.4-mini,
142,682,25,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
210,683,20,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
136,684,30,Male,CNN,Liberal,is-not-biased,92,gpt-5.4-mini,
65,685,37,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
145,686,34,Male,CNN,Liberal,is-biased,84,gpt-5.4-mini,
2,687,26,Male,BBC,Liberal,is-not-biased,96,gpt-5.4-mini,
165,688,41,Female,CNN,Liberal,is-not-biased,86,gpt-5.4-mini,
241,689,40,Female,FOX,Liberal,is-not-biased,84,gpt-5.4-mini,
86,690,25,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
219,691,53,Female,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
244,692,36,Female,FOX,Liberal,is-biased,78,gpt-5.4-mini,
183,693,30,Male,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
28,694,46,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
240,695,37,Female,FOX,Liberal,is-not-biased,86,gpt-5.4-mini,
49,696,30,Male,BBC,Conservative,is-not-biased,84,gpt-5.4-mini,
142,697,32,Male,CNN,Conservative,is-not-biased,84,gpt-5.4-mini,
98,698,23,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
144,699,33,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
202,700,54,Female,FOX,Other,is-not-biased,84,gpt-5.4-mini,
102,701,26,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
266,702,25,Male,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
103,703,38,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
197,704,36,Female,FOX,Conservative,is-biased,92,gpt-5.4-mini,
94,705,56,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
218,706,43,Male,FOX,Liberal,is-biased,78,gpt-5.4-mini,
166,707,38,Female,CNN,Independent,is-not-biased,84,gpt-5.4-mini,
101,708,48,Male,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
70,709,43,Male,BBC,Conservative,is-not-biased,92,gpt-5.4-mini,
128,710,44,Female,CNN,Liberal,is-not-biased,94,gpt-5.4-mini,
157,711,25,Female,CNN,Liberal,is-biased,84,gpt-5.4-mini,
146,712,26,Female,CNN,Independent,is-not-biased,92,gpt-5.4-mini,
277,713,25,Male,FOX,Independent,is-not-biased,94,gpt-5.4-mini,
197,714,31,Female,FOX,Liberal,is-biased,92,gpt-5.4-mini,
188,715,29,Female,FOX,Independent,is-biased,97,gpt-5.4-mini,
123,716,25,Female,CNN,Conservative,is-not-biased,86,gpt-5.4-mini,
33,717,23,Male,BBC,Independent,is-not-biased,96,gpt-5.4-mini,
104,718,29,Male,BBC,Liberal,is-biased,86,gpt-5.4-mini,
101,719,25,Male,BBC,Independent,is-not-biased,92,gpt-5.4-mini,
210,720,38,Male,FOX,Independent,is-not-biased,84,gpt-5.4-mini,
143,721,25,Male,CNN,Independent,is-biased,86,gpt-5.4-mini,
278,722,28,Male,FOX,Conservative,is-biased,92,gpt-5.4-mini,
244,723,32,Male,FOX,Liberal,is-not-biased,72,gpt-5.4-mini,
63,724,31,Female,BBC,Liberal,is-not-biased,92,gpt-5.4-mini,
231,725,33,Male,FOX,Conservative,is-not-biased,92,gpt-5.4-mini,
58,726,29,Female,BBC,Liberal,is-not-biased,86,gpt-5.4-mini,
