article_id,index,source,llm_assessment,llm_confidence,llm_model,llm_error
7,486,BBC,is-not-biased,86,gpt-5.4-mini,
152,487,CNN,is-biased,84,gpt-5.4-mini,
144,488,CNN,is-not-biased,92,gpt-5.4-mini,
45,489,BBC,is-not-biased,84,gpt-5.4-mini,
166,490,CNN,is-not-biased,86,gpt-5.4-mini,
165,491,CNN,is-not-biased,86,gpt-5.4-mini,
161,492,CNN,is-not-biased,84,gpt-5.4-mini,
145,493,CNN,is-biased,84,gpt-5.4-mini,
156,494,CNN,is-not-biased,86,gpt-5.4-mini,
263,495,FOX,is-not-biased,84,gpt-5.4-mini,
171,496,CNN,is-not-biased,84,gpt-5.4-mini,
139,497,CNN,is-biased,92,gpt-5.4-mini,
7,498,BBC,is-not-biased,86,gpt-5.4-mini,
31,499,BBC,is-not-biased,92,gpt-5.4-mini,
136,500,CNN,is-not-biased,92,gpt-5.4-mini,
154,501,CNN,is-not-biased,92,gpt-5.4-mini,
284,502,FOX,is-biased,92,gpt-5.4-mini,
173,503,FOX,is-biased,84,gpt-5.4-mini,
208,504,FOX,is-not-biased,84,gpt-5.4-mini,
109,505,BBC,is-not-biased,92,gpt-5.4-mini,
223,506,FOX,is-not-biased,86,gpt-5.4-mini,
225,507,FOX,is-not-biased,93,gpt-5.4-mini,
225,508,FOX,is-not-biased,94,gpt-5.4-mini,
197,509,FOX,is-biased,92,gpt-5.4-mini,
74,510,BBC,is-not-biased,84,gpt-5.4-mini,
59,511,BBC,is-not-biased,86,gpt-5.4-mini,
33,512,BBC,is-not-biased,93,gpt-5.4-mini,
46,513,BBC,is-biased,84,gpt-5.4-mini,
156,514,CNN,is-not-biased,86,gpt-5.4-mini,
142,515,CNN,is-not-biased,84,gpt-5.4-mini,
177,516,FOX,is-not-biased,74,gpt-5.4-mini,
62,517,BBC,is-not-biased,86,gpt-5.4-mini,
25,518,BBC,is-not-biased,86,gpt-5.4-mini,
136,519,CNN,is-not-biased,92,gpt-5.4-mini,
168,520,CNN,is-not-biased,78,gpt-5.4-mini,
181,521,FOX,is-not-biased,84,gpt-5.4-mini,
8,522,BBC,is-not-biased,92,gpt-5.4-mini,
153,523,CNN,is-not-biased,84,gpt-5.4-mini,
143,524,CNN,is-biased,86,gpt-5.4-mini,
157,525,CNN,is-biased,84,gpt-5.4-mini,
112,526,CNN,is-not-biased,84,gpt-5.4-mini,
87,527,BBC,is-not-biased,86,gpt-5.4-mini,
86,528,BBC,is-not-biased,94,gpt-5.4-mini,
181,529,FOX,is-not-biased,86,gpt-5.4-mini,
115,530,CNN,is-not-biased,92,gpt-5.4-mini,
179,531,FOX,is-not-biased,84,gpt-5.4-mini,
127,532,CNN,is-not-biased,92,gpt-5.4-mini,
265,533,FOX,is-biased,84,gpt-5.4-mini,
262,534,FOX,is-not-biased,84,gpt-5.4-mini,
149,535,CNN,is-not-biased,92,gpt-5.4-mini,
84,536,BBC,is-not-biased,86,gpt-5.4-mini,
168,537,CNN,is-not-biased,78,gpt-5.4-mini,
256,538,FOX,is-biased,86,gpt-5.4-mini,
148,539,CNN,is-not-biased,98,gpt-5.4-mini,
7,540,BBC,is-not-biased,86,gpt-5.4-mini,
182,541,FOX,is-biased,92,gpt-5.4-mini,
142,542,CNN,is-not-biased,84,gpt-5.4-mini,
111,543,CNN,is-biased,86,gpt-5.4-mini,
123,544,CNN,is-not-biased,92,gpt-5.4-mini,
193,545,FOX,is-not-biased,92,gpt-5.4-mini,
268,546,FOX,is-not-biased,84,gpt-5.4-mini,
116,547,CNN,is-not-biased,84,gpt-5.4-mini,
272,548,FOX,is-biased,78,gpt-5.4-mini,
36,549,BBC,is-not-biased,94,gpt-5.4-mini,
105,550,BBC,is-not-biased,86,gpt-5.4-mini,
6,551,BBC,is-not-biased,92,gpt-5.4-mini,
246,552,FOX,is-not-biased,84,gpt-5.4-mini,
94,553,BBC,is-not-biased,92,gpt-5.4-mini,
120,554,CNN,is-biased,84,gpt-5.4-mini,
193,555,FOX,is-not-biased,92,gpt-5.4-mini,
25,556,BBC,is-not-biased,92,gpt-5.4-mini,
274,557,FOX,is-not-biased,72,gpt-5.4-mini,
100,558,BBC,is-not-biased,86,gpt-5.4-mini,
131,559,CNN,is-not-biased,84,gpt-5.4-mini,
196,560,FOX,is-biased,96,gpt-5.4-mini,
155,561,CNN,is-not-biased,96,gpt-5.4-mini,
103,562,BBC,is-not-biased,93,gpt-5.4-mini,
253,563,FOX,is-biased,84,gpt-5.4-mini,
71,564,BBC,is-not-biased,84,gpt-5.4-mini,
169,565,CNN,is-not-biased,84,gpt-5.4-mini,
102,566,BBC,is-not-biased,92,gpt-5.4-mini,
101,567,BBC,is-not-biased,92,gpt-5.4-mini,
169,568,CNN,is-not-biased,84,gpt-5.4-mini,
126,569,CNN,is-not-biased,92,gpt-5.4-mini,
154,570,CNN,is-not-biased,92,gpt-5.4-mini,
36,571,BBC,is-not-biased,93,gpt-5.4-mini,
121,572,CNN,is-biased,84,gpt-5.4-mini,
142,573,CNN,is-not-biased,84,gpt-5.4-mini,
160,574,CNN,is-not-biased,84,gpt-5.4-mini,
157,575,CNN,is-biased,84,gpt-5.4-mini,
104,576,BBC,is-not-biased,84,gpt-5.4-mini,
272,577,FOX,is-biased,78,gpt-5.4-mini,
101,578,BBC,is-not-biased,92,gpt-5.4-mini,
64,579,BBC,is-not-biased,86,gpt-5.4-mini,
110,580,CNN,is-biased,84,gpt-5.4-mini,
168,581,CNN,is-not-biased,78,gpt-5.4-mini,
118,582,CNN,is-not-biased,84,gpt-5.4-mini,
167,583,CNN,is-not-biased,84,gpt-5.4-mini,
8,584,BBC,is-not-biased,92,gpt-5.4-mini,
160,585,CNN,is-not-biased,84,gpt-5.4-mini,
20,586,BBC,is-not-biased,84,gpt-5.4-mini,
111,587,CNN,is-biased,86,gpt-5.4-mini,
138,588,CNN,is-not-biased,84,gpt-5.4-mini,
277,589,FOX,is-not-biased,94,gpt-5.4-mini,
125,590,CNN,is-not-biased,84,gpt-5.4-mini,
71,591,BBC,is-not-biased,84,gpt-5.4-mini,
150,592,CNN,is-biased,92,gpt-5.4-mini,
211,593,FOX,is-not-biased,86,gpt-5.4-mini,
233,594,FOX,is-not-biased,84,gpt-5.4-mini,
182,595,FOX,is-biased,92,gpt-5.4-mini,
25,596,BBC,is-not-biased,86,gpt-5.4-mini,
277,597,FOX,is-not-biased,94,gpt-5.4-mini,
192,598,FOX,is-not-biased,84,gpt-5.4-mini,
177,599,FOX,is-not-biased,74,gpt-5.4-mini,
281,600,FOX,is-not-biased,92,gpt-5.4-mini,
50,601,BBC,is-biased,84,gpt-5.4-mini,
228,602,FOX,is-biased,84,gpt-5.4-mini,
246,603,FOX,is-not-biased,84,gpt-5.4-mini,
132,604,CNN,is-not-biased,84,gpt-5.4-mini,
208,605,FOX,is-not-biased,84,gpt-5.4-mini,
22,606,BBC,is-not-biased,93,gpt-5.4-mini,
152,607,CNN,is-biased,84,gpt-5.4-mini,
205,608,FOX,is-not-biased,84,gpt-5.4-mini,
180,609,FOX,is-not-biased,86,gpt-5.4-mini,
147,610,CNN,is-not-biased,92,gpt-5.4-mini,
144,611,CNN,is-not-biased,92,gpt-5.4-mini,
98,612,BBC,is-not-biased,92,gpt-5.4-mini,
144,613,CNN,is-not-biased,92,gpt-5.4-mini,
164,614,CNN,is-not-biased,93,gpt-5.4-mini,
86,615,BBC,is-not-biased,94,gpt-5.4-mini,
262,616,FOX,is-not-biased,84,gpt-5.4-mini,
266,617,FOX,is-not-biased,84,gpt-5.4-mini,
128,618,CNN,is-not-biased,93,gpt-5.4-mini,
148,619,CNN,is-not-biased,98,gpt-5.4-mini,
11,620,BBC,is-not-biased,84,gpt-5.4-mini,
150,621,CNN,is-biased,92,gpt-5.4-mini,
259,622,FOX,is-biased,86,gpt-5.4-mini,
105,623,BBC,is-not-biased,86,gpt-5.4-mini,
86,624,BBC,is-not-biased,94,gpt-5.4-mini,
194,625,FOX,is-not-biased,95,gpt-5.4-mini,
48,626,BBC,is-not-biased,86,gpt-5.4-mini,
76,627,BBC,is-not-biased,86,gpt-5.4-mini,
1,628,BBC,is-not-biased,84,gpt-5.4-mini,
93,629,BBC,is-not-biased,92,gpt-5.4-mini,
112,630,CNN,is-not-biased,84,gpt-5.4-mini,
105,631,BBC,is-not-biased,86,gpt-5.4-mini,
217,632,FOX,is-biased,92,gpt-5.4-mini,
194,633,FOX,is-not-biased,93,gpt-5.4-mini,
22,634,BBC,is-not-biased,93,gpt-5.4-mini,
159,635,CNN,is-biased,92,gpt-5.4-mini,
142,636,CNN,is-not-biased,84,gpt-5.4-mini,
121,637,CNN,is-biased,84,gpt-5.4-mini,
109,638,BBC,is-not-biased,92,gpt-5.4-mini,
150,639,CNN,is-biased,92,gpt-5.4-mini,
172,640,CNN,is-not-biased,94,gpt-5.4-mini,
125,641,CNN,is-not-biased,84,gpt-5.4-mini,
153,642,CNN,is-not-biased,84,gpt-5.4-mini,
172,643,CNN,is-not-biased,94,gpt-5.4-mini,
161,644,CNN,is-not-biased,84,gpt-5.4-mini,
203,645,FOX,is-not-biased,96,gpt-5.4-mini,
156,646,CNN,is-not-biased,86,gpt-5.4-mini,
58,647,BBC,is-not-biased,84,gpt-5.4-mini,
87,648,BBC,is-not-biased,86,gpt-5.4-mini,
179,649,FOX,is-not-biased,84,gpt-5.4-mini,
138,650,CNN,is-not-biased,84,gpt-5.4-mini,
7,651,BBC,is-not-biased,86,gpt-5.4-mini,
158,652,CNN,is-not-biased,84,gpt-5.4-mini,
234,653,FOX,is-not-biased,92,gpt-5.4-mini,
90,654,BBC,is-biased,84,gpt-5.4-mini,
116,655,CNN,is-not-biased,84,gpt-5.4-mini,
115,656,CNN,is-not-biased,89,gpt-5.4-mini,
261,657,FOX,is-not-biased,78,gpt-5.4-mini,
140,658,CNN,is-not-biased,86,gpt-5.4-mini,
210,659,FOX,is-not-biased,78,gpt-5.4-mini,
121,660,CNN,is-biased,84,gpt-5.4-mini,
281,661,FOX,is-not-biased,92,gpt-5.4-mini,
105,662,BBC,is-not-biased,86,gpt-5.4-mini,
121,663,CNN,is-biased,84,gpt-5.4-mini,
247,664,FOX,is-biased,78,gpt-5.4-mini,
125,665,CNN,is-not-biased,84,gpt-5.4-mini,
58,666,BBC,is-not-biased,86,gpt-5.4-mini,
146,667,CNN,is-not-biased,92,gpt-5.4-mini,
12,668,BBC,is-not-biased,92,gpt-5.4-mini,
198,669,FOX,is-not-biased,86,gpt-5.4-mini,
176,670,FOX,is-not-biased,84,gpt-5.4-mini,
230,671,FOX,is-not-biased,92,gpt-5.4-mini,
140,672,CNN,is-not-biased,86,gpt-5.4-mini,
84,673,BBC,is-not-biased,92,gpt-5.4-mini,
196,674,FOX,is-biased,96,gpt-5.4-mini,
101,675,BBC,is-not-biased,94,gpt-5.4-mini,
113,676,CNN,is-not-biased,84,gpt-5.4-mini,
129,677,CNN,is-not-biased,86,gpt-5.4-mini,
67,678,BBC,is-not-biased,92,gpt-5.4-mini,
95,679,BBC,is-biased,84,gpt-5.4-mini,
42,680,BBC,is-not-biased,94,gpt-5.4-mini,
184,681,FOX,is-biased,84,gpt-5.4-mini,
142,682,CNN,is-not-biased,84,gpt-5.4-mini,
210,683,FOX,is-not-biased,78,gpt-5.4-mini,
136,684,CNN,is-not-biased,92,gpt-5.4-mini,
65,685,BBC,is-not-biased,92,gpt-5.4-mini,
145,686,CNN,is-biased,84,gpt-5.4-mini,
2,687,BBC,is-not-biased,95,gpt-5.4-mini,
165,688,CNN,is-not-biased,86,gpt-5.4-mini,
241,689,FOX,is-not-biased,84,gpt-5.4-mini,
86,690,BBC,is-not-biased,94,gpt-5.4-mini,
219,691,FOX,is-not-biased,84,gpt-5.4-mini,
244,692,FOX,is-not-biased,84,gpt-5.4-mini,
183,693,FOX,is-not-biased,92,gpt-5.4-mini,
28,694,BBC,is-not-biased,92,gpt-5.4-mini,
240,695,FOX,is-not-biased,92,gpt-5.4-mini,
49,696,BBC,is-not-biased,92,gpt-5.4-mini,
142,697,CNN,is-not-biased,84,gpt-5.4-mini,
98,698,BBC,is-not-biased,92,gpt-5.4-mini,
144,699,CNN,is-not-biased,92,gpt-5.4-mini,
202,700,FOX,is-not-biased,84,gpt-5.4-mini,
102,701,BBC,is-not-biased,92,gpt-5.4-mini,
266,702,FOX,is-not-biased,86,gpt-5.4-mini,
103,703,BBC,is-not-biased,93,gpt-5.4-mini,
197,704,FOX,is-biased,92,gpt-5.4-mini,
94,705,BBC,is-not-biased,92,gpt-5.4-mini,
218,706,FOX,is-biased,72,gpt-5.4-mini,
166,707,CNN,is-not-biased,86,gpt-5.4-mini,
101,708,BBC,is-not-biased,93,gpt-5.4-mini,
70,709,BBC,is-not-biased,94,gpt-5.4-mini,
128,710,CNN,is-not-biased,92,gpt-5.4-mini,
157,711,CNN,is-biased,84,gpt-5.4-mini,
146,712,CNN,is-not-biased,92,gpt-5.4-mini,
277,713,FOX,is-not-biased,96,gpt-5.4-mini,
197,714,FOX,is-biased,92,gpt-5.4-mini,
188,715,FOX,is-biased,98,gpt-5.4-mini,
123,716,CNN,is-not-biased,92,gpt-5.4-mini,
33,717,BBC,is-not-biased,94,gpt-5.4-mini,
104,718,BBC,is-not-biased,84,gpt-5.4-mini,
101,719,BBC,is-not-biased,92,gpt-5.4-mini,
210,720,FOX,is-biased,78,gpt-5.4-mini,
143,721,CNN,is-biased,84,gpt-5.4-mini,
278,722,FOX,is-biased,86,gpt-5.4-mini,
244,723,FOX,is-not-biased,84,gpt-5.4-mini,
63,724,BBC,is-not-biased,92,gpt-5.4-mini,
231,725,FOX,is-not-biased,92,gpt-5.4-mini,
58,726,BBC,is-not-biased,84,gpt-5.4-mini,
150,727,CNN,is-biased,92,gpt-5.4-mini,
80,728,BBC,is-biased,78,gpt-5.4-mini,
224,729,FOX,is-biased,78,gpt-5.4-mini,
173,730,FOX,is-biased,84,gpt-5.4-mini,
88,731,BBC,is-not-biased,92,gpt-5.4-mini,
78,732,BBC,is-not-biased,92,gpt-5.4-mini,
173,733,FOX,is-biased,84,gpt-5.4-mini,
127,734,CNN,is-not-biased,86,gpt-5.4-mini,
149,735,CNN,is-not-biased,92,gpt-5.4-mini,
86,736,BBC,is-not-biased,94,gpt-5.4-mini,
126,737,CNN,is-not-biased,92,gpt-5.4-mini,
156,738,CNN,is-not-biased,86,gpt-5.4-mini,
3,739,BBC,is-not-biased,92,gpt-5.4-mini,
136,740,CNN,is-not-biased,92,gpt-5.4-mini,
102,741,BBC,is-not-biased,92,gpt-5.4-mini,
113,742,CNN,is-not-biased,84,gpt-5.4-mini,
106,743,BBC,is-not-biased,89,gpt-5.4-mini,
82,744,BBC,is-biased,84,gpt-5.4-mini,
230,745,FOX,is-not-biased,92,gpt-5.4-mini,
265,746,FOX,is-biased,84,gpt-5.4-mini,
172,747,CNN,is-not-biased,94,gpt-5.4-mini,
287,748,FOX,is-not-biased,78,gpt-5.4-mini,
121,749,CNN,is-biased,84,gpt-5.4-mini,
161,750,CNN,is-not-biased,84,gpt-5.4-mini,
285,751,FOX,is-not-biased,84,gpt-5.4-mini,
241,752,FOX,is-not-biased,86,gpt-5.4-mini,
287,753,FOX,is-not-biased,78,gpt-5.4-mini,
248,754,FOX,is-not-biased,84,gpt-5.4-mini,
162,755,CNN,is-not-biased,86,gpt-5.4-mini,
95,756,BBC,is-biased,84,gpt-5.4-mini,
159,757,CNN,is-biased,92,gpt-5.4-mini,
152,758,CNN,is-biased,84,gpt-5.4-mini,
199,759,FOX,is-biased,84,gpt-5.4-mini,
27,760,BBC,is-not-biased,86,gpt-5.4-mini,
288,761,FOX,is-biased,92,gpt-5.4-mini,
187,762,FOX,is-not-biased,86,gpt-5.4-mini,
252,763,FOX,is-biased,78,gpt-5.4-mini,
274,764,FOX,is-not-biased,78,gpt-5.4-mini,
159,765,CNN,is-biased,92,gpt-5.4-mini,
123,766,CNN,is-not-biased,92,gpt-5.4-mini,
150,767,CNN,is-biased,92,gpt-5.4-mini,
248,768,FOX,is-not-biased,84,gpt-5.4-mini,
113,769,CNN,is-not-biased,84,gpt-5.4-mini,
142,770,CNN,is-not-biased,84,gpt-5.4-mini,
157,771,CNN,is-biased,84,gpt-5.4-mini,
29,772,BBC,is-not-biased,92,gpt-5.4-mini,
7,773,BBC,is-not-biased,86,gpt-5.4-mini,
170,774,CNN,is-not-biased,95,gpt-5.4-mini,
21,775,BBC,is-not-biased,92,gpt-5.4-mini,
90,776,BBC,is-biased,84,gpt-5.4-mini,
156,777,CNN,is-not-biased,86,gpt-5.4-mini,
76,778,BBC,is-not-biased,86,gpt-5.4-mini,
66,779,BBC,is-not-biased,84,gpt-5.4-mini,
194,780,FOX,is-not-biased,93,gpt-5.4-mini,
119,781,CNN,is-not-biased,86,gpt-5.4-mini,
80,782,BBC,is-biased,78,gpt-5.4-mini,
157,783,CNN,is-biased,84,gpt-5.4-mini,
230,784,FOX,is-not-biased,92,gpt-5.4-mini,
105,785,BBC,is-not-biased,86,gpt-5.4-mini,
172,786,CNN,is-not-biased,94,gpt-5.4-mini,
134,787,CNN,is-not-biased,84,gpt-5.4-mini,
168,788,CNN,is-not-biased,78,gpt-5.4-mini,
118,789,CNN,is-not-biased,84,gpt-5.4-mini,
182,790,FOX,is-biased,92,gpt-5.4-mini,
63,791,BBC,is-not-biased,93,gpt-5.4-mini,
122,792,CNN,is-biased,86,gpt-5.4-mini,
22,793,BBC,is-not-biased,94,gpt-5.4-mini,
230,794,FOX,is-not-biased,92,gpt-5.4-mini,
253,795,FOX,is-biased,84,gpt-5.4-mini,
156,796,CNN,is-not-biased,86,gpt-5.4-mini,
233,797,FOX,is-not-biased,84,gpt-5.4-mini,
86,798,BBC,is-not-biased,94,gpt-5.4-mini,
216,799,FOX,is-not-biased,84,gpt-5.4-mini,
85,800,BBC,is-not-biased,99,gpt-5.4-mini,
226,801,FOX,is-not-biased,84,gpt-5.4-mini,
19,802,BBC,is-not-biased,92,gpt-5.4-mini,
185,803,FOX,is-biased,84,gpt-5.4-mini,
133,804,CNN,is-not-biased,84,gpt-5.4-mini,
247,805,FOX,is-biased,84,gpt-5.4-mini,
133,806,CNN,is-not-biased,84,gpt-5.4-mini,
276,807,FOX,is-not-biased,84,gpt-5.4-mini,
100,808,BBC,is-not-biased,84,gpt-5.4-mini,
116,809,CNN,is-not-biased,84,gpt-5.4-mini,
123,810,CNN,is-not-biased,92,gpt-5.4-mini,
188,811,FOX,is-biased,96,gpt-5.4-mini,
90,812,BBC,is-biased,84,gpt-5.4-mini,
267,813,FOX,is-not-biased,96,gpt-5.4-mini,
82,814,BBC,is-biased,84,gpt-5.4-mini,
7,815,BBC,is-not-biased,86,gpt-5.4-mini,
103,816,BBC,is-not-biased,96,gpt-5.4-mini,
3,817,BBC,is-not-biased,92,gpt-5.4-mini,
101,818,BBC,is-not-biased,92,gpt-5.4-mini,
112,819,CNN,is-not-biased,84,gpt-5.4-mini,
150,820,CNN,is-biased,92,gpt-5.4-mini,
152,821,CNN,is-biased,84,gpt-5.4-mini,
265,822,FOX,is-biased,84,gpt-5.4-mini,
159,823,CNN,is-biased,92,gpt-5.4-mini,
184,824,FOX,is-biased,84,gpt-5.4-mini,
100,825,BBC,is-not-biased,86,gpt-5.4-mini,
7,826,BBC,is-not-biased,86,gpt-5.4-mini,
145,827,CNN,is-biased,84,gpt-5.4-mini,
191,828,FOX,is-biased,78,gpt-5.4-mini,
76,829,BBC,is-not-biased,86,gpt-5.4-mini,
254,830,FOX,is-biased,84,gpt-5.4-mini,
90,831,BBC,is-biased,84,gpt-5.4-mini,
105,832,BBC,is-not-biased,86,gpt-5.4-mini,
286,833,FOX,is-not-biased,92,gpt-5.4-mini,
180,834,FOX,is-not-biased,86,gpt-5.4-mini,
227,835,FOX,is-not-biased,84,gpt-5.4-mini,
109,836,BBC,is-not-biased,92,gpt-5.4-mini,
260,837,FOX,is-biased,72,gpt-5.4-mini,
72,838,BBC,is-not-biased,84,gpt-5.4-mini,
136,839,CNN,is-not-biased,92,gpt-5.4-mini,
261,840,FOX,is-not-biased,78,gpt-5.4-mini,
174,841,FOX,is-not-biased,86,gpt-5.4-mini,
175,842,FOX,is-biased,78,gpt-5.4-mini,
33,843,BBC,is-not-biased,93,gpt-5.4-mini,
94,844,BBC,is-not-biased,92,gpt-5.4-mini,
152,845,CNN,is-biased,84,gpt-5.4-mini,
146,846,CNN,is-not-biased,92,gpt-5.4-mini,
160,847,CNN,is-not-biased,84,gpt-5.4-mini,
157,848,CNN,is-biased,84,gpt-5.4-mini,
277,849,FOX,is-not-biased,96,gpt-5.4-mini,
105,850,BBC,is-not-biased,86,gpt-5.4-mini,
125,851,CNN,is-not-biased,84,gpt-5.4-mini,
51,852,BBC,is-biased,86,gpt-5.4-mini,
141,853,CNN,is-not-biased,84,gpt-5.4-mini,
244,854,FOX,is-not-biased,84,gpt-5.4-mini,
242,855,FOX,is-not-biased,84,gpt-5.4-mini,
25,856,BBC,is-not-biased,92,gpt-5.4-mini,
6,857,BBC,is-not-biased,92,gpt-5.4-mini,
152,858,CNN,is-biased,84,gpt-5.4-mini,
106,859,BBC,is-not-biased,89,gpt-5.4-mini,
227,860,FOX,is-not-biased,84,gpt-5.4-mini,
262,861,FOX,is-not-biased,84,gpt-5.4-mini,
141,862,CNN,is-not-biased,84,gpt-5.4-mini,
10,863,BBC,is-not-biased,95,gpt-5.4-mini,
266,864,FOX,is-not-biased,84,gpt-5.4-mini,
242,865,FOX,is-not-biased,84,gpt-5.4-mini,
1,866,BBC,is-not-biased,84,gpt-5.4-mini,
33,867,BBC,is-not-biased,92,gpt-5.4-mini,
220,868,FOX,is-not-biased,96,gpt-5.4-mini,
127,869,CNN,is-not-biased,92,gpt-5.4-mini,
169,870,CNN,is-not-biased,84,gpt-5.4-mini,
14,871,BBC,is-not-biased,92,gpt-5.4-mini,
276,872,FOX,is-not-biased,84,gpt-5.4-mini,
145,873,CNN,is-biased,84,gpt-5.4-mini,
136,874,CNN,is-not-biased,92,gpt-5.4-mini,
110,875,CNN,is-biased,84,gpt-5.4-mini,
194,876,FOX,is-not-biased,93,gpt-5.4-mini,
231,877,FOX,is-not-biased,92,gpt-5.4-mini,
127,878,CNN,is-not-biased,86,gpt-5.4-mini,
146,879,CNN,is-not-biased,92,gpt-5.4-mini,
161,880,CNN,is-not-biased,84,gpt-5.4-mini,
274,881,FOX,is-not-biased,78,gpt-5.4-mini,
152,882,CNN,is-biased,84,gpt-5.4-mini,
88,883,BBC,is-not-biased,92,gpt-5.4-mini,
39,884,BBC,is-not-biased,86,gpt-5.4-mini,
211,885,FOX,is-not-biased,86,gpt-5.4-mini,
257,886,FOX,is-not-biased,94,gpt-5.4-mini,
213,887,FOX,is-biased,84,gpt-5.4-mini,
101,888,BBC,is-not-biased,94,gpt-5.4-mini,
154,889,CNN,is-not-biased,92,gpt-5.4-mini,
88,890,BBC,is-not-biased,92,gpt-5.4-mini,
262,891,FOX,is-not-biased,84,gpt-5.4-mini,
77,892,BBC,is-not-biased,92,gpt-5.4-mini,
194,893,FOX,is-not-biased,95,gpt-5.4-mini,
245,894,FOX,is-biased,86,gpt-5.4-mini,
160,895,CNN,is-not-biased,84,gpt-5.4-mini,
76,896,BBC,is-not-biased,86,gpt-5.4-mini,
206,897,FOX,is-not-biased,92,gpt-5.4-mini,
165,898,CNN,is-not-biased,86,gpt-5.4-mini,
284,899,FOX,is-biased,92,gpt-5.4-mini,
172,900,CNN,is-not-biased,94,gpt-5.4-mini,
110,901,CNN,is-not-biased,84,gpt-5.4-mini,
132,902,CNN,is-not-biased,78,gpt-5.4-mini,
192,903,FOX,is-not-biased,84,gpt-5.4-mini,
263,904,FOX,is-not-biased,84,gpt-5.4-mini,
233,905,FOX,is-not-biased,84,gpt-5.4-mini,
280,906,FOX,is-not-biased,84,gpt-5.4-mini,
238,907,FOX,is-not-biased,92,gpt-5.4-mini,
203,908,FOX,is-not-biased,96,gpt-5.4-mini,
158,909,CNN,is-biased,86,gpt-5.4-mini,
33,910,BBC,is-not-biased,93,gpt-5.4-mini,
122,911,CNN,is-biased,86,gpt-5.4-mini,
120,912,CNN,is-biased,84,gpt-5.4-mini,
133,913,CNN,is-not-biased,84,gpt-5.4-mini,
233,914,FOX,is-not-biased,84,gpt-5.4-mini,
38,915,BBC,is-not-biased,86,gpt-5.4-mini,
163,916,CNN,is-not-biased,92,gpt-5.4-mini,
111,917,CNN,is-biased,84,gpt-5.4-mini,
15,918,BBC,is-not-biased,92,gpt-5.4-mini,
46,919,BBC,is-biased,78,gpt-5.4-mini,
150,920,CNN,is-biased,92,gpt-5.4-mini,
280,921,FOX,is-not-biased,84,gpt-5.4-mini,
22,922,BBC,is-not-biased,93,gpt-5.4-mini,
72,923,BBC,is-not-biased,84,gpt-5.4-mini,
109,924,BBC,is-not-biased,92,gpt-5.4-mini,
204,925,FOX,is-biased,78,gpt-5.4-mini,
98,926,BBC,is-not-biased,92,gpt-5.4-mini,
33,927,BBC,is-not-biased,92,gpt-5.4-mini,
59,928,BBC,is-not-biased,86,gpt-5.4-mini,
147,929,CNN,is-not-biased,92,gpt-5.4-mini,
176,930,FOX,is-not-biased,84,gpt-5.4-mini,
279,931,FOX,is-not-biased,78,gpt-5.4-mini,
230,932,FOX,is-not-biased,92,gpt-5.4-mini,
40,933,BBC,is-not-biased,84,gpt-5.4-mini,
41,934,BBC,is-not-biased,86,gpt-5.4-mini,
166,935,CNN,is-not-biased,86,gpt-5.4-mini,
90,936,BBC,is-biased,84,gpt-5.4-mini,
60,937,BBC,is-not-biased,92,gpt-5.4-mini,
168,938,CNN,is-not-biased,78,gpt-5.4-mini,
60,939,BBC,is-not-biased,92,gpt-5.4-mini,
114,940,CNN,is-not-biased,92,gpt-5.4-mini,
142,941,CNN,is-not-biased,84,gpt-5.4-mini,
234,942,FOX,is-not-biased,92,gpt-5.4-mini,
214,943,FOX,is-biased,92,gpt-5.4-mini,
166,944,CNN,is-not-biased,86,gpt-5.4-mini,
253,945,FOX,is-biased,84,gpt-5.4-mini,
158,946,CNN,is-biased,86,gpt-5.4-mini,
71,947,BBC,is-not-biased,84,gpt-5.4-mini,
49,948,BBC,is-not-biased,92,gpt-5.4-mini,
63,949,BBC,is-not-biased,93,gpt-5.4-mini,
142,950,CNN,is-not-biased,84,gpt-5.4-mini,
88,951,BBC,is-not-biased,92,gpt-5.4-mini,
133,952,CNN,is-not-biased,84,gpt-5.4-mini,
105,953,BBC,is-not-biased,86,gpt-5.4-mini,
60,954,BBC,is-not-biased,92,gpt-5.4-mini,
118,955,CNN,is-not-biased,84,gpt-5.4-mini,
233,956,FOX,is-not-biased,84,gpt-5.4-mini,
76,957,BBC,is-not-biased,86,gpt-5.4-mini,
105,958,BBC,is-not-biased,86,gpt-5.4-mini,
162,959,CNN,is-not-biased,84,gpt-5.4-mini,
274,960,FOX,is-not-biased,78,gpt-5.4-mini,
114,961,CNN,is-not-biased,86,gpt-5.4-mini,
80,962,BBC,is-not-biased,78,gpt-5.4-mini,
139,963,CNN,is-biased,92,gpt-5.4-mini,
44,964,BBC,is-not-biased,84,gpt-5.4-mini,
171,965,CNN,is-not-biased,84,gpt-5.4-mini,
93,966,BBC,is-not-biased,92,gpt-5.4-mini,
3,967,BBC,is-not-biased,92,gpt-5.4-mini,
140,968,CNN,is-not-biased,86,gpt-5.4-mini,
71,969,BBC,is-not-biased,84,gpt-5.4-mini,
2,970,BBC,is-not-biased,95,gpt-5.4-mini,
146,971,CNN,is-not-biased,92,gpt-5.4-mini,
24,972,BBC,is-not-biased,96,gpt-5.4-mini,
100,973,BBC,is-not-biased,86,gpt-5.4-mini,
11,974,BBC,is-not-biased,84,gpt-5.4-mini,
